"LAWAID","Parameter","Altitude","Landuse","TrendScore","TrendFrequency","TrendPeriod"
"orc-00066","TURB","Lowland","Rural",2,"monthly",5
"orc-00066","BDISC","Lowland","Rural",-99,NA,5
"orc-00070","NH4","Lowland","Rural",-99,"unassessed",5
"orc-00070","ECOLI","Lowland","Rural",-99,"unassessed",5
"orc-00070","DRP","Lowland","Rural",-99,"unassessed",5
"orc-00070","TN","Lowland","Rural",-99,"unassessed",5
"orc-00070","TON","Lowland","Rural",-99,"unassessed",5
"orc-00070","TP","Lowland","Rural",-99,"unassessed",5
"orc-00070","TURB","Lowland","Rural",-99,"unassessed",5
"orc-00070","BDISC","Lowland","Rural",-99,NA,5
"orc-00107","NH4","Upland","Forest",-99,"unassessed",5
"orc-00107","ECOLI","Upland","Forest",-99,"unassessed",5
"orc-00107","DRP","Upland","Forest",-99,"unassessed",5
"orc-00107","TN","Upland","Forest",-99,"unassessed",5
"orc-00107","TON","Upland","Forest",-99,"unassessed",5
"orc-00107","TP","Upland","Forest",-99,"unassessed",5
"orc-00107","TURB","Upland","Forest",-99,"unassessed",5
"orc-00107","BDISC","Upland","Forest",-99,NA,5
"orc-00074","NH4","Upland","Rural",-99,"unassessed",5
"orc-00074","ECOLI","Upland","Rural",-99,"unassessed",5
"orc-00074","DRP","Upland","Rural",-99,"unassessed",5
"orc-00074","TN","Upland","Rural",-99,"unassessed",5
"orc-00074","TON","Upland","Rural",-99,"unassessed",5
"orc-00074","TP","Upland","Rural",-99,"unassessed",5
"orc-00074","TURB","Upland","Rural",-99,"unassessed",5
"orc-00074","BDISC","Upland","Rural",-99,NA,5
"orc-00153","NH4","Lowland","Rural",2,"monthly",5
"orc-00153","ECOLI","Lowland","Rural",-1,"monthly",5
"orc-00153","DRP","Lowland","Rural",2,"monthly",5
"orc-00153","TN","Lowland","Rural",-1,"monthly",5
"orc-00153","TON","Lowland","Rural",0,"monthly",5
"orc-00153","TP","Lowland","Rural",2,"monthly",5
"orc-00153","TURB","Lowland","Rural",0,"monthly",5
"orc-00153","BDISC","Lowland","Rural",-99,NA,5
"orc-00071","NH4","Upland","Rural",-99,"unassessed",5
"orc-00071","ECOLI","Upland","Rural",-99,"unassessed",5
"orc-00071","DRP","Upland","Rural",-99,"unassessed",5
"orc-00071","TN","Upland","Rural",-99,"unassessed",5
"orc-00071","TON","Upland","Rural",-99,"unassessed",5
"orc-00071","TP","Upland","Rural",-99,"unassessed",5
"orc-00071","TURB","Upland","Rural",-99,"unassessed",5
"orc-00071","BDISC","Upland","Rural",-99,NA,5
"orc-00154","NH4","Upland","Rural",-99,"unassessed",5
"orc-00154","ECOLI","Upland","Rural",-99,"unassessed",5
"orc-00154","DRP","Upland","Rural",-99,"unassessed",5
"orc-00154","TN","Upland","Rural",-99,"unassessed",5
"orc-00154","TON","Upland","Rural",-99,"unassessed",5
"orc-00154","TP","Upland","Rural",-99,"unassessed",5
"orc-00154","TURB","Upland","Rural",-99,"unassessed",5
"orc-00154","BDISC","Upland","Rural",-99,NA,5
"orc-00155","NH4","Upland","Rural",-99,"unassessed",5
"orc-00155","ECOLI","Upland","Rural",-99,"unassessed",5
"orc-00155","DRP","Upland","Rural",-99,"unassessed",5
"orc-00155","TN","Upland","Rural",-99,"unassessed",5
"orc-00155","TON","Upland","Rural",-99,"unassessed",5
"orc-00155","TP","Upland","Rural",-99,"unassessed",5
"orc-00155","TURB","Upland","Rural",-99,"unassessed",5
"orc-00155","BDISC","Upland","Rural",-99,NA,5
"orc-00156","NH4","Upland","Rural",-99,"unassessed",5
"orc-00156","ECOLI","Upland","Rural",-99,"unassessed",5
"orc-00156","DRP","Upland","Rural",-99,"unassessed",5
"orc-00156","TN","Upland","Rural",-99,"unassessed",5
"orc-00156","TON","Upland","Rural",-99,"unassessed",5
"orc-00156","TP","Upland","Rural",-99,"unassessed",5
"orc-00156","TURB","Upland","Rural",-99,"unassessed",5
"orc-00156","BDISC","Upland","Rural",-99,NA,5
"orc-00159","NH4","Lowland","Rural",-99,"unassessed",5
"orc-00159","ECOLI","Lowland","Rural",-99,"unassessed",5
"orc-00159","DRP","Lowland","Rural",-99,"unassessed",5
"orc-00159","TN","Lowland","Rural",-99,"unassessed",5
"orc-00159","TON","Lowland","Rural",-99,"unassessed",5
"orc-00159","TP","Lowland","Rural",-99,"unassessed",5
"orc-00159","TURB","Lowland","Rural",-99,"unassessed",5
"orc-00159","BDISC","Lowland","Rural",-99,NA,5
"orc-00079","NH4","Lowland","Rural",-99,"unassessed",5
"orc-00079","ECOLI","Lowland","Rural",-99,"unassessed",5
"orc-00079","DRP","Lowland","Rural",-99,"unassessed",5
"orc-00079","TN","Lowland","Rural",-99,"unassessed",5
"orc-00079","TON","Lowland","Rural",-99,"unassessed",5
"orc-00079","TP","Lowland","Rural",-99,"unassessed",5
"orc-00079","TURB","Lowland","Rural",-99,"unassessed",5
"orc-00079","BDISC","Lowland","Rural",-99,NA,5
"orc-00081","NH4","Lowland","Rural",-99,"unassessed",5
"orc-00081","ECOLI","Lowland","Rural",-99,"unassessed",5
"orc-00081","DRP","Lowland","Rural",-99,"unassessed",5
"orc-00081","TN","Lowland","Rural",-99,"unassessed",5
"orc-00081","TON","Lowland","Rural",-99,"unassessed",5
"orc-00081","TP","Lowland","Rural",-99,"unassessed",5
"orc-00081","TURB","Lowland","Rural",-99,"unassessed",5
"orc-00081","BDISC","Lowland","Rural",-99,NA,5
"orc-00012","NH4","Upland","Rural",-99,"unassessed",5
"orc-00012","ECOLI","Upland","Rural",-99,"unassessed",5
"orc-00012","DRP","Upland","Rural",-99,"unassessed",5
"orc-00012","TN","Upland","Rural",-99,"unassessed",5
"orc-00012","TON","Upland","Rural",-99,"unassessed",5
"orc-00012","TP","Upland","Rural",-99,"unassessed",5
"orc-00012","TURB","Upland","Rural",-99,"unassessed",5
"orc-00012","BDISC","Upland","Rural",-99,NA,5
"orc-00082","NH4","Lowland","Rural",-99,"unassessed",5
"orc-00082","ECOLI","Lowland","Rural",-99,"unassessed",5
"orc-00082","DRP","Lowland","Rural",-99,"unassessed",5
"orc-00082","TN","Lowland","Rural",-99,"unassessed",5
"orc-00082","TON","Lowland","Rural",-99,"unassessed",5
"orc-00082","TP","Lowland","Rural",-99,"unassessed",5
"orc-00082","TURB","Lowland","Rural",-99,"unassessed",5
"orc-00082","BDISC","Lowland","Rural",-99,NA,5
"orc-00085","NH4","Lowland","Rural",-99,"unassessed",5
"orc-00085","ECOLI","Lowland","Rural",-99,"unassessed",5
"orc-00085","DRP","Lowland","Rural",-99,"unassessed",5
"orc-00085","TN","Lowland","Rural",-99,"unassessed",5
"orc-00085","TON","Lowland","Rural",-99,"unassessed",5
"orc-00085","TP","Lowland","Rural",-99,"unassessed",5
"orc-00085","TURB","Lowland","Rural",-99,"unassessed",5
"orc-00085","BDISC","Lowland","Rural",-99,NA,5
"orc-00088","NH4","Upland","Rural",-99,"unassessed",5
"orc-00088","ECOLI","Upland","Rural",-99,"unassessed",5
"orc-00088","DRP","Upland","Rural",-99,"unassessed",5
"orc-00088","TN","Upland","Rural",-99,"unassessed",5
"orc-00088","TON","Upland","Rural",-99,"unassessed",5
"orc-00088","TP","Upland","Rural",-99,"unassessed",5
"orc-00088","TURB","Upland","Rural",-99,"unassessed",5
"orc-00088","BDISC","Upland","Rural",-99,NA,5
"orc-00162","NH4","Lowland","Rural",-99,"unassessed",5
"orc-00162","ECOLI","Lowland","Rural",-99,"unassessed",5
"orc-00162","DRP","Lowland","Rural",-99,"unassessed",5
"orc-00162","TN","Lowland","Rural",-99,"unassessed",5
"orc-00162","TON","Lowland","Rural",-99,"unassessed",5
"orc-00162","TP","Lowland","Rural",-99,"unassessed",5
"orc-00162","TURB","Lowland","Rural",-99,"unassessed",5
"orc-00162","BDISC","Lowland","Rural",-99,NA,5
"orc-00089","NH4","Lowland","Rural",1,"monthly",5
"orc-00089","ECOLI","Lowland","Rural",1,"monthly",5
"orc-00089","DRP","Lowland","Rural",-99,"monthly",5
"orc-00089","TN","Lowland","Rural",-2,"monthly",5
"orc-00089","TON","Lowland","Rural",-1,"monthly",5
"orc-00089","TP","Lowland","Rural",0,"monthly",5
"orc-00089","TURB","Lowland","Rural",0,"monthly",5
"orc-00089","BDISC","Lowland","Rural",-99,NA,5
"orc-00097","NH4","Lowland","Rural",-99,"unassessed",5
"orc-00097","ECOLI","Lowland","Rural",-99,"unassessed",5
"orc-00097","DRP","Lowland","Rural",-99,"unassessed",5
"orc-00097","TN","Lowland","Rural",-99,"unassessed",5
"orc-00097","TON","Lowland","Rural",-99,"unassessed",5
"orc-00097","TP","Lowland","Rural",-99,"unassessed",5
"orc-00097","TURB","Lowland","Rural",-99,"unassessed",5
"orc-00097","BDISC","Lowland","Rural",-99,NA,5
"orc-00163","NH4","Lowland","Rural",-99,"unassessed",5
"orc-00163","ECOLI","Lowland","Rural",-99,"unassessed",5
"orc-00163","DRP","Lowland","Rural",-99,"unassessed",5
"orc-00163","TN","Lowland","Rural",-99,"unassessed",5
"orc-00163","TON","Lowland","Rural",-99,"unassessed",5
"orc-00163","TP","Lowland","Rural",-99,"unassessed",5
"orc-00163","TURB","Lowland","Rural",-99,"unassessed",5
"orc-00163","BDISC","Lowland","Rural",-99,NA,5
"orc-00094","NH4","Lowland","Rural",-99,"unassessed",5
"orc-00094","ECOLI","Lowland","Rural",-99,"unassessed",5
"orc-00094","DRP","Lowland","Rural",-99,"unassessed",5
"orc-00094","TN","Lowland","Rural",-99,"unassessed",5
"orc-00094","TON","Lowland","Rural",-99,"unassessed",5
"orc-00094","TP","Lowland","Rural",-99,"unassessed",5
"orc-00094","TURB","Lowland","Rural",-99,"unassessed",5
"orc-00094","BDISC","Lowland","Rural",-99,NA,5
"orc-00013","NH4","Lowland","Rural",-99,"unassessed",5
"orc-00013","ECOLI","Lowland","Rural",-99,"unassessed",5
"orc-00013","DRP","Lowland","Rural",-99,"unassessed",5
"orc-00013","TN","Lowland","Rural",-99,"unassessed",5
"orc-00013","TON","Lowland","Rural",-99,"unassessed",5
"orc-00013","TP","Lowland","Rural",-99,"unassessed",5
"orc-00013","TURB","Lowland","Rural",-99,"unassessed",5
"orc-00013","BDISC","Lowland","Rural",-99,NA,5
"orc-00015","NH4","Upland","Rural",-99,"unassessed",5
"orc-00015","ECOLI","Upland","Rural",-99,"unassessed",5
"orc-00015","DRP","Upland","Rural",-99,"unassessed",5
"orc-00015","TN","Upland","Rural",-99,"unassessed",5
"orc-00015","TON","Upland","Rural",-99,"unassessed",5
"orc-00015","TP","Upland","Rural",-99,"unassessed",5
"orc-00015","TURB","Upland","Rural",-99,"unassessed",5
"orc-00015","BDISC","Upland","Rural",-99,NA,5
"orc-00017","NH4","Upland","Rural",-99,"unassessed",5
"orc-00017","ECOLI","Upland","Rural",-99,"unassessed",5
"orc-00017","DRP","Upland","Rural",-99,"unassessed",5
"orc-00017","TN","Upland","Rural",-99,"unassessed",5
"orc-00017","TON","Upland","Rural",-99,"unassessed",5
"orc-00017","TP","Upland","Rural",-99,"unassessed",5
"orc-00017","TURB","Upland","Rural",-99,"unassessed",5
"orc-00017","BDISC","Upland","Rural",-99,NA,5
"orc-00021","NH4","Lowland","Urban",-99,"unassessed",5
"orc-00021","ECOLI","Lowland","Urban",-99,"unassessed",5
"orc-00021","DRP","Lowland","Urban",-99,"unassessed",5
"orc-00021","TN","Lowland","Urban",-99,"unassessed",5
"orc-00021","TON","Lowland","Urban",-99,"unassessed",5
"orc-00021","TP","Lowland","Urban",-99,"unassessed",5
"orc-00021","TURB","Lowland","Urban",-99,"unassessed",5
"orc-00021","BDISC","Lowland","Urban",-99,NA,5
"orc-00115","NH4","Lowland","Rural",-99,"unassessed",5
"orc-00115","ECOLI","Lowland","Rural",-99,"unassessed",5
"orc-00115","DRP","Lowland","Rural",-99,"unassessed",5
"orc-00115","TN","Lowland","Rural",-99,"unassessed",5
"orc-00115","TON","Lowland","Rural",-99,"unassessed",5
"orc-00115","TP","Lowland","Rural",-99,"unassessed",5
"orc-00115","TURB","Lowland","Rural",-99,"unassessed",5
"orc-00115","BDISC","Lowland","Rural",-99,NA,5
"orc-00025","NH4","Lowland","Rural",-99,"unassessed",5
"orc-00025","ECOLI","Lowland","Rural",-99,"unassessed",5
"orc-00025","DRP","Lowland","Rural",-99,"unassessed",5
"orc-00025","TN","Lowland","Rural",-99,"unassessed",5
"orc-00025","TON","Lowland","Rural",-99,"unassessed",5
"orc-00025","TP","Lowland","Rural",-99,"unassessed",5
"orc-00025","TURB","Lowland","Rural",-99,"unassessed",5
"orc-00025","BDISC","Lowland","Rural",-99,NA,5
"tdc-00002","NH4","Lowland","Rural",-99,"monthly",5
"tdc-00002","ECOLI","Lowland","Rural",0,"monthly",5
"tdc-00002","DRP","Lowland","Rural",1,"monthly",5
"tdc-00002","TN","Lowland","Rural",0,"monthly",5
"tdc-00002","TON","Lowland","Rural",0,"monthly",5
"tdc-00002","TP","Lowland","Rural",-99,"monthly",5
"tdc-00002","TURB","Lowland","Rural",-99,"unassessed",5
"tdc-00002","BDISC","Lowland","Rural",-99,"unassessed",5
"lawa-102294","NH4","Lowland","Urban",-99,"unassessed",5
"lawa-102294","ECOLI","Lowland","Urban",-99,"unassessed",5
"lawa-102294","DRP","Lowland","Urban",-99,"unassessed",5
"lawa-102294","TN","Lowland","Urban",-99,"unassessed",5
"lawa-102294","TON","Lowland","Urban",-99,"unassessed",5
"lawa-102294","TP","Lowland","Urban",-99,"unassessed",5
"lawa-102294","TURB","Lowland","Urban",-99,"unassessed",5
"lawa-102294","BDISC","Lowland","Urban",-99,"unassessed",5
"lawa-102297","NH4","Lowland","Rural",-99,"unassessed",5
"lawa-102297","ECOLI","Lowland","Rural",-99,"unassessed",5
"lawa-102297","DRP","Lowland","Rural",-99,"unassessed",5
"lawa-102297","TN","Lowland","Rural",-99,"unassessed",5
"lawa-102297","TON","Lowland","Rural",-99,"unassessed",5
"lawa-102297","TP","Lowland","Rural",-99,"unassessed",5
"lawa-102297","TURB","Lowland","Rural",-99,"unassessed",5
"lawa-102297","BDISC","Lowland","Rural",-99,"unassessed",5
"tdc-00023","NH4","Upland","Rural",-99,"unassessed",5
"tdc-00023","ECOLI","Upland","Rural",-99,"unassessed",5
"tdc-00023","DRP","Upland","Rural",-99,"unassessed",5
"tdc-00023","TN","Upland","Rural",-99,"unassessed",5
"tdc-00023","TON","Upland","Rural",-99,"unassessed",5
"tdc-00023","TP","Upland","Rural",-99,"unassessed",5
"tdc-00023","TURB","Upland","Rural",-99,"unassessed",5
"tdc-00023","BDISC","Upland","Rural",-99,"unassessed",5
"lawa-102298","NH4","Lowland","Rural",-99,"unassessed",5
"lawa-102298","ECOLI","Lowland","Rural",-99,"unassessed",5
"lawa-102298","DRP","Lowland","Rural",-99,"unassessed",5
"lawa-102298","TN","Lowland","Rural",-99,"unassessed",5
"lawa-102298","TON","Lowland","Rural",-99,"unassessed",5
"lawa-102298","TP","Lowland","Rural",-99,"unassessed",5
"lawa-102298","TURB","Lowland","Rural",-99,"unassessed",5
"lawa-102298","BDISC","Lowland","Rural",-99,"unassessed",5
"tdc-00046","NH4","Lowland","Rural",-99,"unassessed",5
"tdc-00046","ECOLI","Lowland","Rural",-99,"unassessed",5
"tdc-00046","DRP","Lowland","Rural",-99,"unassessed",5
"tdc-00046","TN","Lowland","Rural",-99,"unassessed",5
"tdc-00046","TON","Lowland","Rural",-99,"unassessed",5
"tdc-00046","TP","Lowland","Rural",-99,"unassessed",5
"tdc-00046","TURB","Lowland","Rural",-99,"unassessed",5
"tdc-00046","BDISC","Lowland","Rural",-99,"unassessed",5
"tdc-00040","NH4","Lowland","Rural",-99,"unassessed",5
"tdc-00040","ECOLI","Lowland","Rural",-99,"unassessed",5
"tdc-00040","DRP","Lowland","Rural",-99,"unassessed",5
"tdc-00040","TN","Lowland","Rural",-99,"unassessed",5
"tdc-00040","TON","Lowland","Rural",-99,"unassessed",5
"tdc-00040","TP","Lowland","Rural",-99,"unassessed",5
"tdc-00040","TURB","Lowland","Rural",-99,"unassessed",5
"tdc-00040","BDISC","Lowland","Rural",-99,"unassessed",5
"tdc-00019","NH4","Lowland","Urban",-99,"unassessed",5
"tdc-00019","ECOLI","Lowland","Urban",-99,"unassessed",5
"tdc-00019","DRP","Lowland","Urban",-99,"unassessed",5
"tdc-00019","TN","Lowland","Urban",-99,"unassessed",5
"tdc-00019","TON","Lowland","Urban",-99,"unassessed",5
"tdc-00019","TP","Lowland","Urban",-99,"unassessed",5
"tdc-00019","TURB","Lowland","Urban",-99,"unassessed",5
"tdc-00019","BDISC","Lowland","Urban",-99,"unassessed",5
"tdc-00010","NH4","Lowland","Rural",-99,"unassessed",5
"tdc-00010","ECOLI","Lowland","Rural",-99,"unassessed",5
"tdc-00010","DRP","Lowland","Rural",-99,"unassessed",5
"tdc-00010","TN","Lowland","Rural",-99,"unassessed",5
"tdc-00010","TON","Lowland","Rural",-99,"unassessed",5
"tdc-00010","TP","Lowland","Rural",-99,"unassessed",5
"tdc-00010","TURB","Lowland","Rural",-99,"unassessed",5
"tdc-00010","BDISC","Lowland","Rural",-99,"unassessed",5
"tdc-00035","NH4","Upland","Rural",-99,"unassessed",5
"tdc-00035","ECOLI","Upland","Rural",-99,"unassessed",5
"tdc-00035","DRP","Upland","Rural",-99,"unassessed",5
"tdc-00035","TN","Upland","Rural",-99,"unassessed",5
"tdc-00035","TON","Upland","Rural",-99,"unassessed",5
"tdc-00035","TP","Upland","Rural",-99,"unassessed",5
"tdc-00035","TURB","Upland","Rural",-99,"unassessed",5
"tdc-00035","BDISC","Upland","Rural",-99,"unassessed",5
"tdc-00014","NH4","Lowland","Rural",-99,"monthly",5
"tdc-00014","ECOLI","Lowland","Rural",0,"monthly",5
"tdc-00014","DRP","Lowland","Rural",-99,"monthly",5
"tdc-00014","TN","Lowland","Rural",-1,"monthly",5
"tdc-00014","TON","Lowland","Rural",-1,"monthly",5
"tdc-00014","TP","Lowland","Rural",0,"monthly",5
"tdc-00014","TURB","Lowland","Rural",-99,"unassessed",5
"tdc-00014","BDISC","Lowland","Rural",-99,"unassessed",5
"lawa-102299","NH4","Lowland","Rural",-99,"unassessed",5
"lawa-102299","ECOLI","Lowland","Rural",-99,"unassessed",5
"lawa-102299","DRP","Lowland","Rural",-99,"unassessed",5
"lawa-102299","TN","Lowland","Rural",-99,"unassessed",5
"lawa-102299","TON","Lowland","Rural",-99,"unassessed",5
"lawa-102299","TP","Lowland","Rural",-99,"unassessed",5
"lawa-102299","TURB","Lowland","Rural",-99,"unassessed",5
"lawa-102299","BDISC","Lowland","Rural",-99,"unassessed",5
"tdc-00032","NH4","Upland","Rural",-99,"unassessed",5
"tdc-00032","ECOLI","Upland","Rural",-99,"unassessed",5
"tdc-00032","DRP","Upland","Rural",-99,"unassessed",5
"tdc-00032","TN","Upland","Rural",-99,"unassessed",5
"tdc-00032","TON","Upland","Rural",-99,"unassessed",5
"tdc-00032","TP","Upland","Rural",-99,"unassessed",5
"tdc-00032","TURB","Upland","Rural",-99,"unassessed",5
"tdc-00032","BDISC","Upland","Rural",-99,"unassessed",5
"tdc-00028","NH4","Lowland","Rural",-99,"unassessed",5
"tdc-00028","ECOLI","Lowland","Rural",-99,"unassessed",5
"tdc-00028","DRP","Lowland","Rural",-99,"unassessed",5
"tdc-00028","TN","Lowland","Rural",-99,"unassessed",5
"tdc-00028","TON","Lowland","Rural",-99,"unassessed",5
"tdc-00028","TP","Lowland","Rural",-99,"unassessed",5
"tdc-00028","TURB","Lowland","Rural",-99,"unassessed",5
"tdc-00028","BDISC","Lowland","Rural",-99,"unassessed",5
"lawa-102302","NH4","Lowland","Rural",-99,"unassessed",5
"lawa-102302","ECOLI","Lowland","Rural",-99,"unassessed",5
"lawa-102302","DRP","Lowland","Rural",-99,"unassessed",5
"lawa-102302","TN","Lowland","Rural",-99,"unassessed",5
"lawa-102302","TON","Lowland","Rural",-99,"unassessed",5
"lawa-102302","TP","Lowland","Rural",-99,"unassessed",5
"lawa-102302","TURB","Lowland","Rural",-99,"unassessed",5
"lawa-102302","BDISC","Lowland","Rural",-99,"unassessed",5
"tdc-00015","NH4","Lowland","Rural",-99,"monthly",5
"tdc-00015","ECOLI","Lowland","Rural",1,"monthly",5
"tdc-00015","DRP","Lowland","Rural",-99,"monthly",5
"tdc-00015","TN","Lowland","Rural",-1,"monthly",5
"tdc-00015","TON","Lowland","Rural",0,"monthly",5
"tdc-00015","TP","Lowland","Rural",-1,"monthly",5
"tdc-00015","TURB","Lowland","Rural",-99,"unassessed",5
"tdc-00015","BDISC","Lowland","Rural",-2,"monthly",5
"lawa-102301","NH4","Lowland","Rural",-99,"unassessed",5
"lawa-102301","ECOLI","Lowland","Rural",-99,"unassessed",5
"lawa-102301","DRP","Lowland","Rural",-99,"unassessed",5
"lawa-102301","TN","Lowland","Rural",-99,"unassessed",5
"lawa-102301","TON","Lowland","Rural",-99,"unassessed",5
"lawa-102301","TP","Lowland","Rural",-99,"unassessed",5
"lawa-102301","TURB","Lowland","Rural",-99,"unassessed",5
"lawa-102301","BDISC","Lowland","Rural",-99,"unassessed",5
"tdc-00036","NH4","Upland","Rural",-99,"unassessed",5
"tdc-00036","ECOLI","Upland","Rural",-99,"unassessed",5
"tdc-00036","DRP","Upland","Rural",-99,"unassessed",5
"tdc-00036","TN","Upland","Rural",-99,"unassessed",5
"tdc-00036","TON","Upland","Rural",-99,"unassessed",5
"tdc-00036","TP","Upland","Rural",-99,"unassessed",5
"tdc-00036","TURB","Upland","Rural",-99,"unassessed",5
"tdc-00036","BDISC","Upland","Rural",-99,"unassessed",5
"tdc-00004","NH4","Lowland","Rural",-99,"unassessed",5
"tdc-00004","ECOLI","Lowland","Rural",-99,"unassessed",5
"tdc-00004","DRP","Lowland","Rural",-99,"unassessed",5
"tdc-00004","TN","Lowland","Rural",-99,"unassessed",5
"tdc-00004","TON","Lowland","Rural",-99,"unassessed",5
"tdc-00004","TP","Lowland","Rural",-99,"unassessed",5
"tdc-00004","TURB","Lowland","Rural",-99,"unassessed",5
"tdc-00004","BDISC","Lowland","Rural",-99,"unassessed",5
"tdc-00048","NH4","Upland","Forest",-99,"unassessed",5
"tdc-00048","ECOLI","Upland","Forest",-99,"unassessed",5
"tdc-00048","DRP","Upland","Forest",-99,"unassessed",5
"tdc-00048","TN","Upland","Forest",-99,"unassessed",5
"tdc-00048","TON","Upland","Forest",-99,"unassessed",5
"tdc-00048","TP","Upland","Forest",-99,"unassessed",5
"tdc-00048","TURB","Upland","Forest",-99,"unassessed",5
"tdc-00048","BDISC","Upland","Forest",-99,"unassessed",5
"tdc-00020","NH4","Lowland","Rural",-99,"unassessed",5
"tdc-00020","ECOLI","Lowland","Rural",-99,"unassessed",5
"tdc-00020","DRP","Lowland","Rural",-99,"unassessed",5
"tdc-00020","TN","Lowland","Rural",-99,"unassessed",5
"tdc-00020","TON","Lowland","Rural",-99,"unassessed",5
"tdc-00020","TP","Lowland","Rural",-99,"unassessed",5
"tdc-00020","TURB","Lowland","Rural",-99,"unassessed",5
"tdc-00020","BDISC","Lowland","Rural",-99,"unassessed",5
"lawa-102300","NH4","Upland","Rural",-99,"unassessed",5
"lawa-102300","ECOLI","Upland","Rural",-99,"unassessed",5
"lawa-102300","DRP","Upland","Rural",-99,"unassessed",5
"lawa-102300","TN","Upland","Rural",-99,"unassessed",5
"lawa-102300","TON","Upland","Rural",-99,"unassessed",5
"lawa-102300","TP","Upland","Rural",-99,"unassessed",5
"lawa-102300","TURB","Upland","Rural",-99,"unassessed",5
"lawa-102300","BDISC","Upland","Rural",-99,"unassessed",5
"tdc-00022","NH4","Lowland","Rural",-99,"unassessed",5
"tdc-00022","ECOLI","Lowland","Rural",-99,"unassessed",5
"tdc-00022","DRP","Lowland","Rural",-99,"unassessed",5
"tdc-00022","TN","Lowland","Rural",-99,"unassessed",5
"tdc-00022","TON","Lowland","Rural",-99,"unassessed",5
"tdc-00022","TP","Lowland","Rural",-99,"unassessed",5
"tdc-00022","TURB","Lowland","Rural",-99,"unassessed",5
"tdc-00022","BDISC","Lowland","Rural",-99,"unassessed",5
"tdc-10019","NH4","Lowland","Rural",0,"monthly",5
"tdc-10019","ECOLI","Lowland","Rural",0,"monthly",5
"tdc-10019","DRP","Lowland","Rural",-99,"monthly",5
"tdc-10019","TN","Lowland","Rural",-2,"monthly",5
"tdc-10019","TON","Lowland","Rural",-1,"monthly",5
"tdc-10019","TP","Lowland","Rural",-2,"monthly",5
"tdc-10019","TURB","Lowland","Rural",-99,"unassessed",5
"tdc-10019","BDISC","Lowland","Rural",-2,"monthly",5
"lawa-102296","NH4","Lowland","Rural",-99,"unassessed",5
"lawa-102296","ECOLI","Lowland","Rural",-99,"unassessed",5
"lawa-102296","DRP","Lowland","Rural",-99,"unassessed",5
"lawa-102296","TN","Lowland","Rural",-99,"unassessed",5
"lawa-102296","TON","Lowland","Rural",-99,"unassessed",5
"lawa-102296","TP","Lowland","Rural",-99,"unassessed",5
"lawa-102296","TURB","Lowland","Rural",-99,"unassessed",5
"lawa-102296","BDISC","Lowland","Rural",-99,"unassessed",5
"tdc-00038","NH4","Lowland","Rural",-99,"unassessed",5
"tdc-00038","ECOLI","Lowland","Rural",-99,"unassessed",5
"tdc-00038","DRP","Lowland","Rural",-99,"unassessed",5
"tdc-00038","TN","Lowland","Rural",-99,"unassessed",5
"tdc-00038","TON","Lowland","Rural",-99,"unassessed",5
"tdc-00038","TP","Lowland","Rural",-99,"unassessed",5
"tdc-00038","TURB","Lowland","Rural",-99,"unassessed",5
"tdc-00038","BDISC","Lowland","Rural",-99,"unassessed",5
"trc-00001","NH4","Upland","Rural",-99,"unassessed",5
"trc-00001","ECOLI","Upland","Rural",-99,"unassessed",5
"trc-00001","DRP","Upland","Rural",-99,"unassessed",5
"trc-00001","TN","Upland","Rural",-99,"unassessed",5
"trc-00001","TON","Upland","Rural",-99,"unassessed",5
"trc-00001","TP","Upland","Rural",-99,"unassessed",5
"trc-00001","TURB","Upland","Rural",-99,"unassessed",5
"trc-00001","BDISC","Upland","Rural",-99,"unassessed",5
"trc-00011","NH4","Upland","Rural",-99,"unassessed",5
"trc-00011","ECOLI","Upland","Rural",-99,"unassessed",5
"trc-00011","DRP","Upland","Rural",-99,"unassessed",5
"trc-00011","TN","Upland","Rural",-99,"unassessed",5
"trc-00011","TON","Upland","Rural",-99,"unassessed",5
"trc-00011","TP","Upland","Rural",-99,"unassessed",5
"trc-00011","TURB","Upland","Rural",-99,"unassessed",5
"trc-00011","BDISC","Upland","Rural",-99,"unassessed",5
"trc-00002","NH4","Lowland","Rural",1,"monthly",5
"trc-00002","ECOLI","Lowland","Rural",1,"monthly",5
"trc-00002","DRP","Lowland","Rural",0,"monthly",5
"trc-00002","TN","Lowland","Rural",-2,"monthly",5
"trc-00002","TON","Lowland","Rural",0,"monthly",5
"trc-00002","TP","Lowland","Rural",-1,"monthly",5
"trc-00002","TURB","Lowland","Rural",-1,"monthly",5
"trc-00002","BDISC","Lowland","Rural",0,"monthly",5
"trc-00050","NH4","Lowland","Rural",-99,"unassessed",5
"trc-00050","ECOLI","Lowland","Rural",-99,"unassessed",5
"trc-00050","DRP","Lowland","Rural",-99,"unassessed",5
"trc-00050","TN","Lowland","Rural",-99,"unassessed",5
"trc-00050","TON","Lowland","Rural",-99,"unassessed",5
"trc-00050","TP","Lowland","Rural",-99,"unassessed",5
"trc-00050","TURB","Lowland","Rural",-99,"unassessed",5
"trc-00050","BDISC","Lowland","Rural",-99,"unassessed",5
"lawa-100578","NH4","Lowland","Rural",-99,"unassessed",5
"lawa-100578","ECOLI","Lowland","Rural",-99,"unassessed",5
