"LAWAID","Parameter","Median"
"nrc-00016","TaxaRichness",16
"nrc-00018","MCI",92.5
"nrc-00018","PercentageEPTTaxa",26.32
"nrc-00018","TaxaRichness",19
"nrc-00019","MCI",109
"nrc-00019","PercentageEPTTaxa",27.3
"nrc-00019","TaxaRichness",22
"nrc-00020","MCI",109.5
"nrc-00020","PercentageEPTTaxa",27.9
"nrc-00020","TaxaRichness",14.5
"nrc-00021","MCI",111
"nrc-00021","PercentageEPTTaxa",27.3
"nrc-00021","TaxaRichness",15
"nrc-00022","MCI",124.5
"nrc-00022","PercentageEPTTaxa",43.1
"nrc-00022","TaxaRichness",25.5
"nrc-00029","MCI",123.5
"nrc-00029","PercentageEPTTaxa",22.915
"nrc-00029","TaxaRichness",19.5
"nrc-00031","MCI",83
"nrc-00031","PercentageEPTTaxa",6.65
"nrc-00031","TaxaRichness",15
"nrc-00045","MCI",117.5
"nrc-00045","PercentageEPTTaxa",47.5
"nrc-00045","TaxaRichness",16
"nrwqn-00003","MCI",57.6153846153846
"nrwqn-00005","MCI",54.1
"nrwqn-00006","MCI",59.5
"nrwqn-00007","MCI",65
"nrwqn-00008","MCI",86.153847
"nrwqn-00008","PercentageEPTTaxa",30.09
"nrwqn-00008","TaxaRichness",18
"nrwqn-00009","MCI",70.925925925926
"nrwqn-00011","MCI",74.1
"nrwqn-00014","MCI",61.6052631578945
"nrwqn-00015","MCI",76.1304347826085
"nrwqn-00016","MCI",69.6764705882355
"nrwqn-00017","MCI",112.272727272727
"nrwqn-00017","PercentageEPTTaxa",35.31
"nrwqn-00017","TaxaRichness",16
"nrwqn-00024","MCI",133.333
"nrwqn-00024","PercentageEPTTaxa",44.83
"nrwqn-00024","TaxaRichness",24
"nrwqn-00027","MCI",49.3095238095238
"nrwqn-00028","MCI",61.8846153846154
"nrwqn-00029","MCI",63.2727272727275
"nrwqn-00030","MCI",60.3181818181818
"nrwqn-00031","MCI",60.5
"nrwqn-00032","MCI",56.8684210526316
"nrwqn-00036","MCI",55.5
"nrwqn-00037","MCI",68.1379310344827
"nrwqn-00038","MCI",74.7916666666665
"nrwqn-00046","MCI",65.5
"nrwqn-00047","MCI",81.1363636363637
"nrwqn-00049","MCI",76.1561264822133
"nrwqn-00050","MCI",66.0357142857142
"nrwqn-00051","MCI",71.5333333333332
"nrwqn-00052","MCI",71.928093645485
"nrwqn-00053","MCI",68.2857142857142
"nrwqn-00055","MCI",57.0862573099415
"nrwqn-00056","MCI",71.0597826086957
"nrwqn-00057","MCI",75.4632352941178
"nrwqn-00058","MCI",69.1293103448275
"nrwqn-00059","MCI",105.263157894737
"nrwqn-00059","PercentageEPTTaxa",51.19
"nrwqn-00059","TaxaRichness",15
"orc-00012","MCI",119
"orc-00012","PercentageEPTTaxa",58.8
"orc-00012","TaxaRichness",20.5
"orc-00017","MCI",101
"orc-00017","PercentageEPTTaxa",41.7
"orc-00017","TaxaRichness",20.5
"orc-00021","MCI",66
"orc-00021","PercentageEPTTaxa",13.8
"orc-00021","TaxaRichness",13
"orc-00025","MCI",89.5
"orc-00025","PercentageEPTTaxa",43.45
"orc-00025","TaxaRichness",25.5
"orc-00041","MCI",101
"orc-00041","PercentageEPTTaxa",49.7
"orc-00041","TaxaRichness",18
"orc-00043","MCI",106.5
"orc-00043","PercentageEPTTaxa",53.55
"orc-00043","TaxaRichness",22
"orc-00047","MCI",108
"orc-00047","PercentageEPTTaxa",54.95
"orc-00047","TaxaRichness",22
"orc-00049","MCI",85
"orc-00049","PercentageEPTTaxa",36.95
"orc-00049","TaxaRichness",16
"orc-00061","MCI",84.5
"orc-00061","PercentageEPTTaxa",34.15
"orc-00061","TaxaRichness",20.5
"orc-00066","MCI",88.5
"orc-00066","PercentageEPTTaxa",36.2
"orc-00066","TaxaRichness",20.5
"orc-00079","MCI",81.5
"orc-00079","PercentageEPTTaxa",31.75
"orc-00079","TaxaRichness",18.5
"orc-00081","MCI",105.5
"orc-00081","PercentageEPTTaxa",45.8
"orc-00081","TaxaRichness",22
"orc-00082","MCI",73
"orc-00082","PercentageEPTTaxa",16.25
"orc-00082","TaxaRichness",15
"orc-00085","MCI",92.5
"orc-00085","PercentageEPTTaxa",30.3
"orc-00085","TaxaRichness",20.5
"orc-00088","MCI",112.5
"orc-00088","PercentageEPTTaxa",51.25
"orc-00088","TaxaRichness",24
"orc-00089","MCI",99.5
"orc-00089","PercentageEPTTaxa",46.9
"orc-00089","TaxaRichness",23.5
"orc-00094","MCI",82.5
"orc-00094","PercentageEPTTaxa",30.3
"orc-00094","TaxaRichness",22
"orc-00095","MCI",92
"orc-00095","PercentageEPTTaxa",36.75
"orc-00095","TaxaRichness",21.5
"orc-00097","MCI",86
"orc-00097","PercentageEPTTaxa",38.55
"orc-00097","TaxaRichness",18
"orc-00098","MCI",104
"orc-00098","PercentageEPTTaxa",46.75
"orc-00098","TaxaRichness",19.5
"orc-00103","MCI",105.5
"orc-00103","TaxaRichness",20.5
"orc-00105","MCI",109.5
"orc-00105","PercentageEPTTaxa",47.7
"orc-00105","TaxaRichness",35.5
"orc-00115","MCI",109
"orc-00115","PercentageEPTTaxa",48.05
"orc-00115","TaxaRichness",25.5
"orc-00117","MCI",116.5
"orc-00117","PercentageEPTTaxa",50.9
"orc-00117","TaxaRichness",21
"orc-00119","MCI",89.5
"orc-00119","PercentageEPTTaxa",35.7
"orc-00119","TaxaRichness",21.5
"orc-00133","MCI",96.5
"orc-00133","PercentageEPTTaxa",45.4
"orc-00133","TaxaRichness",22
"orc-00159","MCI",109.5
"orc-00159","PercentageEPTTaxa",47.25
"orc-00159","TaxaRichness",25
"orc-00162","MCI",90
"orc-00162","PercentageEPTTaxa",38.5
"orc-00162","TaxaRichness",20.5
"orc-00163","MCI",102.5
"orc-00163","PercentageEPTTaxa",46.9
"orc-00163","TaxaRichness",20.5
"trc-00001","MCI",100.5
"trc-00001","PercentageEPTTaxa",44.5
"trc-00001","TaxaRichness",18.5
"trc-00002","MCI",118
"trc-00002","PercentageEPTTaxa",56.5
"trc-00002","TaxaRichness",21.5
"trc-00003","MCI",91
"trc-00003","PercentageEPTTaxa",40
"trc-00003","TaxaRichness",22.5
"trc-00004","MCI",145.5
"trc-00004","PercentageEPTTaxa",72.5
"trc-00004","TaxaRichness",27
"trc-00005","MCI",101
"trc-00005","PercentageEPTTaxa",44
"trc-00005","TaxaRichness",21.5
"trc-00006","MCI",135
"trc-00006","PercentageEPTTaxa",64
"trc-00006","TaxaRichness",25
"trc-00007","MCI",99.5
"trc-00007","PercentageEPTTaxa",39.5
"trc-00007","TaxaRichness",21.5
"trc-00008","MCI",120
"trc-00008","PercentageEPTTaxa",52.5
"trc-00008","TaxaRichness",8
"trc-00009","MCI",115.5
"trc-00009","PercentageEPTTaxa",50.5
"trc-00009","TaxaRichness",18.5
"trc-00011","MCI",116
"trc-00011","PercentageEPTTaxa",48.5
"trc-00011","TaxaRichness",22
"trc-00050","MCI",95.5
"trc-00050","PercentageEPTTaxa",30.5
"trc-00050","TaxaRichness",20
"trc-00060","MCI",96.5
"trc-00060","PercentageEPTTaxa",32.5
"trc-00060","TaxaRichness",20
"trc-00061","MCI",106
"trc-00061","PercentageEPTTaxa",48
"trc-00061","TaxaRichness",22
"trc-00062","MCI",108.5
"trc-00062","PercentageEPTTaxa",50
"trc-00062","TaxaRichness",22.5
"trc-00063","MCI",88
"trc-00063","PercentageEPTTaxa",18
"trc-00063","TaxaRichness",18
"trc-00064","MCI",125
"trc-00064","PercentageEPTTaxa",59.5
"trc-00064","TaxaRichness",24.5
"trc-00065","MCI",105
"trc-00065","PercentageEPTTaxa",46.5
"trc-00065","TaxaRichness",21.5
"trc-00066","MCI",91
"trc-00066","PercentageEPTTaxa",34.5
"trc-00066","TaxaRichness",17.5
"trc-00067","MCI",140
"trc-00067","PercentageEPTTaxa",65.5
"trc-00067","TaxaRichness",24.5
"trc-00068","MCI",122
"trc-00068","PercentageEPTTaxa",57.5
"trc-00068","TaxaRichness",24.5
"trc-00069","MCI",116.5
"trc-00069","PercentageEPTTaxa",49
"trc-00069","TaxaRichness",24.5
"trc-00070","MCI",95.5
"trc-00070","PercentageEPTTaxa",36
"trc-00070","TaxaRichness",17.5
"trc-00071","MCI",88.5
"trc-00071","PercentageEPTTaxa",34
"trc-00071","TaxaRichness",16.5
"trc-00072","MCI",109.5
"trc-00072","PercentageEPTTaxa",42
"trc-00072","TaxaRichness",18
"trc-00073","MCI",102
"trc-00073","PercentageEPTTaxa",44.5
"trc-00073","TaxaRichness",22.5
"trc-00074","MCI",135.5
"trc-00074","PercentageEPTTaxa",60.5
"trc-00074","TaxaRichness",20.5
"trc-00075","MCI",98
"trc-00075","PercentageEPTTaxa",41.5
"trc-00075","TaxaRichness",21
"trc-00076","MCI",104
"trc-00076","PercentageEPTTaxa",42
"trc-00076","TaxaRichness",24
"trc-00077","MCI",134
"trc-00077","PercentageEPTTaxa",61
"trc-00077","TaxaRichness",19
"trc-00078","MCI",102
"trc-00078","PercentageEPTTaxa",44
"trc-00078","TaxaRichness",18
"trc-00079","MCI",80.5
"trc-00079","PercentageEPTTaxa",15.5
"trc-00079","TaxaRichness",15.5
"trc-00080","MCI",76
"trc-00080","PercentageEPTTaxa",7
"trc-00080","TaxaRichness",11.5
"trc-00081","MCI",137
"trc-00081","PercentageEPTTaxa",67
"trc-00081","TaxaRichness",22.5
"trc-00082","MCI",77.5
"trc-00082","PercentageEPTTaxa",26
"trc-00082","TaxaRichness",16
"trc-00083","MCI",90
"trc-00083","PercentageEPTTaxa",35
"trc-00083","TaxaRichness",20
"trc-00084","MCI",119.5
"trc-00084","PercentageEPTTaxa",56
"trc-00084","TaxaRichness",24.5
"trc-00085","MCI",117.5
"trc-00085","PercentageEPTTaxa",60
"trc-00085","TaxaRichness",10
"trc-00086","MCI",145
"trc-00086","PercentageEPTTaxa",71
"trc-00086","TaxaRichness",27.5
"trc-00087","MCI",109.5
"trc-00087","PercentageEPTTaxa",46
"trc-00087","TaxaRichness",26
"trc-00088","MCI",108
"trc-00088","PercentageEPTTaxa",44.5
"trc-00088","TaxaRichness",19.5
"trc-00089","MCI",107
"trc-00089","PercentageEPTTaxa",47.5
"trc-00089","TaxaRichness",22
"trc-00090","MCI",93.5
"trc-00090","PercentageEPTTaxa",33.5
"trc-00090","TaxaRichness",19
"trc-00091","MCI",91
"trc-00091","PercentageEPTTaxa",35
"trc-00091","TaxaRichness",19
"trc-00092","MCI",99
"trc-00092","PercentageEPTTaxa",38
"trc-00092","TaxaRichness",21.5
"trc-00093","MCI",90
"trc-00093","PercentageEPTTaxa",34
"trc-00093","TaxaRichness",20.5
"trc-00094","MCI",142
"trc-00094","PercentageEPTTaxa",66.5
"trc-00094","TaxaRichness",28.5
"trc-00095","MCI",131.5
"trc-00095","PercentageEPTTaxa",59.5
"trc-00095","TaxaRichness",24
"trc-00096","MCI",99.5
"trc-00096","PercentageEPTTaxa",41.5
"trc-00096","TaxaRichness",19.5
"trc-00097","MCI",92.5
"trc-00097","PercentageEPTTaxa",35
"trc-00097","TaxaRichness",19
"trc-00098","MCI",141.5
"trc-00098","PercentageEPTTaxa",67.5
"trc-00098","TaxaRichness",19.5
"trc-00099","MCI",85
"trc-00099","PercentageEPTTaxa",23
"trc-00099","TaxaRichness",14.5
"trc-00100","MCI",111.5
"trc-00100","PercentageEPTTaxa",50.5
"trc-00100","TaxaRichness",23.5
"trc-00101","MCI",105.5
"trc-00101","PercentageEPTTaxa",48.5
"trc-00101","TaxaRichness",21
"trc-00102","MCI",134
"trc-00102","PercentageEPTTaxa",47
"trc-00102","TaxaRichness",29.5
"trc-00103","MCI",100
"trc-00103","PercentageEPTTaxa",43
"trc-00103","TaxaRichness",23
"trc-00104","MCI",85.5
"trc-00104","PercentageEPTTaxa",38
"trc-00104","TaxaRichness",14.5
"trc-10012","MCI",88.5
"trc-10012","PercentageEPTTaxa",31.5
"trc-10012","TaxaRichness",19
"trc-10015","MCI",85.5
"trc-10015","PercentageEPTTaxa",25.5
"trc-10015","TaxaRichness",17
"wcrc-00001","MCI",115.78788
"wcrc-00001","PercentageEPTTaxa",52
"wcrc-00001","TaxaRichness",35
"wcrc-00002","MCI",113.17888
"wcrc-00002","PercentageEPTTaxa",50
"wcrc-00002","TaxaRichness",31.5
"wcrc-00003","MCI",131.11111
"wcrc-00003","PercentageEPTTaxa",59.285715
"wcrc-00003","TaxaRichness",24
"wcrc-00004","MCI",135.8371035
"wcrc-00004","PercentageEPTTaxa",56.666668
"wcrc-00004","TaxaRichness",15
"wcrc-00005","MCI",99.75238
"wcrc-00005","PercentageEPTTaxa",36.363636
"wcrc-00005","TaxaRichness",27
"wcrc-00006","MCI",118.4715741
"wcrc-00006","PercentageEPTTaxa",52.77778
"wcrc-00006","TaxaRichness",33
"wcrc-00007","MCI",99.79894
"wcrc-00007","PercentageEPTTaxa",43.2471275
"wcrc-00007","TaxaRichness",28.5
"wcrc-00008","MCI",123.3680575
"wcrc-00008","PercentageEPTTaxa",53.846153
"wcrc-00008","TaxaRichness",36
"wcrc-00009","MCI",118.447582
"wcrc-00009","PercentageEPTTaxa",45.588235
"wcrc-00009","TaxaRichness",25
"wcrc-00010","MCI",118.296703
"wcrc-00010","PercentageEPTTaxa",49.232455
"wcrc-00010","TaxaRichness",27
"wcrc-00011","MCI",129.333328
"wcrc-00011","PercentageEPTTaxa",57.4519235
"wcrc-00011","TaxaRichness",29.5
"wcrc-00013","MCI",120.714287
"wcrc-00013","PercentageEPTTaxa",51.785715
"wcrc-00013","TaxaRichness",30
"wcrc-00014","MCI",105.714287
"wcrc-00014","PercentageEPTTaxa",41.5314405
"wcrc-00014","TaxaRichness",31.5
"wcrc-00015","MCI",105.86397
"wcrc-00015","PercentageEPTTaxa",43.837535
"wcrc-00015","TaxaRichness",29.5
"wcrc-00016","MCI",77.607655
"wcrc-00016","PercentageEPTTaxa",18.05555535
"wcrc-00016","TaxaRichness",20.5
"wcrc-00018","MCI",93.125
"wcrc-00018","PercentageEPTTaxa",30
"wcrc-00018","TaxaRichness",25
"wcrc-00019","MCI",116.93182
"wcrc-00019","PercentageEPTTaxa",47.8021985
"wcrc-00019","TaxaRichness",27
"wcrc-00020","MCI",115.2139055
"wcrc-00020","PercentageEPTTaxa",50.757576
"wcrc-00020","TaxaRichness",33.5
"wcrc-00021","MCI",107.1494255
"wcrc-00021","PercentageEPTTaxa",42.893145
"wcrc-00021","TaxaRichness",31.5
"wcrc-00022","MCI",113.11111
"wcrc-00022","PercentageEPTTaxa",47.580645
"wcrc-00022","TaxaRichness",33
"wcrc-00023","MCI",109.354553
"wcrc-00023","PercentageEPTTaxa",47.0506915
"wcrc-00023","TaxaRichness",33
"wcrc-00024","MCI",123.791668
"wcrc-00024","PercentageEPTTaxa",56.458334
"wcrc-00024","TaxaRichness",26
"wcrc-00025","MCI",90.9375
"wcrc-00025","PercentageEPTTaxa",36.48897
"wcrc-00025","TaxaRichness",31.5
"wcrc-00026","MCI",105.6997975
"wcrc-00026","PercentageEPTTaxa",47.9208905
"wcrc-00026","TaxaRichness",31.5
"wcrc-00027","MCI",113.5020265
"wcrc-00027","PercentageEPTTaxa",52.3423425
"wcrc-00027","TaxaRichness",33.5
"wcrc-00028","MCI",100.322582
"wcrc-00028","PercentageEPTTaxa",39.0625
"wcrc-00028","TaxaRichness",31.5
"wcrc-00029","MCI",102.083332
"wcrc-00029","PercentageEPTTaxa",41.666666
"wcrc-00029","TaxaRichness",12.5
"wcrc-00033","MCI",132.645689
"wcrc-00033","PercentageEPTTaxa",62.9473685
"wcrc-00033","TaxaRichness",25.5
"wcrc-00036","MCI",133.333328
"wcrc-00036","PercentageEPTTaxa",58.333334
"wcrc-00036","TaxaRichness",22.5
"wcrc-00037","MCI",116.875
"wcrc-00037","PercentageEPTTaxa",49.285715
"wcrc-00037","TaxaRichness",32.5
"wcrc-00038","MCI",115.41276725
"wcrc-00038","PercentageEPTTaxa",49.64349375
"wcrc-00038","TaxaRichness",32.5
"wcrc-00039","MCI",118.888885
"wcrc-00039","PercentageEPTTaxa",55.103668
"wcrc-00039","TaxaRichness",20
"wcrc-00040","MCI",120.5769235
"wcrc-00040","PercentageEPTTaxa",53.393665
"wcrc-00040","TaxaRichness",19
