"LAWAID","Parameter","Median"
"lawa-102228","MCI",84.4
"lawa-102228","PercentageEPTTaxa",16.7
"lawa-102228","TaxaRichness",17
"lawa-102229","MCI",96
"lawa-102229","PercentageEPTTaxa",31.6
"lawa-102229","TaxaRichness",19
"lawa-102230","MCI",125
"lawa-102230","PercentageEPTTaxa",58.3
"lawa-102230","TaxaRichness",18
"lawa-102231","MCI",142
"lawa-102231","PercentageEPTTaxa",63
"lawa-102231","TaxaRichness",28
"lawa-102235","MCI",65.33334
"lawa-102235","PercentageEPTTaxa",0
"lawa-102235","TaxaRichness",13
"lawa-102236","MCI",100.8
"lawa-102236","PercentageEPTTaxa",20
"lawa-102236","TaxaRichness",24
"lawa-102238","MCI",69.2
"lawa-102238","PercentageEPTTaxa",5
"lawa-102238","TaxaRichness",20
"lawa-102692","MCI",80
"lawa-102692","PercentageEPTTaxa",0.29
"lawa-102692","TaxaRichness",17
"lawa-102693","MCI",79
"lawa-102693","PercentageEPTTaxa",0.9
"lawa-102693","TaxaRichness",21
"lawa-102695","MCI",108.57
"lawa-102695","PercentageEPTTaxa",65.91
"lawa-102695","TaxaRichness",21
"lawa-102696","MCI",86.67
"lawa-102696","PercentageEPTTaxa",13.125
"lawa-102696","TaxaRichness",23
"lawa-102697","MCI",107.62
"lawa-102697","PercentageEPTTaxa",84.89
"lawa-102697","TaxaRichness",19
"lawa-102698","MCI",104.005
"lawa-102698","PercentageEPTTaxa",55.23
"lawa-102698","TaxaRichness",22
"lawa-102699","MCI",90.77
"lawa-102699","PercentageEPTTaxa",10.2
"lawa-102699","TaxaRichness",17
"lawa-102722","MCI",61.5
"lawa-102722","PercentageEPTTaxa",0
"lawa-102722","TaxaRichness",16
"lawa-102723","MCI",108.9
"lawa-102723","PercentageEPTTaxa",33.3
"lawa-102723","TaxaRichness",15
"lawa-102724","MCI",67.1
"lawa-102724","PercentageEPTTaxa",0
"lawa-102724","TaxaRichness",17
"lawa-102725","MCI",56.4
"lawa-102725","PercentageEPTTaxa",0
"lawa-102725","TaxaRichness",20
"lawa-102726","MCI",119
"lawa-102726","PercentageEPTTaxa",43
"lawa-102726","TaxaRichness",27
"lawa-102727","MCI",59.3
"lawa-102727","PercentageEPTTaxa",0
"lawa-102727","TaxaRichness",17
"lawa-102728","MCI",116.8
"lawa-102728","PercentageEPTTaxa",41.9
"lawa-102728","TaxaRichness",25
"lawa-102729","MCI",122.3
"lawa-102729","PercentageEPTTaxa",35
"lawa-102729","TaxaRichness",25.5
"lawa-102730","MCI",67.8
"lawa-102730","PercentageEPTTaxa",5.6
"lawa-102730","TaxaRichness",12
"lawa-102731","MCI",75.4
"lawa-102731","PercentageEPTTaxa",10
"lawa-102731","TaxaRichness",15
"lawa-102732","MCI",52.7
"lawa-102732","PercentageEPTTaxa",0
"lawa-102732","TaxaRichness",17
"lawa-102733","MCI",63.1
"lawa-102733","PercentageEPTTaxa",0
"lawa-102733","TaxaRichness",13
"lawa-102734","MCI",65
"lawa-102734","PercentageEPTTaxa",0
"lawa-102734","TaxaRichness",16
"lawa-102735","MCI",61.1
"lawa-102735","PercentageEPTTaxa",0
"lawa-102735","TaxaRichness",15
"lawa-102736","MCI",66.7
"lawa-102736","PercentageEPTTaxa",2.95
"lawa-102736","TaxaRichness",14
"lawa-102737","MCI",67.1
"lawa-102737","PercentageEPTTaxa",4.5
"lawa-102737","TaxaRichness",17
"lawa-102738","MCI",71.3
"lawa-102738","PercentageEPTTaxa",6.65
"lawa-102738","TaxaRichness",18.5
"lawa-102739","MCI",70
"lawa-102739","PercentageEPTTaxa",0
"lawa-102739","TaxaRichness",8
"lawa-102740","MCI",42.9
"lawa-102740","PercentageEPTTaxa",0
"lawa-102740","TaxaRichness",15
"lawa-102741","MCI",74.95
"lawa-102741","PercentageEPTTaxa",4.75
"lawa-102741","TaxaRichness",26.5
"lawa-102742","MCI",78.6
"lawa-102742","PercentageEPTTaxa",6.85
"lawa-102742","TaxaRichness",24.5
"lawa-102743","MCI",86.2
"lawa-102743","PercentageEPTTaxa",18.5
"lawa-102743","TaxaRichness",24
"lawa-102744","MCI",74.5
"lawa-102744","PercentageEPTTaxa",9.1
"lawa-102744","TaxaRichness",19
"mdc-00001","MCI",92.94643
"mdc-00001","PercentageEPTTaxa",46.25668
"mdc-00001","TaxaRichness",20.5
"mdc-00002","MCI",100.06492
"mdc-00002","PercentageEPTTaxa",33.33333
"mdc-00002","TaxaRichness",13
"mdc-00003","MCI",108.787895
"mdc-00003","PercentageEPTTaxa",50
"mdc-00003","TaxaRichness",14.5
"mdc-00004","MCI",114.16665
"mdc-00004","PercentageEPTTaxa",56.28803
"mdc-00004","TaxaRichness",31.5
"mdc-00005","MCI",125.2941
"mdc-00005","PercentageEPTTaxa",53.52941
"mdc-00005","TaxaRichness",17
"mdc-00006","MCI",104.58525
"mdc-00006","PercentageEPTTaxa",44.732145
"mdc-00006","TaxaRichness",25.5
"mdc-00007","MCI",108.3871
"mdc-00007","PercentageEPTTaxa",40.625
"mdc-00007","TaxaRichness",24.5
"mdc-00008","MCI",71.74825
"mdc-00008","PercentageEPTTaxa",25
"mdc-00008","TaxaRichness",20.5
"mdc-00009","MCI",74.28571
"mdc-00009","PercentageEPTTaxa",20
"mdc-00009","TaxaRichness",18.5
"mdc-00010","MCI",108.5965
"mdc-00010","PercentageEPTTaxa",52.083335
"mdc-00010","TaxaRichness",24
"mdc-00011","MCI",113.7121
"mdc-00011","PercentageEPTTaxa",52.57143
"mdc-00011","TaxaRichness",19.5
"mdc-00012","MCI",102.8889
"mdc-00012","PercentageEPTTaxa",54.54546
"mdc-00012","TaxaRichness",22
"mdc-00013","MCI",102.8762
"mdc-00013","PercentageEPTTaxa",52.97619
"mdc-00013","TaxaRichness",24.5
"mdc-00014","MCI",85.96154
"mdc-00014","PercentageEPTTaxa",31.25
"mdc-00014","TaxaRichness",15.5
"mdc-00015","MCI",99.642855
"mdc-00015","PercentageEPTTaxa",42.431765
"mdc-00015","TaxaRichness",22
"mdc-00016","MCI",114.3561
"mdc-00016","PercentageEPTTaxa",54.34028
"mdc-00016","TaxaRichness",26
"mdc-00017","MCI",117.1429
"mdc-00017","PercentageEPTTaxa",48.48485
"mdc-00017","TaxaRichness",33
"mdc-00019","MCI",86.017315
"mdc-00019","PercentageEPTTaxa",35
"mdc-00019","TaxaRichness",20
"mdc-00020","MCI",101.43858
"mdc-00020","PercentageEPTTaxa",39.80263
"mdc-00020","TaxaRichness",18
"mdc-00021","MCI",124.66665
"mdc-00021","PercentageEPTTaxa",61.5942
"mdc-00021","TaxaRichness",22
"mdc-00022","MCI",101.25
"mdc-00022","PercentageEPTTaxa",39.13044
"mdc-00022","TaxaRichness",23
"mdc-00023","MCI",110
"mdc-00023","PercentageEPTTaxa",50
"mdc-00023","TaxaRichness",34
"mdc-00024","MCI",91.61402
"mdc-00024","PercentageEPTTaxa",31.875
"mdc-00024","TaxaRichness",18
"mdc-00025","MCI",78.51852
"mdc-00025","PercentageEPTTaxa",11.11111
"mdc-00025","TaxaRichness",20
"mdc-00025_niwa","MCI",98.4
"mdc-00025_niwa","PercentageEPTTaxa",44
"mdc-00025_niwa","TaxaRichness",25
"mdc-00027","MCI",94.73684
"mdc-00027","PercentageEPTTaxa",35.71429
"mdc-00027","TaxaRichness",20
"mdc-00029","MCI",112.2222
"mdc-00029","PercentageEPTTaxa",59.09091
"mdc-00029","TaxaRichness",22
"mdc-00030","MCI",112.5362
"mdc-00030","PercentageEPTTaxa",55
"mdc-00030","TaxaRichness",21.5
"mdc-00031","MCI",128.4461
"mdc-00031","PercentageEPTTaxa",62.96296
"mdc-00031","TaxaRichness",27
"mdc-00034","MCI",111.7241
"mdc-00034","PercentageEPTTaxa",40
"mdc-00034","TaxaRichness",28
"mdc-00035","MCI",114.19045
"mdc-00035","PercentageEPTTaxa",55.19737
"mdc-00035","TaxaRichness",21.5
"mdc-00036","MCI",101.55553
"mdc-00036","PercentageEPTTaxa",46.05263
"mdc-00036","TaxaRichness",18.5
"ncc-00002","MCI",69.5
"ncc-00002","TaxaRichness",13
"ncc-00004","MCI",75
"ncc-00004","TaxaRichness",18.5
"ncc-00005","MCI",126.5
"ncc-00005","TaxaRichness",28.5
"ncc-00006","MCI",76
"ncc-00006","TaxaRichness",11.5
"ncc-00009","MCI",72.5
"ncc-00009","TaxaRichness",17
"ncc-00010","MCI",85.5
"ncc-00010","TaxaRichness",19.5
"ncc-00011","MCI",104
"ncc-00011","TaxaRichness",28
"ncc-00012","MCI",122.5
"ncc-00012","TaxaRichness",30
"ncc-00013","MCI",93
"ncc-00013","TaxaRichness",17.5
"ncc-00015","MCI",104.5
"ncc-00015","TaxaRichness",23
"ncc-00016","MCI",140
"ncc-00016","TaxaRichness",20
"ncc-00017","MCI",105.5
"ncc-00017","TaxaRichness",26
"ncc-00018","MCI",99
"ncc-00018","TaxaRichness",21
"ncc-00021","MCI",84
"ncc-00021","TaxaRichness",21.5
"ncc-00025","MCI",106.5
"ncc-00025","TaxaRichness",29
"ncc-00027","MCI",109
"ncc-00027","TaxaRichness",25.5
"ncc-00028","MCI",124.5
"ncc-00028","TaxaRichness",26
"ncc-00029","MCI",103
"ncc-00029","TaxaRichness",26.5
"ncc-00030","MCI",109
"ncc-00030","TaxaRichness",27
"ncc-00032","MCI",118.5
"ncc-00032","TaxaRichness",31.5
"ncc-00034","MCI",112
"ncc-00034","TaxaRichness",31
"ncc-00036","MCI",136.5
"ncc-00036","TaxaRichness",24
"ncc-00037","MCI",132
"ncc-00037","TaxaRichness",29.5
"ncc-00038","MCI",122
"ncc-00038","TaxaRichness",35.5
"ncc-00039","MCI",114
"ncc-00039","TaxaRichness",36.5
"ncc-00040","MCI",89
"ncc-00040","TaxaRichness",19
"nrc-00001","MCI",85
"nrc-00001","PercentageEPTTaxa",17.4
"nrc-00001","TaxaRichness",23
"nrc-00002","MCI",69
"nrc-00002","PercentageEPTTaxa",12.5
"nrc-00002","TaxaRichness",9
"nrc-00004","MCI",76.8
"nrc-00004","PercentageEPTTaxa",16.975
"nrc-00004","TaxaRichness",22.5
"nrc-00005","MCI",90
"nrc-00005","PercentageEPTTaxa",34.5
"nrc-00005","TaxaRichness",23
"nrc-00006","MCI",89.725
"nrc-00006","PercentageEPTTaxa",41.45
"nrc-00006","TaxaRichness",21.25
"nrc-00007","MCI",132.15
"nrc-00007","PercentageEPTTaxa",60.35
"nrc-00007","TaxaRichness",25.25
"nrc-00008","MCI",85.9
"nrc-00008","PercentageEPTTaxa",34.85
"nrc-00008","TaxaRichness",22.25
"nrc-00009","MCI",87.725
"nrc-00009","PercentageEPTTaxa",33.25
"nrc-00009","TaxaRichness",17.5
"nrc-00010","MCI",105
"nrc-00010","PercentageEPTTaxa",46.75
"nrc-00010","TaxaRichness",24
"nrc-00011","MCI",71.3
"nrc-00011","PercentageEPTTaxa",21.1
"nrc-00011","TaxaRichness",19
"nrc-00012","MCI",78
"nrc-00012","PercentageEPTTaxa",21.4
"nrc-00012","TaxaRichness",21
"nrc-00013","MCI",117.8
"nrc-00013","PercentageEPTTaxa",46.7
"nrc-00013","TaxaRichness",25.5
"nrc-00014","MCI",74.3
"nrc-00014","PercentageEPTTaxa",15.8
"nrc-00014","TaxaRichness",23
"nrc-00015","MCI",106
"nrc-00015","PercentageEPTTaxa",36.4
"nrc-00015","TaxaRichness",28
"nrc-00016","MCI",91.3
"nrc-00016","PercentageEPTTaxa",42.9
"nrc-00016","TaxaRichness",18
"nrc-00017","MCI",75.1
"nrc-00017","PercentageEPTTaxa",20.8
"nrc-00017","TaxaRichness",15
"nrc-00018","MCI",77.9
"nrc-00018","PercentageEPTTaxa",27.85
"nrc-00018","TaxaRichness",19
"nrc-00019","MCI",84.125
"nrc-00019","PercentageEPTTaxa",27.95
"nrc-00019","TaxaRichness",20
"nrc-00020","MCI",95
"nrc-00020","PercentageEPTTaxa",30.8
"nrc-00020","TaxaRichness",13
"nrc-00021","MCI",111
"nrc-00021","PercentageEPTTaxa",27.3
"nrc-00021","TaxaRichness",15
"nrc-00022","MCI",105.7
"nrc-00022","PercentageEPTTaxa",42.9
"nrc-00022","TaxaRichness",21
"nrc-00024","MCI",89
"nrc-00024","PercentageEPTTaxa",35.3
"nrc-00024","TaxaRichness",15
"nrc-00026","MCI",88
"nrc-00026","PercentageEPTTaxa",26.7
"nrc-00026","TaxaRichness",28
"nrc-00029","MCI",94.3
"nrc-00029","PercentageEPTTaxa",27.3
"nrc-00029","TaxaRichness",22
"nrc-00030","MCI",105.3
"nrc-00030","PercentageEPTTaxa",45.8
"nrc-00030","TaxaRichness",24
"nrc-00031","MCI",63.175
"nrc-00031","PercentageEPTTaxa",15.225
"nrc-00031","TaxaRichness",16.5
"nrc-00045","MCI",104.15
"nrc-00045","PercentageEPTTaxa",47.55
"nrc-00045","TaxaRichness",18.5
"nrwqn-00003","MCI",90
"nrwqn-00003","PercentageEPTTaxa",38.09524
"nrwqn-00003","TaxaRichness",25
"nrwqn-00005","MCI",90.52632
"nrwqn-00005","PercentageEPTTaxa",44.44444
"nrwqn-00005","TaxaRichness",19
"nrwqn-00006","MCI",92.5
"nrwqn-00006","PercentageEPTTaxa",42.85714
"nrwqn-00006","TaxaRichness",21
"nrwqn-00007","MCI",106.7742
"nrwqn-00007","PercentageEPTTaxa",42.10526
"nrwqn-00007","TaxaRichness",29
"nrwqn-00008","MCI",88.34008
"nrwqn-00008","PercentageEPTTaxa",30.09
"nrwqn-00008","TaxaRichness",18
"nrwqn-00008_niwa","MCI",96.76471
"nrwqn-00008_niwa","PercentageEPTTaxa",41.17647
"nrwqn-00008_niwa","TaxaRichness",30
"nrwqn-00009","MCI",114.5455
"nrwqn-00009","PercentageEPTTaxa",56.25
"nrwqn-00009","TaxaRichness",25
"nrwqn-00011","MCI",125.6
"nrwqn-00011","PercentageEPTTaxa",55.55556
"nrwqn-00011","TaxaRichness",26
"nrwqn-00012","MCI",117.21905
"nrwqn-00012","PercentageEPTTaxa",54.57143
"nrwqn-00012","TaxaRichness",24.5
"nrwqn-00014","MCI",109.0909
"nrwqn-00014","PercentageEPTTaxa",43.75
"nrwqn-00014","TaxaRichness",14
"nrwqn-00015","MCI",130
"nrwqn-00015","PercentageEPTTaxa",55.55556
"nrwqn-00015","TaxaRichness",20
"nrwqn-00016","MCI",120.42645
"nrwqn-00016","PercentageEPTTaxa",59.411765
"nrwqn-00016","TaxaRichness",18.5
"nrwqn-00017","MCI",118.77
"nrwqn-00017","PercentageEPTTaxa",35.31
"nrwqn-00017","TaxaRichness",16
"nrwqn-00017_niwa","MCI",88
"nrwqn-00017_niwa","PercentageEPTTaxa",46.15385
"nrwqn-00017_niwa","TaxaRichness",15
"nrwqn-00019","MCI",93.68421
"nrwqn-00019","PercentageEPTTaxa",50
"nrwqn-00019","TaxaRichness",19
"nrwqn-00021","MCI",88.6
"nrwqn-00021","PercentageEPTTaxa",41.2
"nrwqn-00021","TaxaRichness",13
"nrwqn-00022","MCI",75.9
"nrwqn-00022","PercentageEPTTaxa",33.3
"nrwqn-00022","TaxaRichness",16
"nrwqn-00023","MCI",65.8
"nrwqn-00023","PercentageEPTTaxa",9.025
"nrwqn-00023","TaxaRichness",17
"nrwqn-00024","MCI",108.3
"nrwqn-00024","PercentageEPTTaxa",39.05
"nrwqn-00024","TaxaRichness",25.5
"nrwqn-00027","MCI",80
"nrwqn-00027","PercentageEPTTaxa",33.33333
"nrwqn-00027","TaxaRichness",18
"nrwqn-00028","MCI",94.54545
"nrwqn-00028","PercentageEPTTaxa",42.580645
"nrwqn-00028","TaxaRichness",22.5
"nrwqn-00029","MCI",102.7273
"nrwqn-00029","PercentageEPTTaxa",51.95925
"nrwqn-00029","TaxaRichness",20.5
"nrwqn-00030","MCI",99.375
"nrwqn-00030","PercentageEPTTaxa",43.47826
"nrwqn-00030","TaxaRichness",21
"nrwqn-00031","MCI",105
"nrwqn-00031","PercentageEPTTaxa",43.75
"nrwqn-00031","TaxaRichness",16
"nrwqn-00032","MCI",94
"nrwqn-00032","PercentageEPTTaxa",43.47826
"nrwqn-00032","TaxaRichness",23
"nrwqn-00034","MCI",95.92593
"nrwqn-00034","PercentageEPTTaxa",51.85185
"nrwqn-00034","TaxaRichness",27
"nrwqn-00035","MCI",138.0238
"nrwqn-00035","PercentageEPTTaxa",60.41667
"nrwqn-00035","TaxaRichness",22.5
"nrwqn-00036","MCI",89.33333
"nrwqn-00036","PercentageEPTTaxa",33.33333
"nrwqn-00036","TaxaRichness",15
"nrwqn-00037","MCI",106.3333
"nrwqn-00037","PercentageEPTTaxa",52.17391
"nrwqn-00037","TaxaRichness",30
"nrwqn-00038","MCI",123.3333
"nrwqn-00038","PercentageEPTTaxa",57.14286
"nrwqn-00038","TaxaRichness",22
"nrwqn-00040","MCI",107.5
"nrwqn-00040","PercentageEPTTaxa",50
"nrwqn-00040","TaxaRichness",20
"nrwqn-00045","MCI",89.33333
"nrwqn-00045","PercentageEPTTaxa",47.05882
"nrwqn-00045","TaxaRichness",17
"nrwqn-00046","MCI",115.7143
"nrwqn-00046","PercentageEPTTaxa",50
"nrwqn-00046","TaxaRichness",16
"nrwqn-00047","MCI",140.8696
"nrwqn-00047","PercentageEPTTaxa",68.18182
"nrwqn-00047","TaxaRichness",21
"nrwqn-00049","MCI",130.3846
"nrwqn-00049","PercentageEPTTaxa",60.86957
"nrwqn-00049","TaxaRichness",24
"nrwqn-00050","MCI",118
"nrwqn-00050","PercentageEPTTaxa",53.58974
"nrwqn-00050","TaxaRichness",15
"nrwqn-00051","MCI",116.2069
"nrwqn-00051","PercentageEPTTaxa",60
"nrwqn-00051","TaxaRichness",25
"nrwqn-00052","MCI",119.6667
"nrwqn-00052","PercentageEPTTaxa",60.86957
"nrwqn-00052","TaxaRichness",26
"nrwqn-00053","MCI",109.6429
"nrwqn-00053","PercentageEPTTaxa",53.57143
"nrwqn-00053","TaxaRichness",28
"nrwqn-00055","MCI",95.55556
"nrwqn-00055","PercentageEPTTaxa",50
"nrwqn-00055","TaxaRichness",18
"nrwqn-00056","MCI",120.8333
"nrwqn-00056","PercentageEPTTaxa",55
"nrwqn-00056","TaxaRichness",24
"nrwqn-00057","MCI",118
"nrwqn-00057","PercentageEPTTaxa",54.28571
"nrwqn-00057","TaxaRichness",30
"nrwqn-00058","MCI",112.6667
"nrwqn-00058","PercentageEPTTaxa",53.125
"nrwqn-00058","TaxaRichness",30
"nrwqn-00059","MCI",108.1845
"nrwqn-00059","PercentageEPTTaxa",51.19
"nrwqn-00059","TaxaRichness",15
"nrwqn-00059_niwa","MCI",110.4762
"nrwqn-00059_niwa","PercentageEPTTaxa",52.63158
"nrwqn-00059_niwa","TaxaRichness",21
"orc-00012","MCI",120
"orc-00012","PercentageEPTTaxa",58.8
"orc-00012","TaxaRichness",20.5
"orc-00017","MCI",101
"orc-00017","PercentageEPTTaxa",41.7
"orc-00017","TaxaRichness",20.5
"orc-00021","MCI",68
"orc-00021","PercentageEPTTaxa",13.8
"orc-00021","TaxaRichness",13
"orc-00025","MCI",90
"orc-00025","PercentageEPTTaxa",43.45
"orc-00025","TaxaRichness",25.5
"orc-00041","MCI",101
"orc-00041","PercentageEPTTaxa",49.7
"orc-00041","TaxaRichness",18
"orc-00043","MCI",106.32
"orc-00043","PercentageEPTTaxa",53.55
"orc-00043","TaxaRichness",22
"orc-00047","MCI",108
"orc-00047","PercentageEPTTaxa",54.95
"orc-00047","TaxaRichness",22
"orc-00049","MCI",85
"orc-00049","PercentageEPTTaxa",36.95
"orc-00049","TaxaRichness",16
"orc-00061","MCI",86
"orc-00061","PercentageEPTTaxa",34.15
"orc-00061","TaxaRichness",20.5
"orc-00066","MCI",90
"orc-00066","PercentageEPTTaxa",36.2
"orc-00066","TaxaRichness",20.5
"orc-00079","MCI",81.5175
"orc-00079","PercentageEPTTaxa",31.75
"orc-00079","TaxaRichness",18.5
"orc-00081","MCI",106
"orc-00081","PercentageEPTTaxa",45.8
"orc-00081","TaxaRichness",22
"orc-00082","MCI",73
"orc-00082","PercentageEPTTaxa",16.25
"orc-00082","TaxaRichness",15
"orc-00085","MCI",92.3975
"orc-00085","PercentageEPTTaxa",30.3
"orc-00085","TaxaRichness",20.5
"orc-00088","MCI",112.5
"orc-00088","PercentageEPTTaxa",51.25
"orc-00088","TaxaRichness",24
"orc-00089","MCI",99.5
"orc-00089","PercentageEPTTaxa",46.9
"orc-00089","TaxaRichness",23.5
"orc-00094","MCI",82.5
"orc-00094","PercentageEPTTaxa",30.3
"orc-00094","TaxaRichness",22
"orc-00095","MCI",92
"orc-00095","PercentageEPTTaxa",36.75
"orc-00095","TaxaRichness",21.5
"orc-00097","MCI",86
"orc-00097","PercentageEPTTaxa",38.55
"orc-00097","TaxaRichness",18
"orc-00098","MCI",102.865
"orc-00098","PercentageEPTTaxa",46.75
"orc-00098","TaxaRichness",19.5
"orc-00103","MCI",104.44
"orc-00103","PercentageEPTTaxa",47
"orc-00103","TaxaRichness",20.5
"orc-00105","MCI",109.5
"orc-00105","PercentageEPTTaxa",47.7
"orc-00105","TaxaRichness",35.5
"orc-00115","MCI",109
"orc-00115","PercentageEPTTaxa",48.05
"orc-00115","TaxaRichness",25.5
"orc-00117","MCI",116.5
"orc-00117","PercentageEPTTaxa",50.9
"orc-00117","TaxaRichness",21
"orc-00119","MCI",89.5
"orc-00119","PercentageEPTTaxa",35.7
"orc-00119","TaxaRichness",21.5
"orc-00133","MCI",96.4875
"orc-00133","PercentageEPTTaxa",45.4
"orc-00133","TaxaRichness",22
"orc-00159","MCI",109.44
"orc-00159","PercentageEPTTaxa",47.25
"orc-00159","TaxaRichness",25
"orc-00162","MCI",90
"orc-00162","PercentageEPTTaxa",38.5
"orc-00162","TaxaRichness",20.5
"orc-00163","MCI",100
"orc-00163","PercentageEPTTaxa",46.9
"orc-00163","TaxaRichness",20.5
"trc-00001","MCI",100.5
"trc-00001","PercentageEPTTaxa",44.5
"trc-00001","TaxaRichness",18.5
"trc-00002","MCI",118
"trc-00002","PercentageEPTTaxa",56.5
"trc-00002","TaxaRichness",21.5
"trc-00003","MCI",91
"trc-00003","PercentageEPTTaxa",40
"trc-00003","TaxaRichness",22.5
"trc-00004","MCI",145.5
"trc-00004","PercentageEPTTaxa",72.5
"trc-00004","TaxaRichness",27
"trc-00005","MCI",101
"trc-00005","PercentageEPTTaxa",44
"trc-00005","TaxaRichness",21.5
"trc-00006","MCI",135
"trc-00006","PercentageEPTTaxa",64
"trc-00006","TaxaRichness",25
"trc-00007","MCI",99.5
"trc-00007","PercentageEPTTaxa",39.5
"trc-00007","TaxaRichness",21.5
"trc-00008","MCI",120
"trc-00008","PercentageEPTTaxa",52.5
"trc-00008","TaxaRichness",8
"trc-00009","MCI",115.5
"trc-00009","PercentageEPTTaxa",50.5
"trc-00009","TaxaRichness",18.5
"trc-00011","MCI",116
"trc-00011","PercentageEPTTaxa",48.5
"trc-00011","TaxaRichness",22
"trc-00050","MCI",95.5
"trc-00050","PercentageEPTTaxa",30.5
"trc-00050","TaxaRichness",20
"trc-00060","MCI",96.5
"trc-00060","PercentageEPTTaxa",32.5
"trc-00060","TaxaRichness",20
"trc-00061","MCI",106
"trc-00061","PercentageEPTTaxa",48
"trc-00061","TaxaRichness",22
"trc-00062","MCI",108.5
"trc-00062","PercentageEPTTaxa",50
"trc-00062","TaxaRichness",22.5
"trc-00063","MCI",88
"trc-00063","PercentageEPTTaxa",18
"trc-00063","TaxaRichness",18
"trc-00064","MCI",125
"trc-00064","PercentageEPTTaxa",59.5
"trc-00064","TaxaRichness",24.5
"trc-00065","MCI",105
"trc-00065","PercentageEPTTaxa",46.5
"trc-00065","TaxaRichness",21.5
"trc-00066","MCI",91
"trc-00066","PercentageEPTTaxa",34.5
"trc-00066","TaxaRichness",17.5
"trc-00067","MCI",140
"trc-00067","PercentageEPTTaxa",65.5
"trc-00067","TaxaRichness",24.5
"trc-00068","MCI",122
"trc-00068","PercentageEPTTaxa",57.5
"trc-00068","TaxaRichness",24.5
"trc-00069","MCI",116.5
"trc-00069","PercentageEPTTaxa",49
"trc-00069","TaxaRichness",24.5
"trc-00070","MCI",95.5
"trc-00070","PercentageEPTTaxa",36
"trc-00070","TaxaRichness",17.5
"trc-00071","MCI",88.5
"trc-00071","PercentageEPTTaxa",34
"trc-00071","TaxaRichness",16.5
"trc-00072","MCI",109.5
"trc-00072","PercentageEPTTaxa",42
"trc-00072","TaxaRichness",18
"trc-00073","MCI",102
"trc-00073","PercentageEPTTaxa",44.5
"trc-00073","TaxaRichness",22.5
"trc-00074","MCI",135.5
"trc-00074","PercentageEPTTaxa",60.5
"trc-00074","TaxaRichness",20.5
"trc-00075","MCI",98
"trc-00075","PercentageEPTTaxa",41.5
"trc-00075","TaxaRichness",21
"trc-00076","MCI",104
"trc-00076","PercentageEPTTaxa",42
"trc-00076","TaxaRichness",24
"trc-00077","MCI",134
"trc-00077","PercentageEPTTaxa",61
"trc-00077","TaxaRichness",19
"trc-00078","MCI",102
"trc-00078","PercentageEPTTaxa",44
"trc-00078","TaxaRichness",18
"trc-00079","MCI",80.5
"trc-00079","PercentageEPTTaxa",15.5
"trc-00079","TaxaRichness",15.5
"trc-00080","MCI",76
"trc-00080","PercentageEPTTaxa",7
"trc-00080","TaxaRichness",11.5
"trc-00081","MCI",137
"trc-00081","PercentageEPTTaxa",67
"trc-00081","TaxaRichness",22.5
"trc-00082","MCI",77.5
"trc-00082","PercentageEPTTaxa",26
"trc-00082","TaxaRichness",16
"trc-00083","MCI",90
"trc-00083","PercentageEPTTaxa",35
"trc-00083","TaxaRichness",20
"trc-00084","MCI",119.5
"trc-00084","PercentageEPTTaxa",56
"trc-00084","TaxaRichness",24.5
"trc-00085","MCI",117.5
"trc-00085","PercentageEPTTaxa",60
"trc-00085","TaxaRichness",10
"trc-00086","MCI",145
"trc-00086","PercentageEPTTaxa",71
"trc-00086","TaxaRichness",27.5
"trc-00087","MCI",109.5
"trc-00087","PercentageEPTTaxa",46
"trc-00087","TaxaRichness",26
"trc-00088","MCI",108
"trc-00088","PercentageEPTTaxa",44.5
"trc-00088","TaxaRichness",19.5
"trc-00089","MCI",107
"trc-00089","PercentageEPTTaxa",47.5
"trc-00089","TaxaRichness",22
"trc-00090","MCI",93.5
"trc-00090","PercentageEPTTaxa",33.5
"trc-00090","TaxaRichness",19
"trc-00091","MCI",91
"trc-00091","PercentageEPTTaxa",35
"trc-00091","TaxaRichness",19
"trc-00092","MCI",99
"trc-00092","PercentageEPTTaxa",38
"trc-00092","TaxaRichness",21.5
"trc-00093","MCI",90
"trc-00093","PercentageEPTTaxa",34
"trc-00093","TaxaRichness",20.5
"trc-00094","MCI",143
"trc-00094","PercentageEPTTaxa",68
"trc-00094","TaxaRichness",28.5
"trc-00095","MCI",131.5
"trc-00095","PercentageEPTTaxa",59.5
"trc-00095","TaxaRichness",23.5
"trc-00096","MCI",99.5
"trc-00096","PercentageEPTTaxa",41.5
"trc-00096","TaxaRichness",19.5
"trc-00097","MCI",92.5
"trc-00097","PercentageEPTTaxa",36
"trc-00097","TaxaRichness",19
"trc-00098","MCI",141.5
"trc-00098","PercentageEPTTaxa",67.5
"trc-00098","TaxaRichness",19.5
"trc-00099","MCI",85
"trc-00099","PercentageEPTTaxa",23
"trc-00099","TaxaRichness",14.5
"trc-00100","MCI",111.5
"trc-00100","PercentageEPTTaxa",50.5
"trc-00100","TaxaRichness",23.5
"trc-00101","MCI",105.5
"trc-00101","PercentageEPTTaxa",48.5
"trc-00101","TaxaRichness",21
"trc-00102","MCI",134
"trc-00102","PercentageEPTTaxa",47
"trc-00102","TaxaRichness",29.5
"trc-00103","MCI",100
"trc-00103","PercentageEPTTaxa",43
