"LawaSiteID","CouncilSiteID","Year","NitrogenMed","NitrogenMed_Band","NitrateAnalysisNote","PhosphorusMed","PhosphorusMed_Band","PhosphorusAnalysisNote","AmmoniacalMed","AmmoniacalMed_Band","AmmoniacalMax","AmmoniacalMax_Band","Ammonia_Toxicity_Band","AmmoniaAnalysisNote","ClarityMedian","ClarityMedian_Band","ClarityAnalysisNote","ChlAMed","ChlAMed_Band","ChlAMax","ChlAMax_Band","ChlASummaryBand","ChlAAnalysisNote","EcoliPeriod","EcoliMedian","EcoliBand","Ecoli95","Ecoli95_Band","EcoliRecHealth540","EcoliRecHealth540_Band","EcoliRecHealth260","EcoliRecHealth260_Band","EcoliSummaryBand","EcoliAnalysisNote","Agency","Region","SiteID"
"lawa-100250","Lake Alice (Composite)","2000to2004",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","hrc","manawatu-whanganui","lake alice (composite)"
"lawa-100250","Lake Alice (Composite)","2001to2005",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","hrc","manawatu-whanganui","lake alice (composite)"
"lawa-100250","Lake Alice (Composite)","2002to2006",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","hrc","manawatu-whanganui","lake alice (composite)"
"lawa-100250","Lake Alice (Composite)","2003to2007",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","hrc","manawatu-whanganui","lake alice (composite)"
"lawa-100250","Lake Alice (Composite)","2004to2008",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","hrc","manawatu-whanganui","lake alice (composite)"
"lawa-100250","Lake Alice (Composite)","2005to2009",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","hrc","manawatu-whanganui","lake alice (composite)"
"lawa-100250","Lake Alice (Composite)","2006to2010",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","hrc","manawatu-whanganui","lake alice (composite)"
"lawa-100250","Lake Alice (Composite)","2007to2011",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","hrc","manawatu-whanganui","lake alice (composite)"
"lawa-100250","Lake Alice (Composite)","2008to2012",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","hrc","manawatu-whanganui","lake alice (composite)"
"lawa-100250","Lake Alice (Composite)","2009to2013",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","hrc","manawatu-whanganui","lake alice (composite)"
"lawa-100250","Lake Alice (Composite)","2010to2014",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","hrc","manawatu-whanganui","lake alice (composite)"
"lawa-100250","Lake Alice (Composite)","2011to2015",NA,NA,"Need 30 values for median, have 5",NA,NA,"Need 30 values for median, have5",NA,NA,NA,NA,NA,"Need 30 values for median, have 5",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 5",NA,5,"ABC",5,"ABC",0,"A",0,"A","A"," Need 60 values for 5yr have 5","hrc","manawatu-whanganui","lake alice (composite)"
"lawa-100250","Lake Alice (Composite)","2012to2016",NA,NA,"Need 30 values for median, have 9",NA,NA,"Need 30 values for median, have9",NA,NA,NA,NA,NA,"Need 30 values for median, have 9",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 9",NA,9,"ABC",9,"ABC",0,"A",0,"A","A"," Need 60 values for 5yr have 9","hrc","manawatu-whanganui","lake alice (composite)"
"lawa-100250","Lake Alice (Composite)","2013to2017",NA,NA,"Need 30 values for median, have 12",NA,NA,"Need 30 values for median, have12",NA,NA,NA,NA,NA,"Need 30 values for median, have 12",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 12",NA,10,"ABC",10,"ABC",0,"A",0,"A","A"," Need 60 values for 5yr have 10","hrc","manawatu-whanganui","lake alice (composite)"
"lawa-100250","Lake Alice (Composite)","2014to2018",NA,NA,"Need 30 values for median, have 16",NA,NA,"Need 30 values for median, have16",NA,NA,NA,NA,NA,"Need 30 values for median, have 16",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 16",NA,13,"ABC",13,"ABC",0,"A",0,"A","A"," Need 60 values for 5yr have 13","hrc","manawatu-whanganui","lake alice (composite)"
"lawa-100250","Lake Alice (Composite)","2015to2019",NA,NA,"Need 30 values for median, have 19",NA,NA,"Need 30 values for median, have19",NA,NA,NA,NA,NA,"Need 30 values for median, have 19",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 19",NA,16,"ABC",16,"ABC",0,"A",0,"A","A"," Need 60 values for 5yr have 16","hrc","manawatu-whanganui","lake alice (composite)"
"lawa-102308","Lake William (Composite)","1993to1997",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","hrc","manawatu-whanganui","lake william (composite)"
"lawa-102308","Lake William (Composite)","1994to1998",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","hrc","manawatu-whanganui","lake william (composite)"
"lawa-102308","Lake William (Composite)","1995to1999",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","hrc","manawatu-whanganui","lake william (composite)"
"lawa-102308","Lake William (Composite)","1996to2000",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","hrc","manawatu-whanganui","lake william (composite)"
"lawa-102308","Lake William (Composite)","1997to2001",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","hrc","manawatu-whanganui","lake william (composite)"
"lawa-102308","Lake William (Composite)","1998to2002",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","hrc","manawatu-whanganui","lake william (composite)"
"lawa-102308","Lake William (Composite)","1999to2003",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","hrc","manawatu-whanganui","lake william (composite)"
"lawa-102308","Lake William (Composite)","2000to2004",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","hrc","manawatu-whanganui","lake william (composite)"
"lawa-102308","Lake William (Composite)","2001to2005",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","hrc","manawatu-whanganui","lake william (composite)"
"lawa-102308","Lake William (Composite)","2002to2006",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","hrc","manawatu-whanganui","lake william (composite)"
"lawa-102308","Lake William (Composite)","2003to2007",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","hrc","manawatu-whanganui","lake william (composite)"
"lawa-102308","Lake William (Composite)","2004to2008",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","hrc","manawatu-whanganui","lake william (composite)"
"lawa-102308","Lake William (Composite)","2005to2009",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","hrc","manawatu-whanganui","lake william (composite)"
"lawa-102308","Lake William (Composite)","2006to2010",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","hrc","manawatu-whanganui","lake william (composite)"
"lawa-102308","Lake William (Composite)","2007to2011",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","hrc","manawatu-whanganui","lake william (composite)"
"lawa-102308","Lake William (Composite)","2008to2012",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","hrc","manawatu-whanganui","lake william (composite)"
"lawa-102308","Lake William (Composite)","2009to2013",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","hrc","manawatu-whanganui","lake william (composite)"
"lawa-102308","Lake William (Composite)","2010to2014",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","hrc","manawatu-whanganui","lake william (composite)"
"lawa-102308","Lake William (Composite)","2011to2015",NA,NA,"Need 30 values for median, have 1",NA,NA,"Need 30 values for median, have1",NA,NA,NA,NA,NA,"Need 30 values for median, have 1",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,1,"ABC",1,"ABC",0,"A",0,"A","A"," Need 60 values for 5yr have 1","hrc","manawatu-whanganui","lake william (composite)"
"lawa-102308","Lake William (Composite)","2012to2016",NA,NA,"Need 30 values for median, have 5",NA,NA,"Need 30 values for median, have5",NA,NA,NA,NA,NA,"Need 30 values for median, have 4",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 4",NA,5,"ABC",5,"ABC",0,"A",0,"A","A"," Need 60 values for 5yr have 5","hrc","manawatu-whanganui","lake william (composite)"
"lawa-102308","Lake William (Composite)","2013to2017",NA,NA,"Need 30 values for median, have 8",NA,NA,"Need 30 values for median, have8",NA,NA,NA,NA,NA,"Need 30 values for median, have 6",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 7",NA,6,"ABC",6,"ABC",0,"A",0,"A","A"," Need 60 values for 5yr have 6","hrc","manawatu-whanganui","lake william (composite)"
"lawa-102308","Lake William (Composite)","2014to2018",NA,NA,"Need 30 values for median, have 12",NA,NA,"Need 30 values for median, have12",NA,NA,NA,NA,NA,"Need 30 values for median, have 10",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 11",NA,9,"ABC",9,"ABC",0,"A",0,"A","A"," Need 60 values for 5yr have 9","hrc","manawatu-whanganui","lake william (composite)"
"lawa-102308","Lake William (Composite)","2015to2019",NA,NA,"Need 30 values for median, have 15",NA,NA,"Need 30 values for median, have15",NA,NA,NA,NA,NA,"Need 30 values for median, have 13",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 14",NA,12,"ABC",12,"ABC",0,"A",0,"A","A"," Need 60 values for 5yr have 12","hrc","manawatu-whanganui","lake william (composite)"
"lawa-102708","Lake Kohata (Composite)","1993to1997",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","hrc","manawatu-whanganui","lake kohata (composite)"
"lawa-102708","Lake Kohata (Composite)","1994to1998",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","hrc","manawatu-whanganui","lake kohata (composite)"
"lawa-102708","Lake Kohata (Composite)","1995to1999",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","hrc","manawatu-whanganui","lake kohata (composite)"
"lawa-102708","Lake Kohata (Composite)","1996to2000",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","hrc","manawatu-whanganui","lake kohata (composite)"
"lawa-102708","Lake Kohata (Composite)","1997to2001",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","hrc","manawatu-whanganui","lake kohata (composite)"
"lawa-102708","Lake Kohata (Composite)","1998to2002",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","hrc","manawatu-whanganui","lake kohata (composite)"
"lawa-102708","Lake Kohata (Composite)","1999to2003",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","hrc","manawatu-whanganui","lake kohata (composite)"
"lawa-102708","Lake Kohata (Composite)","2000to2004",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","hrc","manawatu-whanganui","lake kohata (composite)"
"lawa-102708","Lake Kohata (Composite)","2001to2005",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","hrc","manawatu-whanganui","lake kohata (composite)"
"lawa-102708","Lake Kohata (Composite)","2002to2006",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","hrc","manawatu-whanganui","lake kohata (composite)"
"lawa-102708","Lake Kohata (Composite)","2003to2007",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","hrc","manawatu-whanganui","lake kohata (composite)"
"lawa-102708","Lake Kohata (Composite)","2004to2008",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","hrc","manawatu-whanganui","lake kohata (composite)"
"lawa-102708","Lake Kohata (Composite)","2005to2009",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","hrc","manawatu-whanganui","lake kohata (composite)"
"lawa-102708","Lake Kohata (Composite)","2006to2010",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","hrc","manawatu-whanganui","lake kohata (composite)"
"lawa-102708","Lake Kohata (Composite)","2007to2011",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","hrc","manawatu-whanganui","lake kohata (composite)"
"lawa-102708","Lake Kohata (Composite)","2008to2012",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","hrc","manawatu-whanganui","lake kohata (composite)"
"lawa-102708","Lake Kohata (Composite)","2009to2013",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","hrc","manawatu-whanganui","lake kohata (composite)"
"lawa-102708","Lake Kohata (Composite)","2010to2014",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","hrc","manawatu-whanganui","lake kohata (composite)"
"lawa-102708","Lake Kohata (Composite)","2011to2015",NA,NA,"Need 30 values for median, have 1",NA,NA,"Need 30 values for median, have1",NA,NA,NA,NA,NA,"Need 30 values for median, have 1",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 1",NA,1,"ABC",1,"ABC",0,"A",0,"A","A"," Need 60 values for 5yr have 1","hrc","manawatu-whanganui","lake kohata (composite)"
"lawa-102708","Lake Kohata (Composite)","2012to2016",NA,NA,"Need 30 values for median, have 5",NA,NA,"Need 30 values for median, have5",NA,NA,NA,NA,NA,"Need 30 values for median, have 5",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 5",NA,5,"ABC",5,"ABC",0,"A",0,"A","A"," Need 60 values for 5yr have 5","hrc","manawatu-whanganui","lake kohata (composite)"
"lawa-102708","Lake Kohata (Composite)","2013to2017",NA,NA,"Need 30 values for median, have 9",NA,NA,"Need 30 values for median, have9",NA,NA,NA,NA,NA,"Need 30 values for median, have 9",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 9",NA,7,"ABC",7,"ABC",0,"A",0,"A","A"," Need 60 values for 5yr have 7","hrc","manawatu-whanganui","lake kohata (composite)"
"lawa-102708","Lake Kohata (Composite)","2014to2018",NA,NA,"Need 30 values for median, have 13",NA,NA,"Need 30 values for median, have13",NA,NA,NA,NA,NA,"Need 30 values for median, have 13",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 13",NA,10,"ABC",10,"ABC",0,"A",0,"A","A"," Need 60 values for 5yr have 10","hrc","manawatu-whanganui","lake kohata (composite)"
"lawa-102708","Lake Kohata (Composite)","2015to2019",NA,NA,"Need 30 values for median, have 16",NA,NA,"Need 30 values for median, have16",NA,NA,NA,NA,NA,"Need 30 values for median, have 16",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 16",NA,13,"ABC",13,"ABC",0,"A",0,"A","A"," Need 60 values for 5yr have 13","hrc","manawatu-whanganui","lake kohata (composite)"
"lawa-102709","Lake Koitiata (Composite)","1993to1997",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","hrc","manawatu-whanganui","lake koitiata (composite)"
"lawa-102709","Lake Koitiata (Composite)","1994to1998",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,0,"ABC",0,"ABC",NA,"",NA,"",NA," Need 60 values for 5yr have 0","hrc","manawatu-whanganui","lake koitiata (composite)"
