LAWAID,ORC,Site Name,Date Time,Measurement,ReportedLabValue,RawValue,Depthfrom,Depthto,Samplelevel,Method,DetectionLimit,QualityCode,SampleFrequency,Laketype
ORC-00037,OTA7520303,Lake Wakatipu at Outflow,22/09/2015,Turbidity (NTU),0.8,,0.1,0.1,Epilimnion,APHA (online edition) 2130 B (modified),0.05,,Monthly,
ORC-00037,OTA7520303,Lake Wakatipu at Outflow,19/10/2015,Ammoniacal nitrogen (mg/m3 N),0.01,,0.1,0.1,Epilimnion,"MEWAM, HMSO 1981, ISBN 0117516139",0.005,,Monthly,
ORC-00037,OTA7520303,Lake Wakatipu at Outflow,19/10/2015,Chlorophyll a (mg/m3),0.78,,0.1,0.1,Epilimnion,APHA (online edition) 10200 H,0.0006,,Monthly,
ORC-00037,OTA7520303,Lake Wakatipu at Outflow,19/10/2015,Conductivity (uS/cm @ 25 deg C),0.057,,0.1,0.1,Epilimnion,,,,Monthly,
ORC-00037,OTA7520303,Lake Wakatipu at Outflow,19/10/2015,Dissolved oxygen (% saturation),126.3,,0.1,0.1,Epilimnion,,,,Monthly,
ORC-00037,OTA7520303,Lake Wakatipu at Outflow,19/10/2015,Dissolved oxygen (g/m3 O2),14.37,,0.1,0.1,Epilimnion,,,,Monthly,
ORC-00037,OTA7520303,Lake Wakatipu at Outflow,19/10/2015,Dissolved reactive phosphorus (mg/m3 P),0.002,,0.1,0.1,Epilimnion,APHA (online edition) 4500-P F,0.002,,Monthly,
ORC-00037,OTA7520303,Lake Wakatipu at Outflow,19/10/2015,E. coli (MPN/100 ml),9.8,,0.1,0.1,Epilimnion,USEPA Method 1603,2,,Monthly,
ORC-00037,OTA7520303,Lake Wakatipu at Outflow,19/10/2015,Nitrate/nitrite (mg/m3 N),0.029,,0.1,0.1,Epilimnion,"Calculation of nitrite (APHA (online edition) 4500-NO2 B (modified))+ nitrate (in House based on APHA (online edition) 
4110 B and EPA 300.0)",0.002,,Monthly,
ORC-00037,OTA7520303,Lake Wakatipu at Outflow,19/10/2015,pH,7.8,,0.1,0.1,Epilimnion,APHA (online edition) 4500-H B,0.1 pH unit,,Monthly,
ORC-00037,OTA7520303,Lake Wakatipu at Outflow,19/10/2015,Temperature (deg C),9.6,,0.1,0.1,Epilimnion,,,,Monthly,
ORC-00037,OTA7520303,Lake Wakatipu at Outflow,19/10/2015,Total nitrogen (mg/m3 N),0.082,,0.1,0.1,Epilimnion,"APHA (online edition) 4500-P J, 4500-NO3 F (modified)",0.01,,Monthly,
ORC-00037,OTA7520303,Lake Wakatipu at Outflow,19/10/2015,Total phosphorus (mg/m3 P),<0.004,,0.1,0.1,Epilimnion,APHA (online edition) 4500-P J (modified),0.004,,Monthly,
ORC-00037,OTA7520303,Lake Wakatipu at Outflow,19/10/2015,Turbidity (NTU),0.45,,0.1,0.1,Epilimnion,APHA (online edition) 2130 B (modified),0.05,,Monthly,
ORC-00037,OTA7520303,Lake Wakatipu at Outflow,24/11/2015,Ammoniacal nitrogen (mg/m3 N),<0.005,,0.1,0.1,Epilimnion,"MEWAM, HMSO 1981, ISBN 0117516139",0.005,,Monthly,
ORC-00037,OTA7520303,Lake Wakatipu at Outflow,24/11/2015,Chlorophyll a (mg/m3),<0.6,,0.1,0.1,Epilimnion,APHA (online edition) 10200 H,0.0006,,Monthly,
ORC-00037,OTA7520303,Lake Wakatipu at Outflow,24/11/2015,Conductivity (uS/cm @ 25 deg C),0.057,,0.1,0.1,Epilimnion,,,,Monthly,
ORC-00037,OTA7520303,Lake Wakatipu at Outflow,24/11/2015,Dissolved oxygen (% saturation),113.2,,0.1,0.1,Epilimnion,,,,Monthly,
ORC-00037,OTA7520303,Lake Wakatipu at Outflow,24/11/2015,Dissolved oxygen (g/m3 O2),12.31,,0.1,0.1,Epilimnion,,,,Monthly,
ORC-00037,OTA7520303,Lake Wakatipu at Outflow,24/11/2015,Dissolved reactive phosphorus (mg/m3 P),<0.002,,0.1,0.1,Epilimnion,APHA (online edition) 4500-P F,0.002,,Monthly,
ORC-00037,OTA7520303,Lake Wakatipu at Outflow,24/11/2015,E. coli (MPN/100 ml),8.2,,0.1,0.1,Epilimnion,USEPA Method 1603,2,,Monthly,
ORC-00037,OTA7520303,Lake Wakatipu at Outflow,24/11/2015,Nitrate/nitrite (mg/m3 N),0.022,,0.1,0.1,Epilimnion,"Calculation of nitrite (APHA (online edition) 4500-NO2 B (modified))+ nitrate (in House based on APHA (online edition) 
4110 B and EPA 300.0)",0.002,,Monthly,
ORC-00037,OTA7520303,Lake Wakatipu at Outflow,24/11/2015,pH,7.9,,0.1,0.1,Epilimnion,APHA (online edition) 4500-H B,0.1 pH unit,,Monthly,
ORC-00037,OTA7520303,Lake Wakatipu at Outflow,24/11/2015,Temperature (deg C),11.6,,0.1,0.1,Epilimnion,,,,Monthly,
ORC-00037,OTA7520303,Lake Wakatipu at Outflow,24/11/2015,Total nitrogen (mg/m3 N),0.015,,0.1,0.1,Epilimnion,"APHA (online edition) 4500-P J, 4500-NO3 F (modified)",0.01,,Monthly,
ORC-00037,OTA7520303,Lake Wakatipu at Outflow,24/11/2015,Total phosphorus (mg/m3 P),<0.004,,0.1,0.1,Epilimnion,APHA (online edition) 4500-P J (modified),0.004,,Monthly,
ORC-00037,OTA7520303,Lake Wakatipu at Outflow,24/11/2015,Turbidity (NTU),0.75,,0.1,0.1,Epilimnion,APHA (online edition) 2130 B (modified),0.05,,Monthly,
ORC-00037,OTA7520303,Lake Wakatipu at Outflow,29/12/2015,Ammoniacal nitrogen (mg/m3 N),<0.005,,0.1,0.1,Epilimnion,"MEWAM, HMSO 1981, ISBN 0117516139",0.005,,Monthly,
ORC-00037,OTA7520303,Lake Wakatipu at Outflow,29/12/2015,Chlorophyll a (mg/m3),1.1,,0.1,0.1,Epilimnion,APHA (online edition) 10200 H,0.0006,,Monthly,
ORC-00037,OTA7520303,Lake Wakatipu at Outflow,29/12/2015,Conductivity (uS/cm @ 25 deg C),0.054,,0.1,0.1,Epilimnion,,,,Monthly,
ORC-00037,OTA7520303,Lake Wakatipu at Outflow,29/12/2015,Dissolved oxygen (% saturation),100.9,,0.1,0.1,Epilimnion,,,,Monthly,
ORC-00037,OTA7520303,Lake Wakatipu at Outflow,29/12/2015,Dissolved oxygen (g/m3 O2),10.22,,0.1,0.1,Epilimnion,,,,Monthly,
ORC-00037,OTA7520303,Lake Wakatipu at Outflow,29/12/2015,Dissolved reactive phosphorus (mg/m3 P),0.004,,0.1,0.1,Epilimnion,APHA (online edition) 4500-P F,0.002,,Monthly,
ORC-00037,OTA7520303,Lake Wakatipu at Outflow,29/12/2015,E. coli (MPN/100 ml),6.6,,0.1,0.1,Epilimnion,USEPA Method 1603,2,,Monthly,
ORC-00037,OTA7520303,Lake Wakatipu at Outflow,29/12/2015,Nitrate/nitrite (mg/m3 N),0.019,,0.1,0.1,Epilimnion,"Calculation of nitrite (APHA (online edition) 4500-NO2 B (modified))+ nitrate (in House based on APHA (online edition) 
4110 B and EPA 300.0)",0.002,,Monthly,
ORC-00037,OTA7520303,Lake Wakatipu at Outflow,29/12/2015,pH,7.8,,0.1,0.1,Epilimnion,APHA (online edition) 4500-H B,0.1 pH unit,,Monthly,
ORC-00037,OTA7520303,Lake Wakatipu at Outflow,29/12/2015,Temperature (deg C),14.8,,0.1,0.1,Epilimnion,,,,Monthly,
ORC-00037,OTA7520303,Lake Wakatipu at Outflow,29/12/2015,Total nitrogen (mg/m3 N),0.053,,0.1,0.1,Epilimnion,"APHA (online edition) 4500-P J, 4500-NO3 F (modified)",0.01,,Monthly,
ORC-00037,OTA7520303,Lake Wakatipu at Outflow,29/12/2015,Total phosphorus (mg/m3 P),<0.004,,0.1,0.1,Epilimnion,APHA (online edition) 4500-P J (modified),0.004,,Monthly,
ORC-00037,OTA7520303,Lake Wakatipu at Outflow,29/12/2015,Turbidity (NTU),0.4,,0.1,0.1,Epilimnion,APHA (online edition) 2130 B (modified),0.05,,Monthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,17/02/2004,Ammoniacal nitrogen (mg/m3 N),<0.0100,,0.1,0.1,Epilimnion,,0.01,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,17/02/2004,Chlorophyll a (mg/m3),<1.900,,0.1,0.1,Epilimnion,,2,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,17/02/2004,Conductivity (uS/cm @ 25 deg C),0.071,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,17/02/2004,Dissolved oxygen (% saturation),,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,17/02/2004,Dissolved oxygen (g/m3 O2),10.06,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,17/02/2004,Dissolved reactive phosphorus (mg/m3 P),<0.00500,,0.1,0.1,Epilimnion,,0.005,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,17/02/2004,E. coli (MPN/100 ml),<1.00,,0.1,0.1,Epilimnion,,2,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,17/02/2004,Nitrate/nitrite (mg/m3 N),0.03,,0.1,0.1,Epilimnion,,0.005,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,17/02/2004,pH,,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,17/02/2004,Suspended Solids  (mg/m3),<1.000,,0.1,0.1,Epilimnion,APHA 2540 D,1,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,17/02/2004,Temperature (deg C),14.3,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,17/02/2004,Total nitrogen (mg/m3 N),0.12,,0.1,0.1,Epilimnion,,0.05,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,17/02/2004,Total phosphorus (mg/m3 P),<0.005000,,0.1,0.1,Epilimnion,,0.005,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,17/02/2004,Turbidity (NTU),0.2,,0.1,0.1,Epilimnion,APHA 2130 D,0.05,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,14/04/2004,Ammoniacal nitrogen (mg/m3 N),<0.0100,,0.1,0.1,Epilimnion,,0.01,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,14/04/2004,Chlorophyll a (mg/m3),<1.900,,0.1,0.1,Epilimnion,,2,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,14/04/2004,Conductivity (uS/cm @ 25 deg C),0.069,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,14/04/2004,Dissolved oxygen (% saturation),,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,14/04/2004,Dissolved oxygen (g/m3 O2),9.9,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,14/04/2004,Dissolved reactive phosphorus (mg/m3 P),<0.00500,,0.1,0.1,Epilimnion,,0.005,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,14/04/2004,E. coli (MPN/100 ml),<1.00,,0.1,0.1,Epilimnion,,2,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,14/04/2004,Nitrate/nitrite (mg/m3 N),0.03,,0.1,0.1,Epilimnion,,0.005,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,14/04/2004,pH,7.92,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,14/04/2004,Suspended Solids  (mg/m3),<1.000,,0.1,0.1,Epilimnion,APHA 2540 D,1,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,14/04/2004,Temperature (deg C),11.9,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,14/04/2004,Total nitrogen (mg/m3 N),0.07,,0.1,0.1,Epilimnion,,0.05,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,14/04/2004,Total phosphorus (mg/m3 P),<0.005000,,0.1,0.1,Epilimnion,,0.005,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,14/04/2004,Turbidity (NTU),0.25,,0.1,0.1,Epilimnion,APHA 2130 D,0.05,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,23/06/2004,Ammoniacal nitrogen (mg/m3 N),0.01,,0.1,0.1,Epilimnion,,0.01,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,23/06/2004,Chlorophyll a (mg/m3),<1.000,,0.1,0.1,Epilimnion,,2,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,23/06/2004,Conductivity (uS/cm @ 25 deg C),0.067,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,23/06/2004,Dissolved oxygen (% saturation),,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,23/06/2004,Dissolved oxygen (g/m3 O2),9.92,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,23/06/2004,Dissolved reactive phosphorus (mg/m3 P),<0.00500,,0.1,0.1,Epilimnion,,0.005,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,23/06/2004,E. coli (MPN/100 ml),1,,0.1,0.1,Epilimnion,,2,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,23/06/2004,Nitrate/nitrite (mg/m3 N),,,0.1,0.1,Epilimnion,,0.005,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,23/06/2004,pH,7.52,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,23/06/2004,Suspended Solids  (mg/m3),<1.000,,0.1,0.1,Epilimnion,APHA 2540 D,1,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,23/06/2004,Temperature (deg C),9.2,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,23/06/2004,Total nitrogen (mg/m3 N),,,0.1,0.1,Epilimnion,,0.05,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,23/06/2004,Total phosphorus (mg/m3 P),<0.005000,,0.1,0.1,Epilimnion,,0.005,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,23/06/2004,Turbidity (NTU),0.15,,0.1,0.1,Epilimnion,APHA 2130 D,0.05,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,18/08/2004,Ammoniacal nitrogen (mg/m3 N),0.01,,0.1,0.1,Epilimnion,,0.01,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,18/08/2004,Chlorophyll a (mg/m3),<3.800,,0.1,0.1,Epilimnion,,2,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,18/08/2004,Conductivity (uS/cm @ 25 deg C),0.064,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,18/08/2004,Dissolved oxygen (% saturation),88.9,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,18/08/2004,Dissolved oxygen (g/m3 O2),10.48,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,18/08/2004,Dissolved reactive phosphorus (mg/m3 P),<0.00500,,0.1,0.1,Epilimnion,,0.005,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,18/08/2004,E. coli (MPN/100 ml),<1.00,,0.1,0.1,Epilimnion,,2,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,18/08/2004,Nitrate/nitrite (mg/m3 N),0.044,,0.1,0.1,Epilimnion,,0.005,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,18/08/2004,pH,7.64,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,18/08/2004,Suspended Solids  (mg/m3),<1.000,,0.1,0.1,Epilimnion,APHA 2540 D,1,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,18/08/2004,Temperature (deg C),8.5,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,18/08/2004,Total nitrogen (mg/m3 N),0.07,,0.1,0.1,Epilimnion,,0.05,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,18/08/2004,Total phosphorus (mg/m3 P),<0.005000,,0.1,0.1,Epilimnion,,0.005,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,18/08/2004,Turbidity (NTU),0.25,,0.1,0.1,Epilimnion,APHA 2130 D,0.05,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,5/10/2004,Ammoniacal nitrogen (mg/m3 N),<0.0100,,0.1,0.1,Epilimnion,,0.01,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,5/10/2004,Chlorophyll a (mg/m3),<1.900,,0.1,0.1,Epilimnion,,2,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,5/10/2004,Conductivity (uS/cm @ 25 deg C),0.055,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,5/10/2004,Dissolved oxygen (% saturation),110.3,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,5/10/2004,Dissolved oxygen (g/m3 O2),12.44,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,5/10/2004,Dissolved reactive phosphorus (mg/m3 P),<0.00500,,0.1,0.1,Epilimnion,,0.005,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,5/10/2004,E. coli (MPN/100 ml),1,,0.1,0.1,Epilimnion,,2,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,5/10/2004,Nitrate/nitrite (mg/m3 N),0.045,,0.1,0.1,Epilimnion,,0.005,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,5/10/2004,pH,,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,5/10/2004,Suspended Solids  (mg/m3),<1.000,,0.1,0.1,Epilimnion,APHA 2540 D,1,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,5/10/2004,Temperature (deg C),9.35,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,5/10/2004,Total nitrogen (mg/m3 N),0.06,,0.1,0.1,Epilimnion,,0.05,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,5/10/2004,Total phosphorus (mg/m3 P),<0.005000,,0.1,0.1,Epilimnion,,0.005,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,5/10/2004,Turbidity (NTU),0.1,,0.1,0.1,Epilimnion,APHA 2130 D,0.05,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,7/12/2004,Ammoniacal nitrogen (mg/m3 N),<0.0100,,0.1,0.1,Epilimnion,,0.01,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,7/12/2004,Chlorophyll a (mg/m3),<1.900,,0.1,0.1,Epilimnion,,2,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,7/12/2004,Conductivity (uS/cm @ 25 deg C),0.058,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,7/12/2004,Dissolved oxygen (% saturation),104.4,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,7/12/2004,Dissolved oxygen (g/m3 O2),11.12,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,7/12/2004,Dissolved reactive phosphorus (mg/m3 P),<0.00500,,0.1,0.1,Epilimnion,,0.005,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,7/12/2004,E. coli (MPN/100 ml),<1.00,,0.1,0.1,Epilimnion,,2,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,7/12/2004,Nitrate/nitrite (mg/m3 N),0.031,,0.1,0.1,Epilimnion,,0.005,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,7/12/2004,pH,7.7,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,7/12/2004,Suspended Solids  (mg/m3),<1.000,,0.1,0.1,Epilimnion,APHA 2540 D,1,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,7/12/2004,Temperature (deg C),12.4,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,7/12/2004,Total nitrogen (mg/m3 N),<0.050,,0.1,0.1,Epilimnion,,0.05,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,7/12/2004,Total phosphorus (mg/m3 P),<0.005000,,0.1,0.1,Epilimnion,,0.005,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,7/12/2004,Turbidity (NTU),0.15,,0.1,0.1,Epilimnion,APHA 2130 D,0.05,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,15/02/2005,Ammoniacal nitrogen (mg/m3 N),<0.0100,,0.1,0.1,Epilimnion,,0.01,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,15/02/2005,Chlorophyll a (mg/m3),<1.900,,0.1,0.1,Epilimnion,,2,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,15/02/2005,Conductivity (uS/cm @ 25 deg C),0.061,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,15/02/2005,Dissolved oxygen (% saturation),104,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,15/02/2005,Dissolved oxygen (g/m3 O2),10.28,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,15/02/2005,Dissolved reactive phosphorus (mg/m3 P),<0.00500,,0.1,0.1,Epilimnion,,0.005,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,15/02/2005,E. coli (MPN/100 ml),<2.00,,0.1,0.1,Epilimnion,,2,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,15/02/2005,Nitrate/nitrite (mg/m3 N),0.025,,0.1,0.1,Epilimnion,,0.005,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,15/02/2005,pH,,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,15/02/2005,Suspended Solids  (mg/m3),<1.000,,0.1,0.1,Epilimnion,APHA 2540 D,1,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,15/02/2005,Temperature (deg C),16.55,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,15/02/2005,Total nitrogen (mg/m3 N),0.05,,0.1,0.1,Epilimnion,,0.05,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,15/02/2005,Total phosphorus (mg/m3 P),<0.005000,,0.1,0.1,Epilimnion,,0.005,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,15/02/2005,Turbidity (NTU),0.15,,0.1,0.1,Epilimnion,APHA 2130 D,0.05,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,27/04/2005,Ammoniacal nitrogen (mg/m3 N),<0.0100,,0.1,0.1,Epilimnion,,0.01,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,27/04/2005,Chlorophyll a (mg/m3),<1.900,,0.1,0.1,Epilimnion,,2,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,27/04/2005,Conductivity (uS/cm @ 25 deg C),0.056,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,27/04/2005,Dissolved oxygen (% saturation),99,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,27/04/2005,Dissolved oxygen (g/m3 O2),10.71,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,27/04/2005,Dissolved reactive phosphorus (mg/m3 P),<0.00500,,0.1,0.1,Epilimnion,,0.005,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,27/04/2005,E. coli (MPN/100 ml),<1.00,,0.1,0.1,Epilimnion,,2,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,27/04/2005,Nitrate/nitrite (mg/m3 N),0.021,,0.1,0.1,Epilimnion,,0.005,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,27/04/2005,pH,,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,27/04/2005,Suspended Solids  (mg/m3),<1.000,,0.1,0.1,Epilimnion,APHA 2540 D,1,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,27/04/2005,Temperature (deg C),12.23,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,27/04/2005,Total nitrogen (mg/m3 N),<0.050,,0.1,0.1,Epilimnion,,0.05,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,27/04/2005,Total phosphorus (mg/m3 P),<0.005000,,0.1,0.1,Epilimnion,,0.005,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,27/04/2005,Turbidity (NTU),0.5,,0.1,0.1,Epilimnion,APHA 2130 D,0.05,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,16/06/2005,Ammoniacal nitrogen (mg/m3 N),<0.0100,,0.1,0.1,Epilimnion,,0.01,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,16/06/2005,Chlorophyll a (mg/m3),<1.900,,0.1,0.1,Epilimnion,,2,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,16/06/2005,Conductivity (uS/cm @ 25 deg C),0.063,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,16/06/2005,Dissolved oxygen (% saturation),94.7,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,16/06/2005,Dissolved oxygen (g/m3 O2),10.71,,0.1,0.1,Epilimnion,,,,Bimonthly,
ORC-00038,OTA7520289,Lake Wanaka at Outlet,16/06/2005,Dissolved reactive phosphorus (mg/m3 P),<0.00500,,0.1,0.1,Epilimnion,,0.005,,Bimonthly,
