"LawaSiteID","CouncilSiteID","SiteID","Year","NitrateMed","NitrateMed_Band","Nitrate95","Nitrate95_Band","Nitrate_Toxicity_Band","NitrateAnalysisNote","AmmoniacalMed","AmmoniacalMed_Band","Ammoniacal95","Ammoniacal95_Band","Ammonia_Toxicity_Band","AmmoniaAnalysisNote","E_coli_Period","E_coli_Median","E_coli_Median_Band","E_coli95","E_coli95_Band","E_coliRecHealth540","E_coliRecHealth540_Band","E_coliRecHealth260","E_coliRecHealth260_Band","E_coliSummaryband","E_coliAnalysisNote","NZReach","Region","Agency","SWQAltitude","SWQLanduse","Lat","Long","accessDate","Landcover","Altitude","AltitudeCl"
"nrwqn-00025","DN4","Clutha at Balclutha (NRWQN) (DN4)","Overall",NA,NA,NA,NA,NA,"n = 0 Insufficient  to calculate annual medians ",0.00236782227602363,"A",0.0109355299951399,"A","A","",6,40,"ABC",1156.18,"C",5.63380281690141,"B",9.85915492957746,"A","C","",14070075,"otago","niwa","lowland","Rural",-46.2372817993164,169.747955322266,"2019-07-11","Urban",27,"Lowland"
"nrwqn-00026","DN3","Taieri at Outram (NRWQN) (DN3)","Overall",NA,NA,NA,NA,NA,"n = 0 Insufficient  to calculate annual medians ",NA,NA,NA,NA,NA," Need 30 values for overall median, have 13 Need 30 values for overall 95%ile, have 13",NA,63.1,NA,1159.555,NA,8,NA,16,NA,NA," Need 60 values, have only 25",14060642,"otago","niwa","lowland","Rural",-45.8464393615723,170.243927001953,"2019-07-11","Rural",27,"Lowland"
"nrwqn-00027","AX4","Clutha at Millers Flat (NRWQN) (AX4)","Overall",NA,NA,NA,NA,NA,"n = 0 Insufficient  to calculate annual medians ",0.00204081632653061,"A",0.00574986703244408,"A","A","",6,11.5,"ABC",212.099999999999,"ABC",2.85714285714286,"A",4.28571428571429,"A","A","",14055262,"otago","niwa","lowland","Rural",-45.6647491455078,169.410064697266,"2019-07-11","Forest",60,"Lowland"
"nrwqn-00028","DN2","Sutton at SH87 (NRWQN) (DN2)","Overall",NA,NA,NA,NA,NA," Need 30 values for overall median, have 20 Need 30 values for overall 95%ile, have 20",0.00246703853955375,"A",0.00540458161519135,"A","A","",6,137.6,"D",1261.195,"DE",15.3846153846154,"C",30.7692307692308,"C","D","",14052240,"otago","niwa","Upland","Rural",-45.5962066650391,170.094131469727,"2019-07-11","Rural",250,"Upland"
"nrwqn-00029","DN1","Taieri at Tiroiti (NRWQN) (DN1)","Overall",NA,NA,NA,NA,NA,"n = 0 Insufficient  to calculate annual medians ",NA,NA,NA,NA,NA," Need 30 values for overall median, have 13 Need 30 values for overall 95%ile, have 13",NA,75.4,NA,695.43,NA,8,NA,16,NA,NA," Need 60 values, have only 25",14038229,"otago","niwa","upland","Rural",-45.2565460205078,170.272842407227,"2019-07-11","Rural",347,"Upland"
"nrwqn-00030","AX2","Kawarau at Chard Rd (NRWQN) (AX2)","Overall",NA,NA,NA,NA,NA," Need 30 values for overall median, have 18 Need 30 values for overall 95%ile, have 18",0.00787106446776612,"A",0.0218086338713415,"A","A","",5,6.25,"ABC",108.28,"ABC",0,"A",0,"A","A","",14027411,"otago","niwa","Upland","Rural",-45.0063629150391,168.868743896484,"2019-07-11","Rural",405,"Upland"
"nrwqn-00031","AX3","Shotover at Bowens Peak (NRWQN) (AX3)","Overall",NA,NA,NA,NA,NA,"n = 0 Insufficient  to calculate annual medians ",0.00216919739696313,"A",0.00572781307645009,"A","A","",6,4.1,"ABC",76.86,"ABC",0,"A",1.42857142857143,"A","A","",14026862,"otago","niwa","upland","Rural",-44.9899711608887,168.714981079102,"2019-07-11","Forest",375,"Upland"
"nrwqn-00032","AX1","Clutha at Luggate Br. (NRWQN) (AX1)","Overall",NA,NA,NA,NA,NA,"n = 0 Insufficient  to calculate annual medians ",0.00310766449938957,"A",0.010727147345031,"A","A","",6,2,"ABC",47.68,"ABC",0,"A",1.42857142857143,"A","A","",14014867,"otago","niwa","upland","Rural",-44.7292785644531,169.280044555664,"2019-07-11","Forest",347,"Upland"
"nrwqn-00034","DN10","Monowai below Gates (NRWQN) (DN10)","Overall",NA,NA,NA,NA,NA,"n = 0 Insufficient  to calculate annual medians ",NA,NA,NA,NA,NA," Need 30 values for overall median, have 26 Need 30 values for overall 95%ile, have 26",NA,0,NA,4.32,NA,0,NA,0,NA,NA," Need 60 values, have only 38",15038868,"southland","niwa","Upland","Forest",-45.8050117492676,167.534240722656,"2019-07-11","Forest",204,"Upland"
"nrwqn-00035","WA2","Manganui at SH3 (NRWQN) (WA2)","Overall",NA,NA,NA,NA,NA,"n = 0 Insufficient  to calculate annual medians ",0.0049084484033239,"A",0.0186713108332169,"A","A","",5,76.85,"ABC",2419.1,"DE",13.3333333333333,"C",20,"BC","D","",6006922,"taranaki","niwa","Upland","Rural",-39.2811698913574,174.261764526367,"2019-07-11","Rural",329,"Upland"
"nrwqn-00036","WA1","Waitara at Bertrand Rd (NRWQN) (WA1)","Overall",NA,NA,NA,NA,NA,"n = 0 Insufficient  to calculate annual medians ",0.0119109874826147,"A",0.0391682519551892,"A","A","",5,328.9,"DE",5549.5,"DE",35,"E",58.3333333333333,"DE","E","",6002533,"taranaki","niwa","Lowland","Rural",-39.0479011535645,174.255065917969,"2019-07-11","Rural",42,"Lowland"
"nrwqn-00037","NN5","Buller at Longford (NRWQN) (NN5)","Overall",NA,NA,NA,NA,NA,"n = 0 Insufficient  to calculate annual medians ",0.00162932880324185,"A",0.0042936677624118,"A","A","",5,32.7,"ABC",709.45,"BC",6.66666666666667,"B",10,"A","B","",12010223,"tasman","niwa","upland","Forest",-41.7651100158691,172.386734008789,"2019-07-11","Forest",186,"Upland"
"nrwqn-00038","TU2","Tongariro at Turangi (NRWQN) (TU2)","Overall",NA,NA,NA,NA,NA,"n = 0 Insufficient  to calculate annual medians ",0.00252844500632111,"A",0.00701581027667984,"A","A","",6,21.1,"ABC",451.014999999998,"ABC",4.22535211267606,"A",5.63380281690141,"A","A","",3048532,"waikato","niwa","upland","Forest",-38.9945182800293,175.813095092773,"2019-07-11","Forest",385.6,"Upland"
"nrwqn-00039","RO6","Waikato at Reids Farm (NRWQN) (RO6)","Overall",NA,NA,NA,NA,NA,"n = 0 Insufficient  to calculate annual medians ",0.0015421749780029,"A",0.00366367652965591,"A","A","",5,4.05,"ABC",25,"ABC",0,"A",0,"A","A","",3043531,"waikato","niwa","upland","Forest",-38.6757545471191,176.077346801758,"2019-07-11","Urban",426,"Upland"
"nrwqn-00040","HM1","Waipa at Otewa (NRWQN) (HM1)","Overall",NA,NA,NA,NA,NA,"n = 0 Insufficient  to calculate annual medians ",0.00486171167057888,"A",0.0155519114230548,"A","A","",5,266.65,"DE",4358.5,"DE",25,"D",51.6666666666667,"DE","D","",3029287,"waikato","niwa","lowland","Rural",-38.2687072753906,175.348266601563,"2019-07-11","Rural",215,"Upland"
"nrwqn-00041","HM2","Waipa at Whatawhata (NRWQN) (HM2)","Overall",NA,NA,NA,NA,NA,"n = 0 Insufficient  to calculate annual medians ",0.0109743518726332,"A",0.0229831199749472,"A","A","",5,387.8,"DE",6955,"DE",40,"E",65,"DE","E","",3017829,"waikato","niwa","lowland","Rural",-37.7985610961914,175.15185546875,"2019-07-11","Rural",21.75,"Lowland"
"nrwqn-00043","HM5","Waihou at Te Aroha (NRWQN) (HM5)","Overall",NA,NA,NA,NA,NA,"n = 0 Insufficient  to calculate annual medians ",0.0139691969503033,"A",0.0321188811188811,"A","A","",NA,248.5,NA,969.4,NA,20.4545454545455,NA,45.4545454545455,NA,NA," Need 60 values, have only 44",3013014,"waikato","niwa","lowland","Rural",-37.5466270446777,175.706771850586,"2019-07-11","Rural",40,"Lowland"
"nrwqn-00044","HM4","Waikato at Rangiriri (NRWQN) (HM4)","Overall",NA,NA,NA,NA,NA,"n = 0 Insufficient  to calculate annual medians ",NA,NA,NA,NA,NA," Need 30 values for overall median, have 13 Need 30 values for overall 95%ile, have 13",NA,101.9,NA,1196.71,NA,16,NA,36,NA,NA," Need 60 values, have only 25",3010661,"waikato","niwa","lowland","Rural",-37.4320983886719,175.13151550293,"2019-07-11","Rural",13,"Lowland"
"nrwqn-00045","HM6","Ohinemuri at Karangahake (NRWQN) (HM6)","Overall",NA,NA,NA,NA,NA,"n = 0 Insufficient  to calculate annual medians ",0.0176899063475546,"A",0.0750477486862968,"B","B","",5,43.05,"ABC",1769.7,"DE",16.6666666666667,"C",18.3333333333333,"A","D","",3010506,"waikato","niwa","lowland","Rural",-37.414794921875,175.715286254883,"2019-07-11","Rural",122.5660800934,"Lowland"
"nrwqn-00046","Ruamahanga River at Waihenga Bridge","ruamahanga river at waihenga bridge","Overall",0.38,"A",0.831,"A","A","",NA,NA,NA,NA,NA," Need 30 values for overall median, have 22 Need 30 values for overall 95%ile, have 22",5,40.6,"ABC",1035,"C",8.19672131147541,"B",18.0327868852459,"A","C","",9012311,"wellington","gwrc","lowland","Rural",-41.19685836,175.43999678,"23-Jun-2020","Rural",25.5,"Lowland"
"nrwqn-00047","Hutt River at Kaitoke","hutt river at kaitoke","Overall",NA,NA,NA,NA,NA,"n = 0 Insufficient  to calculate annual medians ",0.00223982963264539,"A",0.00496132208157525,"A","A","",5,2.5,"ABC",52.45,"ABC",0,"A",1.66666666666667,"A","A","",9008427,"wellington","gwrc","upland","Forest",-41.05101129,175.19123118,"23-Jun-2020","Forest",417,"Upland"
"nrwqn-00048","Ruamahanga River at Wardells","ruamahanga river at wardells","Overall",NA,NA,NA,NA,NA,"n = 0 Insufficient  to calculate annual medians ",NA,NA,NA,NA,NA," Need 30 values for overall median, have 9 Need 30 values for overall 95%ile, have 9",NA,73.3,NA,387.3,NA,14.2857142857143,NA,23.8095238095238,NA,NA," Need 60 values, have only 21",9007511,"wellington","gwrc","lowland","Rural",-41.00481677,175.67236373,"23-Jun-2020","Rural",90,"Lowland"
"nrwqn-00049","WN5","Ruamahanga at SH2 (NRWQN) (WN5)","Overall",NA,NA,NA,NA,NA,"n = 0 Insufficient  to calculate annual medians ",0.00215431006987735,"A",0.00511783209137244,"A","A","",5,15.4,"ABC",436,"ABC",5,"B",5,"A","B","",9000872,"wellington","niwa","upland","Forest",-40.7621421813965,175.605041503906,"2019-07-11","Forest",410,"Upland"
"nrwqn-00050","GY4","Haast at Roaring Billy (NRWQN) (GY4)","Overall",NA,NA,NA,NA,NA,"n = 0 Insufficient  to calculate annual medians ",0.00148153350789822,"A",0.0054914808605804,"A","A","",6,4.1,"ABC",189.285,"ABC",0,"A",2.8169014084507,"A","A","",12052271,"otago","niwa","lowland","Forest",-43.9424743652344,169.297927856445,"2019-07-11","Forest",942,"Upland"
"nrwqn-00051","GY2","Grey at Dobson (NRWQN) (GY2)","Overall",NA,NA,NA,NA,NA,"n = 0 Insufficient  to calculate annual medians ",0.00286132402754894,"A",0.00743328491608266,"A","A","",5,30.55,"ABC",1336.5,"DE",11.6666666666667,"C",15,"A","D","",12028095,"west coast","niwa","lowland","Forest",-42.453540802002,171.297882080078,"2019-07-11","Forest",13,"Lowland"
"nrwqn-00052","GY3","Grey at Waipuna (NRWQN) (GY3)","Overall",NA,NA,NA,NA,NA,"n = 0 Insufficient  to calculate annual medians ",0.00147241258867597,"A",0.00454196559718082,"A","A","",5,12.7,"ABC",294.6,"ABC",3.33333333333333,"A",5,"A","A","",12025710,"west coast","niwa","upland","Forest",-42.3544578552246,171.786163330078,"2019-07-11","Forest",243,"Upland"
"nrwqn-00053","GY1","Buller at Te Kuha (NRWQN) (GY1)","Overall",NA,NA,NA,NA,NA,"n = 0 Insufficient  to calculate annual medians ",0.00187809980490327,"A",0.00548915715848311,"A","A","",5,20.6,"ABC",672.7,"BC",5,"B",15,"A","B","",12012463,"west coast","niwa","lowland","Forest",-41.8349266052246,171.699829101563,"2019-07-11","Forest",566,"Upland"
"nrwqn-00055","CH3","Waimakariri at Gorge (NRWQN) (CH3)","Overall",NA,NA,NA,NA,NA,"n = 0 Insufficient  to calculate annual medians ",0.00158856235107228,"A",0.00469009339651064,"A","A","",5,103.25,"ABC",365.4,"ABC",1.66666666666667,"A",13.3333333333333,"A","A","",13040481,"canterbury","niwa","upland","Rural",-43.3590126037598,172.051177978516,"2019-07-11","Forest",319,"Upland"
"nrwqn-00056","NN2","Motueka at Gorge (NRWQN) (NN2)","Overall",NA,NA,NA,NA,NA,"n = 0 Insufficient  to calculate annual medians ",0.00182178980063182,"A",0.00527884561814029,"A","A","",6,3.1,"ABC",15.6,"ABC",0,"A",0,"A","A","",10022270,"tasman","niwa","upland","Forest",-41.6335029602051,172.913681030273,"2019-07-11","Forest",479.5,"Upland"
"nrwqn-00057","NN1","Motueka at Woodstock (NRWQN) (NN1)","Overall",NA,NA,NA,NA,NA,"n = 0 Insufficient  to calculate annual medians ",0.00360692633934379,"A",0.0129501262346636,"A","A","",6,23,"ABC",255.84,"ABC",2.85714285714286,"A",5.71428571428571,"A","A","",10010364,"tasman","niwa","lowland","Forest",-41.2498168945313,172.824752807617,"2019-07-11","Forest",128.5,"Lowland"
"nrwqn-00058","NN3","Wairau at Dip Flat (NRWQN) (NN3)","Overall",NA,NA,NA,NA,NA,"n = 0 Insufficient  to calculate annual medians ",0.00122711210083097,"A",0.00649696987312705,"A","A","",5,5.75,"ABC",110.2,"ABC",3.33333333333333,"A",3.33333333333333,"A","A","",11029717,"tasman","niwa","upland","Forest",-41.896427154541,172.922927856445,"2019-07-11","Forest",1053,"Upland"
"nrwqn-00059","CH2","Hurunui at SH1 Br. (NRWQN) (CH2)","Overall",NA,NA,NA,NA,NA,"n = 0 Insufficient  to calculate annual medians ",0.00241591155922258,"A",0.0081305342360706,"A","A","",5,123.3,"ABC",1483.35,"DE",10,"BC",28.3333333333333,"BC","D","",13023994,"canterbury","niwa","Upland","Rural",-42.8984451293945,173.096618652344,"2019-07-11","Rural",215,"Upland"
"orc-00012","Dunstan Creek at Beattie Road","dunstan creek at beattie road","Overall",0.0615,"A",0.188,"A","A","",0.00146519518799054,"A",0.00588957055214724,"A","A","",6,35,"ABC",1130,"C",4.54545454545455,"A",6.06060606060606,"A","C","",14022310,"otago","orc","upland","Rural",-44.93943275,169.76486579,"23-Jun-2020","Forest",437,"Upland"
"orc-00013","Fraser at Marshall Road","fraser river at marshall road","Overall",0.03,"A",0.05435,"A","A","",0.00153374233128834,"A",0.00696319018404908,"A","A","",NA,13,NA,324,NA,3.63636363636364,NA,5.45454545454545,NA,NA," Need 60 values, have only 55",14039213,"otago","orc","lowland","Rural",-45.24738821,169.35625335,"23-Jun-2020","Rural",141,"Lowland"
"orc-00015","Hawea at Camphill Bridge","hawea river at camphill bridge","Overall",0.012,"A",0.03,"A","A","",0.00279329608938547,"A",0.0170992366412214,"A","A","",6,1.6,"ABC",32.4,"ABC",0,"A",1.5625,"A","A","",14011901,"otago","orc","upland","Rural",-44.65045243,169.24640206,"23-Jun-2020","Forest",319,"Upland"
"orc-00017","Heriot Burn at Park Hill Road","heriot burn at park hill road","Overall",1.1,"B",2.14,"B","B","",0.0139175257731959,"A",0.0289915337211311,"A","A","",5,500,"DE",5605,"DE",45.9016393442623,"E",77.0491803278689,"DE","E","",14062378,"otago","orc","upland","Rural",-45.87150623,169.21244457,"23-Jun-2020","Rural",158,"Upland"
"orc-00021","Kaikorai Stream at Brighton Road","kaikorai stream at brighton road","Overall",0.35,"A",1.1625,"A","A","",0.014,"A",0.2125,"B","B","",6,470,"DE",3140,"DE",44.4444444444444,"E",76.1904761904762,"DE","E","",14062358,"otago","orc","lowland","Urban",-45.90427956,170.42170867,"23-Jun-2020","Urban",28,"Lowland"
"orc-00025","Kakanui at McCones","kakanui river at mccones","Overall",0.17,"A",0.605999999999999,"A","A","",0.00293039037598108,"A",0.011796478074286,"A","A","",6,117.5,"ABC",1013.4,"C",7.93650793650794,"B",20.6349206349206,"BC","C","",14032923,"otago","orc","lowland","Rural",-45.17720505,170.881087,"23-Jun-2020","Rural",20.25,"Lowland"
"orc-00031","Lake Hayes at Bendemeer Bay","lake hayes","Overall",0.0014,"A",0.036,"A","A","",0.0198416095890411,"A",0.107,"B","B","",NA,5,NA,375.999999999999,NA,3.7037037037037,NA,7.40740740740741,NA,NA," Need 60 values, have only 54",14025778,"otago","orc","upland","Rural",-44.98194765,168.81587539,"23-Jun-2020","Rural",358,"Upland"
"orc-00040","Lindis at Lindis Peak","lindis river at lindis peak","Overall",0.01385,"A",0.0853,"A","A","",0.0025,"A",0.0109,"A","A","",6,20,"ABC",438.9,"ABC",2.7027027027027,"A",4.05405405405405,"A","A","",14015093,"otago","orc","upland","Rural",-44.74537543,169.50782299,"23-Jun-2020","Forest",438,"Upland"
"orc-00041","Lindis at Ardgour Road","lindis river at ardgour road","Overall",0.0455,"A",0.166,"A","A","",0.00234649122807018,"A",0.00913998914812805,"A","A","",6,23,"ABC",311.6,"ABC",1.35135135135135,"A",5.40540540540541,"A","A","",14020507,"otago","orc","upland","Rural",-44.88495626,169.38427631,"23-Jun-2020","Forest",333,"Upland"
"orc-00043","Luggate Creek at SH6 Bridge","luggate creek at sh6 bridge","Overall",0.00155,"A",0.01389,"A","A","",0.00190839694656489,"A",0.00721444293541891,"A","A","",6,27,"ABC",522,"ABC",4.41176470588235,"A",11.7647058823529,"A","A","",14015273,"otago","orc","upland","Rural",-44.7484624,169.26871836,"23-Jun-2020","Forest",301,"Upland"
"orc-00044","Main Drain at Waipori Pump","main drain at waipori pump","Overall",0.23,"A",1.5,"A","A","",0.184090909090909,"B",0.955634689541198,"C","C","",6,68,"ABC",549.000000000001,"BC",8.82352941176471,"B",17.6470588235294,"A","B","",14063947,"otago","orc","lowland","Rural",-45.96822077,170.12896611,"23-Jun-2020","Rural",13,"Lowland"
"orc-00046","Manuherikia at Galloway","manuherikia river at galloway","Overall",0.0235,"A",0.2434,"A","A","",0.00323442260339719,"A",0.0167800914169629,"A","A","",6,46.5,"ABC",1264,"DE",12.1212121212121,"C",16.6666666666667,"A","D","",14037981,"otago","orc","upland","Rural",-45.22638046,169.4306264,"23-Jun-2020","Rural",160.5,"Upland"
"orc-00047","Manuherikia at Ophir","manuherikia river at ophir","Overall",0.0485,"A",0.286,"A","A","",0.00365598753467868,"A",0.0169387755102041,"A","A","",6,97,"ABC",1280.6,"DE",13.6363636363636,"C",25.7575757575758,"BC","D","",14031628,"otago","orc","upland","Rural",-45.11085125,169.59158896,"23-Jun-2020","Rural",321,"Upland"
"orc-00048","Matukituki at West Wanaka","matukituki river at west wanaka","Overall",0.0495,"A",0.0812,"A","A","",0.00381679389312977,"A",0.0193893129770992,"A","A","",6,23,"ABC",250,"ABC",4.83870967741935,"A",8.06451612903226,"A","A","",14011802,"otago","orc","upland","Rural",-44.63582466,168.990675,"23-Jun-2020","Forest",290,"Upland"
"orc-00049","Mill Creek at Fish Trap","mill creek at fish trap.","Overall",0.315,"A",0.48,"A","A","",0.00526315789473684,"A",0.0175293893129771,"A","A","",6,100,"ABC",754.999999999999,"BC",7.93650793650794,"B",28.5714285714286,"BC","B","",14025453,"otago","orc","upland","Rural",-44.96747122,168.81436833,"23-Jun-2020","Rural",332.3899993895,"Upland"
"orc-00061","Shag at Goodwood Pump","shag river at goodwood pump","Overall",0.21,"A",0.737,"A","A","",0.00335195530726257,"A",0.00813509452860899,"A","A","",6,78,"ABC",969.499999999997,"BC",4.83870967741935,"A",14.5161290322581,"A","B","",14047587,"otago","orc","lowland","Rural",-45.47478249,170.7547475,"23-Jun-2020","Rural",19,"Lowland"
"orc-00066","Silverstream at Taieri Depot","silverstream at taieri depot","Overall",0.36,"A",0.698,"A","A","",0.00574712643678161,"A",0.0747826086956522,"B","B","",6,115,"ABC",2240,"DE",15.1515151515152,"C",30.3030303030303,"C","D","",14061357,"otago","orc","lowland","Rural",-45.87270712,170.32208411,"23-Jun-2020","Rural",8.07506370544,"Lowland"
"orc-00070","Taieri at Allanton Bridge","taieri river at allanton bridge","Overall",0.064,"A",0.291,"A","A","",0.00574162679425837,"A",0.0207563771391669,"A","A","",6,110,"ABC",980.499999999999,"BC",13.8461538461538,"C",26.1538461538462,"BC","C","",14062640,"otago","orc","lowland","Rural",-45.91094976,170.26241336,"23-Jun-2020","Rural",78.2928504944,"Lowland"
"orc-00071","Taieri at Stonehenge","taieri river at stonehenge","Overall",0.0048,"A",0.0391,"A","A","",0.00226244343891403,"A",0.0073144211265408,"A","A","",6,39,"ABC",334,"ABC",2.89855072463768,"A",7.2463768115942,"A","A","",14042138,"otago","orc","upland","Rural",-45.32616959,169.95433519,"23-Jun-2020","Forest",392,"Upland"
"orc-00074","Taieri at Linnburn Runs Road","taieri river at linnburn runs road","Overall",0.0022,"A",0.00834,"A","A","",0.00226244343891403,"A",0.0106388408112546,"A","A","",6,61,"ABC",854.999999999999,"BC",9.23076923076923,"B",23.0769230769231,"BC","B","",14048641,"otago","orc","upland","Rural",-45.4835422,169.81390371,"23-Jun-2020","Forest",540.5,"Upland"
"orc-00079","Trotters Creek at Mathesons","trotters creek at mathesons","Overall",0.44,"A",2.1235,"B","B","",0.00515463917525773,"A",0.0177910158476798,"A","A","",6,82,"ABC",916.75,"BC",9.67741935483871,"B",22.5806451612903,"BC","B","",14044144,"otago","orc","lowland","Rural",-45.39218711,170.8387501,"23-Jun-2020","Rural",16.5,"Lowland"
"orc-00081","Waianakarua at Browns","waianakarua river at browns","Overall",0.24,"A",0.529,"A","A","",0.00238122171945701,"A",0.011409637989978,"A","A","",6,61,"ABC",1200,"C",4.91803278688525,"A",9.83606557377049,"A","C","",14037549,"otago","orc","lowland","Rural",-45.25300894,170.84127241,"23-Jun-2020","Rural",45,"Lowland"
"orc-00082","Waiareka Creek at Taipo Road","waiareka creek at taipo road","Overall",0.49,"A",2,"B","B","",0.0210884353741497,"A",0.144248844575998,"B","B","",6,290,"DE",1408.3,"DE",27.4193548387097,"D",50,"D","D","",14032092,"otago","orc","lowland","Rural",-45.15381604,170.88191613,"23-Jun-2020","Rural",27,"Lowland"
"orc-00085","Waikouaiti at Confluence d/s","waikouaiti river d/s of confluence","Overall",0.0079,"A",0.411,"A","A","",0.00476190476190476,"A",0.0168320610687023,"A","A","",NA,26.5,NA,524,NA,3.77358490566038,NA,9.43396226415094,NA,NA," Need 60 values, have only 53",14052287,"otago","orc","lowland","Rural",-45.6160923,170.59646631,"23-Jun-2020","Rural",68,"Lowland"
"orc-00088","Waipahi at Cairns Peak","waipahi river at cairns peak","Overall",0.72,"A",1.97,"B","B","",0.00904977375565611,"A",0.0206241310447686,"A","A","",6,193,"D",2464.99999999999,"DE",29.2307692307692,"D",44.6153846153846,"D","D","",14071110,"otago","orc","upland","Rural",-46.28964035,169.23105996,"23-Jun-2020","Rural",243,"Upland"
"orc-00089","Waipori at Waipori Falls Reserve","waipori river at waipori falls reserve","Overall",0.019,"A",0.0796,"A","A","",0.00206611570247934,"A",0.00789104159260575,"A","A","",6,10.5,"ABC",53.8,"ABC",0,"A",0,"A","A","",14063178,"otago","orc","lowland","Rural",-45.9305015,170.0660589,"23-Jun-2020","Forest",41,"Lowland"
"orc-00094","Waiwera at Maws Farm","waiwera river at maws farm","Overall",0.64,"A",2.67,"B","B","",0.00804597701149425,"A",0.0330701754385965,"A","A","",6,170,"D",1677.95,"DE",13.8461538461538,"C",33.8461538461538,"C","D","",14068771,"otago","orc","lowland","Rural",-46.16708793,169.55625484,"23-Jun-2020","Rural",40,"Lowland"
"orc-00095","Leith at Dundas Street Bridge","water of leith at dundas street bridge","Overall",0.5,"A",0.979,"A","A","",0.00868044343988806,"A",0.0813478260869565,"B","B","",6,440,"DE",4054,"DE",48.3870967741936,"E",75.8064516129032,"DE","E","",14060534,"otago","orc","lowland","Urban",-45.86223451,170.51746769,"23-Jun-2020","Urban",85.5,"Lowland"
"orc-00096","Crookston Burn at Kelso Road","crookston burn at kelso road","Overall",1.3,"B",2.485,"B","B","",0.0100558659217877,"A",0.034904552853549,"A","A","",6,490,"DE",4190,"DE",46.031746031746,"E",76.1904761904762,"DE","E","",14062956,"otago","orc","upland","Rural",-45.89854092,169.23515025,"23-Jun-2020","Rural",182.25,"Upland"
"orc-00097","Wairuna at Millar Road","wairuna stream at millar road","Overall",0.915,"A",4.86,"C","C","",0.0243184025392614,"A",0.0744099162011173,"B","B","",5,502.5,"DE",6440,"DE",48.3870967741936,"E",83.8709677419355,"DE","E","",14067543,"otago","orc","lowland","Rural",-46.10268447,169.32073747,"23-Jun-2020","Rural",96,"Lowland"
"orc-00098","Kye Burn at SH85 Bridge","kye burn at sh85 bridge","Overall",0.039,"A",0.241,"A","A","",0.00257731958762887,"A",0.00792244897959183,"A","A","",6,48,"ABC",442.5,"ABC",1.53846153846154,"A",10.7692307692308,"A","A","",14032836,"otago","orc","upland","Rural",-45.15003543,170.26123708,"23-Jun-2020","Rural",383,"Upland"
"orc-00103","Cardrona at Mt Barker","cardrona river at mt barker","Overall",0.0715,"A",0.15,"A","A","",0.00306748466257669,"A",0.00919953257376569,"A","A","",5,36,"ABC",242.5,"ABC",2.85714285714286,"A",4.28571428571429,"A","A","",14015751,"otago","orc","upland","Rural",-44.75005579,169.11690806,"23-Jun-2020","Forest",445,"Upland"
"orc-00105","Catlins at Houipapa","catlins river at houipapa","Overall",0.38,"A",0.687,"A","A","",0.00391061452513967,"A",0.0191195119443397,"A","A","",6,120,"ABC",564,"BC",9.23076923076923,"B",21.5384615384615,"BC","B","",14072850,"otago","orc","lowland","Rural",-46.46115241,169.55050121,"23-Jun-2020","Rural",23,"Lowland"
"orc-00107","Dart at The Hillocks","dart river at the hillocks","Overall",0.027,"A",0.0555,"A","A","",0.00238515102188461,"A",0.0162728249194415,"A","A","",6,5,"ABC",650,"BC",4.91803278688525,"A",11.4754098360656,"A","B","",14017708,"otago","orc","upland","Forest",-44.77397608,168.32442871,"23-Jun-2020","Rural",404.6,"Upland"
"orc-00115","Kakanui at Clifton Falls Bridge","kakanui river at clifton falls br","Overall",0.017,"A",0.128,"A","A","",0.00238515102188461,"A",0.0135649122807017,"A","A","",5,135,"D",985,"BC",13.5802469135802,"C",30.8641975308642,"C","D","",14026079,"otago","orc","lowland","Rural",-45.03179169,170.75220051,"23-Jun-2020","Rural",103,"Lowland"
"orc-00117","Kauru at Ewings","kauru at ewings","Overall",0.0135,"A",0.107,"A","A","",0.00257731958762887,"A",0.00921768707482993,"A","A","",6,73,"ABC",689.299999999999,"BC",4.76190476190476,"A",12.6984126984127,"A","B","",14030211,"otago","orc","upland","Rural",-45.11102763,170.73635297,"23-Jun-2020","Rural",172,"Upland"
"orc-00119","Lindsays Creek at North Road Bridge","lindsays creek at north rd bridge","Overall",0.65,"A",1.285,"A","A","",0.00958904109589041,"A",0.0338159824046921,"A","A","",6,440,"DE",2800,"DE",41.2698412698413,"E",71.4285714285714,"DE","E","",14060534,"otago","orc","lowland","Rural",-45.85174277,170.52383408,"23-Jun-2020","Urban",85.5,"Lowland"
"orc-00130","Pomahaka at Burkes Ford","pomahaka river at burkes ford","Overall",0.44,"A",2.2205,"B","B","",0.00782122905027933,"A",0.0244163265306122,"A","A","",6,106,"ABC",1600,"DE",17.1875,"C",28.125,"BC","D","",14066561,"otago","orc","lowland","Rural",-46.05896356,169.40166119,"23-Jun-2020","Rural",39,"Lowland"
"orc-00131","Pomahaka at Glenken","pomahaka river at glenken","Overall",0.05,"A",0.377,"A","A","",0.00279329608938547,"A",0.014170349537967,"A","A","",6,201,"D",1660,"DE",17.1875,"C",42.1875,"D","D","",14062213,"otago","orc","upland","Rural",-45.86593043,169.14033686,"23-Jun-2020","Rural",186,"Upland"
