"LawaID","Parameter","Altitude","Landuse","Median","StateScore"
"trc-00004","TP","All","Forest",0.027,3
"trc-00004","ECOLI","All","Forest",33,2
"trc-00004","BDISC","Upland","Forest",3.885,2
"trc-00004","TURB","Upland","Forest",0.625,1
"trc-00004","NH4","Upland","Forest",0.0025,1
"trc-00004","PH","Upland","Forest",7.5,1
"trc-00004","TON","Upland","Forest",0.02,1
"trc-00004","TN","Upland","Forest",0.06,1
"trc-00004","DRP","Upland","Forest",0.022,4
"trc-00004","TP","Upland","Forest",0.027,4
"trc-00004","ECOLI","Upland","Forest",33,3
"trc-00005","BDISC","All","All",1.92,2
"trc-00005","TURB","All","All",1.7,2
"trc-00005","NH4","All","All",0.0485,4
"trc-00005","PH","All","All",7.75,1
"trc-00005","TON","All","All",0.88,4
"trc-00005","TN","All","All",1.175,4
"trc-00005","DRP","All","All",0.04,4
"trc-00005","TP","All","All",0.067,4
"trc-00005","ECOLI","All","All",255,3
"trc-00005","BDISC","Upland","All",1.92,3
"trc-00005","TURB","Upland","All",1.7,3
"trc-00005","NH4","Upland","All",0.0485,4
"trc-00005","PH","Upland","All",7.75,1
"trc-00005","TON","Upland","All",0.88,4
"trc-00005","TN","Upland","All",1.175,4
"trc-00005","DRP","Upland","All",0.04,4
"trc-00005","TP","Upland","All",0.067,4
"trc-00005","ECOLI","Upland","All",255,4
"trc-00005","BDISC","All","Rural",1.92,2
"trc-00005","TURB","All","Rural",1.7,2
"trc-00005","NH4","All","Rural",0.0485,4
"trc-00005","PH","All","Rural",7.75,1
"trc-00005","TON","All","Rural",0.88,4
"trc-00005","TN","All","Rural",1.175,4
"trc-00005","DRP","All","Rural",0.04,4
"trc-00005","TP","All","Rural",0.067,4
"trc-00005","ECOLI","All","Rural",255,3
"trc-00005","BDISC","Upland","Rural",1.92,2
"trc-00005","TURB","Upland","Rural",1.7,2
"trc-00005","NH4","Upland","Rural",0.0485,4
"trc-00005","PH","Upland","Rural",7.75,2
"trc-00005","TON","Upland","Rural",0.88,4
"trc-00005","TN","Upland","Rural",1.175,4
"trc-00005","DRP","Upland","Rural",0.04,4
"trc-00005","TP","Upland","Rural",0.067,4
"trc-00005","ECOLI","Upland","Rural",255,4
"trc-00006","BDISC","All","All",1.7,3
"trc-00006","TURB","All","All",2.6,3
"trc-00006","NH4","All","All",0.01,3
"trc-00006","PH","All","All",7.6,1
"trc-00006","TON","All","All",0.04,1
"trc-00006","TN","All","All",0.15,1
"trc-00006","DRP","All","All",0.022,4
"trc-00006","TP","All","All",0.032,3
"trc-00006","ECOLI","All","All",80,2
"trc-00006","BDISC","Upland","All",1.7,3
"trc-00006","TURB","Upland","All",2.6,3
"trc-00006","NH4","Upland","All",0.01,4
"trc-00006","PH","Upland","All",7.6,1
"trc-00006","TON","Upland","All",0.04,2
"trc-00006","TN","Upland","All",0.15,2
"trc-00006","DRP","Upland","All",0.022,4
"trc-00006","TP","Upland","All",0.032,3
"trc-00006","ECOLI","Upland","All",80,3
"trc-00006","BDISC","All","Forest",1.7,3
"trc-00006","TURB","All","Forest",2.6,3
"trc-00006","NH4","All","Forest",0.01,4
"trc-00006","PH","All","Forest",7.6,1
"trc-00006","TON","All","Forest",0.04,2
"trc-00006","TN","All","Forest",0.15,2
"trc-00006","DRP","All","Forest",0.022,4
"trc-00006","TP","All","Forest",0.032,4
"trc-00006","ECOLI","All","Forest",80,3
"trc-00006","BDISC","Upland","Forest",1.7,4
"trc-00006","TURB","Upland","Forest",2.6,4
"trc-00006","NH4","Upland","Forest",0.01,4
"trc-00006","PH","Upland","Forest",7.6,1
"trc-00006","TON","Upland","Forest",0.04,2
"trc-00006","TN","Upland","Forest",0.15,3
"trc-00006","DRP","Upland","Forest",0.022,4
"trc-00006","TP","Upland","Forest",0.032,4
"trc-00006","ECOLI","Upland","Forest",80,4
"trc-00007","BDISC","All","All",1.56,3
"trc-00007","TURB","All","All",2.1,2
"trc-00007","NH4","All","All",0.031,4
"trc-00007","PH","All","All",7.6,1
"trc-00007","TON","All","All",1.02,4
"trc-00007","TN","All","All",1.49,4
"trc-00007","DRP","All","All",0.041,4
"trc-00007","TP","All","All",0.066,4
"trc-00007","ECOLI","All","All",700,4
"trc-00007","BDISC","Lowland","All",1.56,3
"trc-00007","TURB","Lowland","All",2.1,2
"trc-00007","NH4","Lowland","All",0.031,4
"trc-00007","PH","Lowland","All",7.6,1
"trc-00007","TON","Lowland","All",1.02,4
"trc-00007","TN","Lowland","All",1.49,4
"trc-00007","DRP","Lowland","All",0.041,4
"trc-00007","TP","Lowland","All",0.066,4
"trc-00007","ECOLI","Lowland","All",700,4
"trc-00007","BDISC","All","Rural",1.56,3
"trc-00007","TURB","All","Rural",2.1,2
"trc-00007","NH4","All","Rural",0.031,4
"trc-00007","PH","All","Rural",7.6,1
"trc-00007","TON","All","Rural",1.02,4
"trc-00007","TN","All","Rural",1.49,4
"trc-00007","DRP","All","Rural",0.041,4
"trc-00007","TP","All","Rural",0.066,4
"trc-00007","ECOLI","All","Rural",700,4
"trc-00007","BDISC","Lowland","Rural",1.56,2
"trc-00007","TURB","Lowland","Rural",2.1,2
"trc-00007","NH4","Lowland","Rural",0.031,4
"trc-00007","PH","Lowland","Rural",7.6,1
"trc-00007","TON","Lowland","Rural",1.02,4
"trc-00007","TN","Lowland","Rural",1.49,4
"trc-00007","DRP","Lowland","Rural",0.041,4
"trc-00007","TP","Lowland","Rural",0.066,4
"trc-00007","ECOLI","Lowland","Rural",700,4
"trc-00008","BDISC","All","All",1.98,2
"trc-00008","TURB","All","All",1.6,2
"trc-00008","NH4","All","All",0.0025,1
"trc-00008","PH","All","All",7.8,2
"trc-00008","TON","All","All",0.03,1
"trc-00008","TN","All","All",0.06,1
"trc-00008","DRP","All","All",0.02,4
"trc-00008","TP","All","All",0.028,3
"trc-00008","ECOLI","All","All",10,1
"trc-00008","BDISC","Upland","All",1.98,3
"trc-00008","TURB","Upland","All",1.6,2
"trc-00008","NH4","Upland","All",0.0025,1
"trc-00008","PH","Upland","All",7.8,2
"trc-00008","TON","Upland","All",0.03,1
"trc-00008","TN","Upland","All",0.06,1
"trc-00008","DRP","Upland","All",0.02,4
"trc-00008","TP","Upland","All",0.028,3
"trc-00008","ECOLI","Upland","All",10,1
"trc-00008","BDISC","All","Forest",1.98,3
"trc-00008","TURB","All","Forest",1.6,3
"trc-00008","NH4","All","Forest",0.0025,1
"trc-00008","PH","All","Forest",7.8,2
"trc-00008","TON","All","Forest",0.03,1
"trc-00008","TN","All","Forest",0.06,1
"trc-00008","DRP","All","Forest",0.02,4
"trc-00008","TP","All","Forest",0.028,4
"trc-00008","ECOLI","All","Forest",10,1
"trc-00008","BDISC","Upland","Forest",1.98,3
"trc-00008","TURB","Upland","Forest",1.6,3
"trc-00008","NH4","Upland","Forest",0.0025,1
"trc-00008","PH","Upland","Forest",7.8,2
"trc-00008","TON","Upland","Forest",0.03,2
"trc-00008","TN","Upland","Forest",0.06,1
"trc-00008","DRP","Upland","Forest",0.02,4
"trc-00008","TP","Upland","Forest",0.028,4
"trc-00008","ECOLI","Upland","Forest",10,1
"trc-00009","BDISC","All","All",1.79,2
"trc-00009","TURB","All","All",1.665,2
"trc-00009","NH4","All","All",0.013,3
"trc-00009","PH","All","All",7.7,1
"trc-00009","TON","All","All",1.12,4
"trc-00009","TN","All","All",1.56,4
"trc-00009","DRP","All","All",0.03,4
"trc-00009","TP","All","All",0.046,4
"trc-00009","ECOLI","All","All",270,3
"trc-00009","BDISC","Upland","All",1.79,3
"trc-00009","TURB","Upland","All",1.665,2
"trc-00009","NH4","Upland","All",0.013,4
"trc-00009","PH","Upland","All",7.7,1
"trc-00009","TON","Upland","All",1.12,4
"trc-00009","TN","Upland","All",1.56,4
"trc-00009","DRP","Upland","All",0.03,4
"trc-00009","TP","Upland","All",0.046,4
"trc-00009","ECOLI","Upland","All",270,4
"trc-00009","BDISC","All","Rural",1.79,2
"trc-00009","TURB","All","Rural",1.665,2
"trc-00009","NH4","All","Rural",0.013,3
"trc-00009","PH","All","Rural",7.7,1
"trc-00009","TON","All","Rural",1.12,4
"trc-00009","TN","All","Rural",1.56,4
"trc-00009","DRP","All","Rural",0.03,4
"trc-00009","TP","All","Rural",0.046,3
"trc-00009","ECOLI","All","Rural",270,3
"trc-00009","BDISC","Upland","Rural",1.79,3
"trc-00009","TURB","Upland","Rural",1.665,2
"trc-00009","NH4","Upland","Rural",0.013,4
"trc-00009","PH","Upland","Rural",7.7,1
"trc-00009","TON","Upland","Rural",1.12,4
"trc-00009","TN","Upland","Rural",1.56,4
"trc-00009","DRP","Upland","Rural",0.03,4
"trc-00009","TP","Upland","Rural",0.046,4
"trc-00009","ECOLI","Upland","Rural",270,4
"trc-00010","BDISC","All","All",1.39,3
"trc-00010","TURB","All","All",2.8,3
"trc-00010","NH4","All","All",0.028,4
"trc-00010","PH","All","All",7.8,2
"trc-00010","TON","All","All",1.865,4
"trc-00010","TN","All","All",2.2,4
"trc-00010","DRP","All","All",0.0465,4
"trc-00010","TP","All","All",0.0735,4
"trc-00010","ECOLI","All","All",220,3
"trc-00010","BDISC","Lowland","All",1.39,3
"trc-00010","TURB","Lowland","All",2.8,3
"trc-00010","NH4","Lowland","All",0.028,4
"trc-00010","PH","Lowland","All",7.8,2
"trc-00010","TON","Lowland","All",1.865,4
"trc-00010","TN","Lowland","All",2.2,4
"trc-00010","DRP","Lowland","All",0.0465,4
"trc-00010","TP","Lowland","All",0.0735,4
"trc-00010","ECOLI","Lowland","All",220,3
"trc-00010","BDISC","All","Rural",1.39,3
"trc-00010","TURB","All","Rural",2.8,3
"trc-00010","NH4","All","Rural",0.028,4
"trc-00010","PH","All","Rural",7.8,2
"trc-00010","TON","All","Rural",1.865,4
"trc-00010","TN","All","Rural",2.2,4
"trc-00010","DRP","All","Rural",0.0465,4
"trc-00010","TP","All","Rural",0.0735,4
"trc-00010","ECOLI","All","Rural",220,3
"trc-00010","BDISC","Lowland","Rural",1.39,3
"trc-00010","TURB","Lowland","Rural",2.8,2
"trc-00010","NH4","Lowland","Rural",0.028,4
"trc-00010","PH","Lowland","Rural",7.8,2
"trc-00010","TON","Lowland","Rural",1.865,4
"trc-00010","TN","Lowland","Rural",2.2,4
"trc-00010","DRP","Lowland","Rural",0.0465,4
"trc-00010","TP","Lowland","Rural",0.0735,4
"trc-00010","ECOLI","Lowland","Rural",220,3
"trc-00011","BDISC","All","All",3.13,1
"trc-00011","TURB","All","All",0.8,1
"trc-00011","NH4","All","All",0.007,3
"trc-00011","PH","All","All",8,2
"trc-00011","TON","All","All",0.12,2
"trc-00011","TN","All","All",0.195,1
"trc-00011","DRP","All","All",0.0305,4
"trc-00011","TP","All","All",0.038,3
"trc-00011","ECOLI","All","All",275,3
"trc-00011","BDISC","Upland","All",3.13,2
"trc-00011","TURB","Upland","All",0.8,1
"trc-00011","NH4","Upland","All",0.007,3
"trc-00011","PH","Upland","All",8,2
"trc-00011","TON","Upland","All",0.12,2
"trc-00011","TN","Upland","All",0.195,2
"trc-00011","DRP","Upland","All",0.0305,4
"trc-00011","TP","Upland","All",0.038,4
"trc-00011","ECOLI","Upland","All",275,4
"trc-00011","BDISC","All","Rural",3.13,1
"trc-00011","TURB","All","Rural",0.8,1
"trc-00011","NH4","All","Rural",0.007,3
"trc-00011","PH","All","Rural",8,2
"trc-00011","TON","All","Rural",0.12,2
"trc-00011","TN","All","Rural",0.195,1
"trc-00011","DRP","All","Rural",0.0305,4
"trc-00011","TP","All","Rural",0.038,3
"trc-00011","ECOLI","All","Rural",275,3
"trc-00011","BDISC","Upland","Rural",3.13,2
"trc-00011","TURB","Upland","Rural",0.8,1
"trc-00011","NH4","Upland","Rural",0.007,3
"trc-00011","PH","Upland","Rural",8,2
"trc-00011","TON","Upland","Rural",0.12,2
"trc-00011","TN","Upland","Rural",0.195,2
"trc-00011","DRP","Upland","Rural",0.0305,4
"trc-00011","TP","Upland","Rural",0.038,4
"trc-00011","ECOLI","Upland","Rural",275,4
"trc-00050","BDISC","All","All",0.3,4
"trc-00050","TURB","All","All",29.5,4
"trc-00050","NH4","All","All",0.024,4
"trc-00050","PH","All","All",7.6,1
"trc-00050","TON","All","All",0.41,3
"trc-00050","TN","All","All",0.68,3
"trc-00050","DRP","All","All",0.017,3
"trc-00050","TP","All","All",0.074,4
"trc-00050","ECOLI","All","All",430,4
"trc-00050","BDISC","Lowland","All",0.3,4
"trc-00050","TURB","Lowland","All",29.5,4
"trc-00050","NH4","Lowland","All",0.024,4
"trc-00050","PH","Lowland","All",7.6,1
"trc-00050","TON","Lowland","All",0.41,3
"trc-00050","TN","Lowland","All",0.68,3
"trc-00050","DRP","Lowland","All",0.017,3
"trc-00050","TP","Lowland","All",0.074,4
"trc-00050","ECOLI","Lowland","All",430,4
"trc-00050","BDISC","All","Rural",0.3,4
"trc-00050","TURB","All","Rural",29.5,4
"trc-00050","NH4","All","Rural",0.024,4
"trc-00050","PH","All","Rural",7.6,1
"trc-00050","TON","All","Rural",0.41,3
"trc-00050","TN","All","Rural",0.68,3
"trc-00050","DRP","All","Rural",0.017,3
"trc-00050","TP","All","Rural",0.074,4
"trc-00050","ECOLI","All","Rural",430,4
"trc-00050","BDISC","Lowland","Rural",0.3,4
"trc-00050","TURB","Lowland","Rural",29.5,4
"trc-00050","NH4","Lowland","Rural",0.024,4
"trc-00050","PH","Lowland","Rural",7.6,1
"trc-00050","TON","Lowland","Rural",0.41,3
"trc-00050","TN","Lowland","Rural",0.68,3
"trc-00050","DRP","Lowland","Rural",0.017,3
"trc-00050","TP","Lowland","Rural",0.074,4
"trc-00050","ECOLI","Lowland","Rural",430,4
"wcrc-00001","BDISC","All","All",2.49,2
"wcrc-00001","TURB","All","All",1,1
"wcrc-00001","NH4","All","All",0.005,1
"wcrc-00001","PH","All","All",7.045,2
"wcrc-00001","TON","All","All",0.905,4
"wcrc-00001","TN","All","All",1.145,4
"wcrc-00001","DRP","All","All",0.0042,1
"wcrc-00001","TP","All","All",0.0115,1
"wcrc-00001","ECOLI","All","All",126.5,3
"wcrc-00001","BDISC","Lowland","All",2.49,2
"wcrc-00001","TURB","Lowland","All",1,1
"wcrc-00001","NH4","Lowland","All",0.005,1
"wcrc-00001","PH","Lowland","All",7.045,2
"wcrc-00001","TON","Lowland","All",0.905,4
"wcrc-00001","TN","Lowland","All",1.145,3
"wcrc-00001","DRP","Lowland","All",0.0042,1
"wcrc-00001","TP","Lowland","All",0.0115,1
"wcrc-00001","ECOLI","Lowland","All",126.5,2
"wcrc-00001","BDISC","All","Rural",2.49,2
"wcrc-00001","TURB","All","Rural",1,1
"wcrc-00001","NH4","All","Rural",0.005,1
"wcrc-00001","PH","All","Rural",7.045,2
"wcrc-00001","TON","All","Rural",0.905,4
"wcrc-00001","TN","All","Rural",1.145,4
"wcrc-00001","DRP","All","Rural",0.0042,1
"wcrc-00001","TP","All","Rural",0.0115,1
"wcrc-00001","ECOLI","All","Rural",126.5,2
"wcrc-00001","BDISC","Lowland","Rural",2.49,1
"wcrc-00001","TURB","Lowland","Rural",1,1
"wcrc-00001","NH4","Lowland","Rural",0.005,1
"wcrc-00001","PH","Lowland","Rural",7.045,2
"wcrc-00001","TON","Lowland","Rural",0.905,4
"wcrc-00001","TN","Lowland","Rural",1.145,3
"wcrc-00001","DRP","Lowland","Rural",0.0042,1
"wcrc-00001","TP","Lowland","Rural",0.0115,1
"wcrc-00001","ECOLI","Lowland","Rural",126.5,2
"wcrc-00002","BDISC","All","All",3.725,1
"wcrc-00002","TURB","All","All",0.6,1
"wcrc-00002","NH4","All","All",0.005,1
"wcrc-00002","PH","All","All",6.955,2
"wcrc-00002","TON","All","All",0.61,3
"wcrc-00002","TN","All","All",0.755,3
"wcrc-00002","DRP","All","All",0.004,1
"wcrc-00002","TP","All","All",0.008,1
"wcrc-00002","ECOLI","All","All",115,2
"wcrc-00002","BDISC","Lowland","All",3.725,1
"wcrc-00002","TURB","Lowland","All",0.6,1
"wcrc-00002","NH4","Lowland","All",0.005,1
"wcrc-00002","PH","Lowland","All",6.955,2
"wcrc-00002","TON","Lowland","All",0.61,3
"wcrc-00002","TN","Lowland","All",0.755,3
"wcrc-00002","DRP","Lowland","All",0.004,1
"wcrc-00002","TP","Lowland","All",0.008,1
"wcrc-00002","ECOLI","Lowland","All",115,2
"wcrc-00002","BDISC","All","Rural",3.725,1
"wcrc-00002","TURB","All","Rural",0.6,1
"wcrc-00002","NH4","All","Rural",0.005,1
"wcrc-00002","PH","All","Rural",6.955,2
"wcrc-00002","TON","All","Rural",0.61,3
"wcrc-00002","TN","All","Rural",0.755,3
"wcrc-00002","DRP","All","Rural",0.004,1
"wcrc-00002","TP","All","Rural",0.008,1
"wcrc-00002","ECOLI","All","Rural",115,2
"wcrc-00002","BDISC","Lowland","Rural",3.725,1
"wcrc-00002","TURB","Lowland","Rural",0.6,1
"wcrc-00002","NH4","Lowland","Rural",0.005,1
"wcrc-00002","PH","Lowland","Rural",6.955,2
"wcrc-00002","TON","Lowland","Rural",0.61,3
"wcrc-00002","TN","Lowland","Rural",0.755,3
"wcrc-00002","DRP","Lowland","Rural",0.004,1
"wcrc-00002","TP","Lowland","Rural",0.008,1
"wcrc-00002","ECOLI","Lowland","Rural",115,2
"wcrc-00003","BDISC","All","All",2.055,2
"wcrc-00003","TURB","All","All",1.4,2
"wcrc-00003","NH4","All","All",0.005,1
"wcrc-00003","PH","All","All",6.7,2
"wcrc-00003","TON","All","All",0.117,2
"wcrc-00003","TN","All","All",0.345,2
"wcrc-00003","DRP","All","All",0.006,2
"wcrc-00003","TP","All","All",0.015,2
"wcrc-00003","ECOLI","All","All",70,2
"wcrc-00003","BDISC","Lowland","All",2.055,2
"wcrc-00003","TURB","Lowland","All",1.4,2
"wcrc-00003","NH4","Lowland","All",0.005,1
"wcrc-00003","PH","Lowland","All",6.7,2
"wcrc-00003","TON","Lowland","All",0.117,1
"wcrc-00003","TN","Lowland","All",0.345,2
"wcrc-00003","DRP","Lowland","All",0.006,1
"wcrc-00003","TP","Lowland","All",0.015,2
"wcrc-00003","ECOLI","Lowland","All",70,1
"wcrc-00003","BDISC","All","Forest",2.055,3
"wcrc-00003","TURB","All","Forest",1.4,2
"wcrc-00003","NH4","All","Forest",0.005,3
"wcrc-00003","PH","All","Forest",6.7,2
"wcrc-00003","TON","All","Forest",0.117,3
"wcrc-00003","TN","All","Forest",0.345,3
"wcrc-00003","DRP","All","Forest",0.006,2
"wcrc-00003","TP","All","Forest",0.015,3
"wcrc-00003","ECOLI","All","Forest",70,3
"wcrc-00003","BDISC","Lowland","Forest",2.055,2
"wcrc-00003","TURB","Lowland","Forest",1.4,2
"wcrc-00003","NH4","Lowland","Forest",0.005,3
"wcrc-00003","PH","Lowland","Forest",6.7,2
"wcrc-00003","TON","Lowland","Forest",0.117,2
"wcrc-00003","TN","Lowland","Forest",0.345,3
"wcrc-00003","DRP","Lowland","Forest",0.006,2
"wcrc-00003","TP","Lowland","Forest",0.015,2
"wcrc-00003","ECOLI","Lowland","Forest",70,3
"wcrc-00004","BDISC","All","All",0.845,4
"wcrc-00004","TURB","All","All",9.6,4
"wcrc-00004","NH4","All","All",0.0365,4
"wcrc-00004","PH","All","All",6.82,2
"wcrc-00004","TON","All","All",0.076,1
"wcrc-00004","TN","All","All",0.19,1
"wcrc-00004","DRP","All","All",0.0012,1
"wcrc-00004","TP","All","All",0.009,1
"wcrc-00004","ECOLI","All","All",20,1
"wcrc-00004","BDISC","Lowland","All",0.845,4
"wcrc-00004","TURB","Lowland","All",9.6,4
"wcrc-00004","NH4","Lowland","All",0.0365,4
"wcrc-00004","PH","Lowland","All",6.82,2
"wcrc-00004","TON","Lowland","All",0.076,1
"wcrc-00004","TN","Lowland","All",0.19,1
"wcrc-00004","DRP","Lowland","All",0.0012,1
"wcrc-00004","TP","Lowland","All",0.009,1
"wcrc-00004","ECOLI","Lowland","All",20,1
"wcrc-00004","BDISC","All","Forest",0.845,4
"wcrc-00004","TURB","All","Forest",9.6,4
"wcrc-00004","NH4","All","Forest",0.0365,4
"wcrc-00004","PH","All","Forest",6.82,2
"wcrc-00004","TON","All","Forest",0.076,2
"wcrc-00004","TN","All","Forest",0.19,2
"wcrc-00004","DRP","All","Forest",0.0012,1
"wcrc-00004","TP","All","Forest",0.009,2
"wcrc-00004","ECOLI","All","Forest",20,2
"wcrc-00004","BDISC","Lowland","Forest",0.845,4
"wcrc-00004","TURB","Lowland","Forest",9.6,4
"wcrc-00004","NH4","Lowland","Forest",0.0365,4
"wcrc-00004","PH","Lowland","Forest",6.82,2
"wcrc-00004","TON","Lowland","Forest",0.076,2
"wcrc-00004","TN","Lowland","Forest",0.19,2
"wcrc-00004","DRP","Lowland","Forest",0.0012,1
"wcrc-00004","TP","Lowland","Forest",0.009,1
"wcrc-00004","ECOLI","Lowland","Forest",20,1
"wcrc-00005","BDISC","All","All",1.245,3
"wcrc-00005","TURB","All","All",5.15,4
"wcrc-00005","NH4","All","All",0.0115,3
"wcrc-00005","PH","All","All",6.72,2
"wcrc-00005","TON","All","All",0.1735,2
"wcrc-00005","TN","All","All",0.435,2
"wcrc-00005","DRP","All","All",0.002,1
"wcrc-00005","TP","All","All",0.0125,2
"wcrc-00005","ECOLI","All","All",400,4
"wcrc-00005","BDISC","Upland","All",1.245,4
"wcrc-00005","TURB","Upland","All",5.15,4
"wcrc-00005","NH4","Upland","All",0.0115,4
"wcrc-00005","PH","Upland","All",6.72,2
"wcrc-00005","TON","Upland","All",0.1735,3
"wcrc-00005","TN","Upland","All",0.435,3
"wcrc-00005","DRP","Upland","All",0.002,1
"wcrc-00005","TP","Upland","All",0.0125,2
"wcrc-00005","ECOLI","Upland","All",400,4
"wcrc-00005","BDISC","All","Rural",1.245,3
"wcrc-00005","TURB","All","Rural",5.15,4
"wcrc-00005","NH4","All","Rural",0.0115,3
"wcrc-00005","PH","All","Rural",6.72,2
"wcrc-00005","TON","All","Rural",0.1735,2
"wcrc-00005","TN","All","Rural",0.435,2
"wcrc-00005","DRP","All","Rural",0.002,1
"wcrc-00005","TP","All","Rural",0.0125,1
"wcrc-00005","ECOLI","All","Rural",400,4
"wcrc-00005","BDISC","Upland","Rural",1.245,3
"wcrc-00005","TURB","Upland","Rural",5.15,4
"wcrc-00005","NH4","Upland","Rural",0.0115,4
"wcrc-00005","PH","Upland","Rural",6.72,2
"wcrc-00005","TON","Upland","Rural",0.1735,2
"wcrc-00005","TN","Upland","Rural",0.435,3
"wcrc-00005","DRP","Upland","Rural",0.002,1
"wcrc-00005","TP","Upland","Rural",0.0125,2
"wcrc-00005","ECOLI","Upland","Rural",400,4
"wcrc-00006","BDISC","All","All",3.415,1
"wcrc-00006","TURB","All","All",0.55,1
"wcrc-00006","NH4","All","All",0.024,4
"wcrc-00006","PH","All","All",6.49,2
"wcrc-00006","TON","All","All",0.305,2
"wcrc-00006","TN","All","All",0.52,3
"wcrc-00006","DRP","All","All",0.0058,2
"wcrc-00006","TP","All","All",0.0155,2
"wcrc-00006","ECOLI","All","All",50,2
"wcrc-00006","BDISC","Lowland","All",3.415,1
"wcrc-00006","TURB","Lowland","All",0.55,1
"wcrc-00006","NH4","Lowland","All",0.024,4
"wcrc-00006","PH","Lowland","All",6.49,2
"wcrc-00006","TON","Lowland","All",0.305,2
"wcrc-00006","TN","Lowland","All",0.52,2
"wcrc-00006","DRP","Lowland","All",0.0058,1
"wcrc-00006","TP","Lowland","All",0.0155,2
"wcrc-00006","ECOLI","Lowland","All",50,1
"wcrc-00006","BDISC","All","Forest",3.415,2
"wcrc-00006","TURB","All","Forest",0.55,1
"wcrc-00006","NH4","All","Forest",0.024,4
"wcrc-00006","PH","All","Forest",6.49,2
"wcrc-00006","TON","All","Forest",0.305,3
"wcrc-00006","TN","All","Forest",0.52,4
"wcrc-00006","DRP","All","Forest",0.0058,2
"wcrc-00006","TP","All","Forest",0.0155,3
"wcrc-00006","ECOLI","All","Forest",50,3
"wcrc-00006","BDISC","Lowland","Forest",3.415,1
"wcrc-00006","TURB","Lowland","Forest",0.55,1
"wcrc-00006","NH4","Lowland","Forest",0.024,4
"wcrc-00006","PH","Lowland","Forest",6.49,2
"wcrc-00006","TON","Lowland","Forest",0.305,3
"wcrc-00006","TN","Lowland","Forest",0.52,4
"wcrc-00006","DRP","Lowland","Forest",0.0058,2
"wcrc-00006","TP","Lowland","Forest",0.0155,2
"wcrc-00006","ECOLI","Lowland","Forest",50,2
"wcrc-00007","BDISC","All","All",1.45,3
"wcrc-00007","TURB","All","All",3.8,3
"wcrc-00007","NH4","All","All",0.006,3
"wcrc-00007","PH","All","All",7.64,1
"wcrc-00007","TON","All","All",0.0525,1
"wcrc-00007","TN","All","All",0.27,2
"wcrc-00007","DRP","All","All",0.0061,2
"wcrc-00007","TP","All","All",0.022,2
"wcrc-00007","ECOLI","All","All",950,4
"wcrc-00007","BDISC","Lowland","All",1.45,3
"wcrc-00007","TURB","Lowland","All",3.8,3
"wcrc-00007","NH4","Lowland","All",0.006,2
"wcrc-00007","PH","Lowland","All",7.64,1
"wcrc-00007","TON","Lowland","All",0.0525,1
"wcrc-00007","TN","Lowland","All",0.27,1
"wcrc-00007","DRP","Lowland","All",0.0061,2
"wcrc-00007","TP","Lowland","All",0.022,2
"wcrc-00007","ECOLI","Lowland","All",950,4
"wcrc-00007","BDISC","All","Forest",1.45,4
"wcrc-00007","TURB","All","Forest",3.8,4
"wcrc-00007","NH4","All","Forest",0.006,3
"wcrc-00007","PH","All","Forest",7.64,1
"wcrc-00007","TON","All","Forest",0.0525,2
"wcrc-00007","TN","All","Forest",0.27,3
"wcrc-00007","DRP","All","Forest",0.0061,2
"wcrc-00007","TP","All","Forest",0.022,3
"wcrc-00007","ECOLI","All","Forest",950,4
"wcrc-00007","BDISC","Lowland","Forest",1.45,3
"wcrc-00007","TURB","Lowland","Forest",3.8,4
"wcrc-00007","NH4","Lowland","Forest",0.006,3
"wcrc-00007","PH","Lowland","Forest",7.64,1
"wcrc-00007","TON","Lowland","Forest",0.0525,2
"wcrc-00007","TN","Lowland","Forest",0.27,3
"wcrc-00007","DRP","Lowland","Forest",0.0061,2
"wcrc-00007","TP","Lowland","Forest",0.022,3
"wcrc-00007","ECOLI","Lowland","Forest",950,4
"wcrc-00008","BDISC","All","All",1.76,2
"wcrc-00008","TURB","All","All",3,3
"wcrc-00008","NH4","All","All",0.005,1
"wcrc-00008","PH","All","All",7.77,2
"wcrc-00008","TON","All","All",0.025,1
"wcrc-00008","TN","All","All",0.16,1
"wcrc-00008","DRP","All","All",0.0073,2
"wcrc-00008","TP","All","All",0.015,2
"wcrc-00008","ECOLI","All","All",47,2
"wcrc-00008","BDISC","Lowland","All",1.76,2
"wcrc-00008","TURB","Lowland","All",3,3
"wcrc-00008","NH4","Lowland","All",0.005,1
"wcrc-00008","PH","Lowland","All",7.77,2
"wcrc-00008","TON","Lowland","All",0.025,1
"wcrc-00008","TN","Lowland","All",0.16,1
"wcrc-00008","DRP","Lowland","All",0.0073,2
"wcrc-00008","TP","Lowland","All",0.015,2
"wcrc-00008","ECOLI","Lowland","All",47,1
"wcrc-00008","BDISC","All","Forest",1.76,3
"wcrc-00008","TURB","All","Forest",3,4
"wcrc-00008","NH4","All","Forest",0.005,3
"wcrc-00008","PH","All","Forest",7.77,2
"wcrc-00008","TON","All","Forest",0.025,1
"wcrc-00008","TN","All","Forest",0.16,2
"wcrc-00008","DRP","All","Forest",0.0073,2
"wcrc-00008","TP","All","Forest",0.015,3
"wcrc-00008","ECOLI","All","Forest",47,3
"wcrc-00008","BDISC","Lowland","Forest",1.76,3
"wcrc-00008","TURB","Lowland","Forest",3,3
"wcrc-00008","NH4","Lowland","Forest",0.005,3
