"LAWAID","Parameter","NOFDate","NOFValue"
"ebop-00095","PH","2008-03-01",7.6
"ebop-00096","PH","2008-03-01",7.6
"ebop-00097","PH","2008-03-01",6.7
"ebop-00098","PH","2008-03-01",6.7
"ebop-00100","PH","2008-03-01",6.7
"ecan-00325","PH","2008-03-01",7.7
"ecan-00347","PH","2008-03-01",8.5
"ecan-00348","PH","2008-03-01",8
"es-000142","PH","2008-03-01",8.4
"es-000157","PH","2008-03-01",8.2
"es-000158","PH","2008-03-01",8.3
"es-000159","PH","2008-03-01",8.6
"ew-00143","PH","2008-03-01",6.6
"ew-00144","PH","2008-03-01",7.8
"ew-00146","PH","2008-03-01",8
"ew-00147","PH","2008-03-01",7.9
"ew-00150","PH","2008-03-01",7.2
"orc-00035","PH","2008-03-01",7
"trc-00051","PH","2008-03-01",8.1
"trc-00051","PH","2008-03-01",7.1
"trc-00051","PH","2008-03-01",8.2
"trc-00053","PH","2008-03-01",8.2
"trc-00053","PH","2008-03-01",7.1
"trc-00053","PH","2008-03-01",8.2
"ebop-00087","PH","2009-03-01",7.8
"ebop-00088","PH","2009-03-01",8.4
"ebop-00089","PH","2009-03-01",7.9
"ebop-00090","PH","2009-03-01",7.5
"ebop-00091","PH","2009-03-01",8.2
"ebop-00092","PH","2009-03-01",7.3
"ebop-00094","PH","2009-03-01",7.3
"ebop-00095","PH","2009-03-01",7.4
"ebop-00096","PH","2009-03-01",7.6
"ebop-00097","PH","2009-03-01",6.6
"ebop-00098","PH","2009-03-01",6.6
"ebop-00100","PH","2009-03-01",6.6
"ecan-00325","PH","2009-03-01",7.1
"ecan-00347","PH","2009-03-01",8.7
"ecan-00348","PH","2009-03-01",7.9
"es-000142","PH","2009-03-01",7.8
"es-000157","PH","2009-03-01",7.9
"es-000158","PH","2009-03-01",7.7
"es-000159","PH","2009-03-01",7.7
"ew-00143","PH","2009-03-01",5.95
"ew-00144","PH","2009-03-01",7.7
"ew-00145","PH","2009-03-01",6.95
"ew-00146","PH","2009-03-01",8.9
"ew-00147","PH","2009-03-01",8.7
"ew-00149","PH","2009-03-01",7.35
"ew-00150","PH","2009-03-01",7.1
"hbrc-00170","PH","2009-03-01",7.9
"hbrc-00171","PH","2009-03-01",8.1
"hbrc-00176","PH","2009-03-01",8
"orc-00035","PH","2009-03-01",7.1
"trc-00051","PH","2009-03-01",7.5
"trc-00051","PH","2009-03-01",6.8
"trc-00051","PH","2009-03-01",7.4
"trc-00053","PH","2009-03-01",7.9
"trc-00053","PH","2009-03-01",6.8
"trc-00053","PH","2009-03-01",7.8
"arc-00098","PH","2010-03-01",7.06
"arc-00099","PH","2010-03-01",7.14
"arc-00100","PH","2010-03-01",7.64
"arc-10002","PH","2010-03-01",6.87
"ebop-00087","PH","2010-03-01",7.9
"ebop-00088","PH","2010-03-01",7.1
"ebop-00089","PH","2010-03-01",7.6
"ebop-00090","PH","2010-03-01",7.3
"ebop-00091","PH","2010-03-01",8.6
"ebop-00092","PH","2010-03-01",6.9
"ebop-00094","PH","2010-03-01",7.1
"ebop-00095","PH","2010-03-01",7.1
"ebop-00096","PH","2010-03-01",7.6
"ebop-00097","PH","2010-03-01",7.8
"ebop-00098","PH","2010-03-01",7.8
"ebop-00100","PH","2010-03-01",7.8
"ecan-00325","PH","2010-03-01",7.9
"ecan-00347","PH","2010-03-01",9.2
"es-000142","PH","2010-03-01",7.9
"es-000157","PH","2010-03-01",7.9
"es-000158","PH","2010-03-01",7.9
"es-000159","PH","2010-03-01",7.8
"ew-00142","PH","2010-03-01",8.2
"ew-00143","PH","2010-03-01",5.8
"ew-00144","PH","2010-03-01",7.7
"ew-00145","PH","2010-03-01",7.3
"ew-00146","PH","2010-03-01",8.3
"ew-00147","PH","2010-03-01",8.3
"ew-00149","PH","2010-03-01",6.9
"ew-00150","PH","2010-03-01",7
"ew-00151","PH","2010-03-01",9.2
"gw-00257","PH","2010-03-01",7.97
"hbrc-00170","PH","2010-03-01",7.8
"hbrc-00171","PH","2010-03-01",7.5
"hbrc-00176","PH","2010-03-01",8
"orc-00034","PH","2010-03-01",7.1
"orc-00035","PH","2010-03-01",7.4
"trc-00051","PH","2010-03-01",7.7
"trc-00051","PH","2010-03-01",6.7
"trc-00051","PH","2010-03-01",7.7
"trc-00053","PH","2010-03-01",7.4
"trc-00053","PH","2010-03-01",6.7
"trc-00053","PH","2010-03-01",7.3
"arc-00098","PH","2011-03-01",5.745
"arc-00099","PH","2011-03-01",6.62
"arc-00100","PH","2011-03-01",6.79
"arc-10002","PH","2011-03-01",5.985
"ebop-00087","PH","2011-03-01",7.6
"ebop-00088","PH","2011-03-01",7.5
"ebop-00089","PH","2011-03-01",7.7
"ebop-00090","PH","2011-03-01",7.2
"ebop-00091","PH","2011-03-01",7.9
"ebop-00092","PH","2011-03-01",6.9
"ebop-00094","PH","2011-03-01",7.1
"ebop-00095","PH","2011-03-01",7
"ebop-00096","PH","2011-03-01",7.4
"ebop-00097","PH","2011-03-01",6.8
"ebop-00098","PH","2011-03-01",6.8
"ebop-00100","PH","2011-03-01",6.8
"ecan-00325","PH","2011-03-01",7.7
"ecan-00347","PH","2011-03-01",7.9
"ecan-00348","PH","2011-03-01",7.6
"es-000142","PH","2011-03-01",7.8
"es-000157","PH","2011-03-01",7.7
"es-000158","PH","2011-03-01",7.7
"es-000159","PH","2011-03-01",7.7
"ew-00142","PH","2011-03-01",8.45
"ew-00143","PH","2011-03-01",5.3
"ew-00144","PH","2011-03-01",7.8
"ew-00145","PH","2011-03-01",6.7
"ew-00146","PH","2011-03-01",8.3
"ew-00147","PH","2011-03-01",7.9
"ew-00149","PH","2011-03-01",6.95
"ew-00150","PH","2011-03-01",7.1
"ew-00151","PH","2011-03-01",7.9
"gw-00257","PH","2011-03-01",7.28
"hbrc-00170","PH","2011-03-01",8.1
"hbrc-00171","PH","2011-03-01",7.8
"hbrc-00176","PH","2011-03-01",7.6
"orc-00034","PH","2011-03-01",7
"orc-00037","PH","2011-03-01",8
"trc-00051","PH","2011-03-01",7.8
"trc-00051","PH","2011-03-01",6.8
"trc-00051","PH","2011-03-01",7.8
"trc-00053","PH","2011-03-01",7.8
"trc-00053","PH","2011-03-01",6.9
"trc-00053","PH","2011-03-01",7.7
"arc-00099","PH","2012-03-01",7.14
"ebop-00087","PH","2012-03-01",7.7
"ebop-00088","PH","2012-03-01",7.8
"ebop-00089","PH","2012-03-01",7.5
"ebop-00090","PH","2012-03-01",7.5
"ebop-00091","PH","2012-03-01",8
"ebop-00092","PH","2012-03-01",7.3
"ebop-00094","PH","2012-03-01",7.2
"ebop-00095","PH","2012-03-01",7.6
"ebop-00096","PH","2012-03-01",7.4
"ecan-00325","PH","2012-03-01",7.8
"ecan-00347","PH","2012-03-01",8.2
"ecan-00348","PH","2012-03-01",7.9
"es-000142","PH","2012-03-01",7.85
"es-000157","PH","2012-03-01",7.95
"es-000158","PH","2012-03-01",7.9
"es-000159","PH","2012-03-01",7.8
"ew-00143","PH","2012-03-01",5.2
"ew-00144","PH","2012-03-01",7
"ew-00145","PH","2012-03-01",7.1
"ew-00149","PH","2012-03-01",6.95
"ew-00150","PH","2012-03-01",6.9
"gw-00257","PH","2012-03-01",7.435
"gw-00258","PH","2012-03-01",7.49
"hbrc-00174","PH","2012-03-01",8.88
"hbrc-00175","PH","2012-03-01",8.93
"hbrc-00176","PH","2012-03-01",7.685
"lawa-100211","PH","2012-03-01",7.4
"lawa-100213","PH","2012-03-01",7.4
"lawa-100263","PH","2012-03-01",7.5
"lawa-100264","PH","2012-03-01",7.5
"lawa-100266","PH","2012-03-01",7.4
"orc-00034","PH","2012-03-01",6.9
"orc-00035","PH","2012-03-01",7.2
"trc-00051","PH","2012-03-01",7.4
"trc-00051","PH","2012-03-01",6.6
"trc-00051","PH","2012-03-01",7.3
"trc-00053","PH","2012-03-01",7.5
"trc-00053","PH","2012-03-01",6.7
"trc-00053","PH","2012-03-01",7.4
"arc-00098","PH","2013-03-01",7.54
"arc-00100","PH","2013-03-01",7.69
"arc-10002","PH","2013-03-01",6.92
"ebop-00087","PH","2013-03-01",8
"ebop-00088","PH","2013-03-01",9.1
"ebop-00089","PH","2013-03-01",7.6
"ebop-00090","PH","2013-03-01",7.4
"ebop-00091","PH","2013-03-01",7.9
"ebop-00092","PH","2013-03-01",7.6
"ebop-00094","PH","2013-03-01",7.3
"ebop-00095","PH","2013-03-01",7.2
"ebop-00096","PH","2013-03-01",7.5
"ebop-00097","PH","2013-03-01",6.6
"ebop-00098","PH","2013-03-01",6.6
"ebop-00100","PH","2013-03-01",6.6
"ecan-00325","PH","2013-03-01",7.9
"ecan-00347","PH","2013-03-01",7.6
"ecan-00348","PH","2013-03-01",7.5
"es-000142","PH","2013-03-01",8.1
"es-00144","PH","2013-03-01",7.6
"ew-00142","PH","2013-03-01",7.9
"ew-00143","PH","2013-03-01",5.5
"ew-00144","PH","2013-03-01",7.6
"ew-00145","PH","2013-03-01",6.8
"ew-00146","PH","2013-03-01",8.6
"ew-00147","PH","2013-03-01",8.9
"ew-00149","PH","2013-03-01",7.1
"ew-00150","PH","2013-03-01",7.4
"ew-00151","PH","2013-03-01",8.8
"gw-00257","PH","2013-03-01",7.47
"gw-00258","PH","2013-03-01",7.16
"hbrc-00172","PH","2013-03-01",7.8
"hbrc-00173","PH","2013-03-01",8.6
"hbrc-00176","PH","2013-03-01",7.6
"lawa-100207","PH","2013-03-01",7.4
"lawa-100208","PH","2013-03-01",7.4
"lawa-100209","PH","2013-03-01",7.4
"lawa-100210","PH","2013-03-01",7.4
"lawa-100211","PH","2013-03-01",7.2
"lawa-100213","PH","2013-03-01",7.2
"lawa-100215","PH","2013-03-01",7.6
"lawa-100263","PH","2013-03-01",7.3
"lawa-100264","PH","2013-03-01",7.2
"lawa-100266","PH","2013-03-01",7.2
"lawa-102305","PH","2013-03-01",7.4
"orc-00034","PH","2013-03-01",7.1
"trc-00051","PH","2013-03-01",7.9
"trc-00051","PH","2013-03-01",7
"trc-00051","PH","2013-03-01",7.9
"trc-00053","PH","2013-03-01",7.8
"trc-00053","PH","2013-03-01",6.9
"trc-00053","PH","2013-03-01",7.7
"ebop-00087","PH","2014-03-01",7.4
"ebop-00088","PH","2014-03-01",8.2
"ebop-00089","PH","2014-03-01",7.7
"ebop-00090","PH","2014-03-01",7.5
"ebop-00091","PH","2014-03-01",8
"ebop-00092","PH","2014-03-01",7.3
"ebop-00094","PH","2014-03-01",7.6
"ebop-00095","PH","2014-03-01",7.4
"ebop-00096","PH","2014-03-01",7.6
"ebop-00097","PH","2014-03-01",7.3
"ebop-00098","PH","2014-03-01",7.3
"ebop-00100","PH","2014-03-01",7.3
"ecan-00325","PH","2014-03-01",8.9
"ecan-00347","PH","2014-03-01",7.4
"ecan-00348","PH","2014-03-01",7.9
"es-000142","PH","2014-03-01",8
"es-000157","PH","2014-03-01",8
"es-000158","PH","2014-03-01",8.1
"es-000159","PH","2014-03-01",8
"ew-00143","PH","2014-03-01",5.2
"ew-00145","PH","2014-03-01",7.1
"ew-00149","PH","2014-03-01",7.1
"ew-00150","PH","2014-03-01",7.3
"gw-00257","PH","2014-03-01",7.84
"gw-00258","PH","2014-03-01",7.05
"gw-00263","PH","2014-03-01",7.41
"hbrc-00172","PH","2014-03-01",7.9
"hbrc-00173","PH","2014-03-01",7.6
"hbrc-00176","PH","2014-03-01",8.2
"lawa-102303","PH","2014-03-01",7.2
"lawa-102304","PH","2014-03-01",7
"lawa-102305","PH","2014-03-01",7.2
"orc-00027","PH","2014-03-01",7.6
"orc-00028","PH","2014-03-01",7.4
"orc-00031","PH","2014-03-01",8
"orc-00033","PH","2014-03-01",8.4
"orc-00034","PH","2014-03-01",6.7
"orc-00035","PH","2014-03-01",7.3
"orc-00036","PH","2014-03-01",7.4
"orc-00037","PH","2014-03-01",7.6
"orc-00038","PH","2014-03-01",7.5
"trc-00051","PH","2014-03-01",7.8
"trc-00051","PH","2014-03-01",6.8
"trc-00053","PH","2014-03-01",7.6
"trc-00053","PH","2014-03-01",6.8
"ebop-00087","PH","2015-03-01",8.3
"ebop-00088","PH","2015-03-01",7.6
"ebop-00089","PH","2015-03-01",7.9
"ebop-00090","PH","2015-03-01",7.6
"ebop-00091","PH","2015-03-01",8.3
"ebop-00092","PH","2015-03-01",7.3
"ebop-00094","PH","2015-03-01",7.8
"ebop-00095","PH","2015-03-01",7.4
"ebop-00096","PH","2015-03-01",7.6
"ebop-00097","PH","2015-03-01",7.2
"ebop-00098","PH","2015-03-01",7.2
"ebop-00100","PH","2015-03-01",7.2
"ecan-00325","PH","2015-03-01",7.96
"ecan-00334","PH","2015-03-01",8.4
"ecan-00347","PH","2015-03-01",7.6
"ecan-00348","PH","2015-03-01",7.7
"ecan-00369","PH","2015-03-01",8.72
"ecan-00370","PH","2015-03-01",8.63
"ecan-00371","PH","2015-03-01",8.67
"ecan-00372","PH","2015-03-01",8.25
"es-00144","PH","2015-03-01",7.5
"ew-00143","PH","2015-03-01",5.8
"ew-00145","PH","2015-03-01",7.2
"ew-00149","PH","2015-03-01",7.5
"ew-00150","PH","2015-03-01",7.4
"gw-00257","PH","2015-03-01",NA
"gw-00258","PH","2015-03-01",NA
"gw-00262","PH","2015-03-01",NA
"gw-00263","PH","2015-03-01",NA
"hbrc-00170","PH","2015-03-01",8.4
"hbrc-00171","PH","2015-03-01",8.2
"hbrc-00176","PH","2015-03-01",8.45
"lawa-100211","PH","2015-03-01",7
"lawa-100213","PH","2015-03-01",7.1
"lawa-100215","PH","2015-03-01",7.5
"lawa-100263","PH","2015-03-01",7
"lawa-100264","PH","2015-03-01",7
"lawa-100266","PH","2015-03-01",7
"lawa-101984","PH","2015-03-01",8.96
"lawa-101985","PH","2015-03-01",8.49
"lawa-102303","PH","2015-03-01",7.2
"lawa-102304","PH","2015-03-01",7.2
"lawa-102305","PH","2015-03-01",7.3
"orc-00027","PH","2015-03-01",8.1
"orc-00028","PH","2015-03-01",7.9
"orc-00031","PH","2015-03-01",8.4
"orc-00033","PH","2015-03-01",8.9
"orc-00034","PH","2015-03-01",7.2
"orc-00035","PH","2015-03-01",8
"orc-00036","PH","2015-03-01",7.5
"orc-00037","PH","2015-03-01",7.9
"orc-00038","PH","2015-03-01",8.4
"trc-00051","PH","2015-03-01",7.7
"trc-00051","PH","2015-03-01",6.8
"trc-00053","PH","2015-03-01",7.7
"trc-00053","PH","2015-03-01",6.8
"ebop-00087","PH","2016-03-01",8
"ebop-00088","PH","2016-03-01",7.6
"ebop-00089","PH","2016-03-01",7.575
"ebop-00090","PH","2016-03-01",7.1
"ebop-00091","PH","2016-03-01",8.405
"ebop-00092","PH","2016-03-01",7.19
"ebop-00094","PH","2016-03-01",7.51
"ebop-00095","PH","2016-03-01",7.51
"ebop-00096","PH","2016-03-01",7.5
"ebop-00097","PH","2016-03-01",7.2
"ebop-00098","PH","2016-03-01",7.45
"ebop-00100","PH","2016-03-01",7.3
"ecan-00325","PH","2016-03-01",8.08
"ecan-00334","PH","2016-03-01",8.39
"ecan-00347","PH","2016-03-01",7.8
"ecan-00348","PH","2016-03-01",7.5
"ecan-00369","PH","2016-03-01",8.49
"ecan-00370","PH","2016-03-01",8.46
"ecan-00371","PH","2016-03-01",8.44
"ecan-00372","PH","2016-03-01",8.4
"ew-00143","PH","2016-03-01",5.6
"ew-00145","PH","2016-03-01",7.3
"ew-00149","PH","2016-03-01",7.2
"ew-00150","PH","2016-03-01",7.4
"gw-00258","PH","2016-03-01",7.78
"gw-00263","PH","2016-03-01",7.72
"hbrc-00176","PH","2016-03-01",7.8
"lawa-100207","PH","2016-03-01",7.6
"lawa-100208","PH","2016-03-01",7.6
"lawa-100209","PH","2016-03-01",7.6
"lawa-100210","PH","2016-03-01",7.6
"lawa-101984","PH","2016-03-01",8.72
"lawa-101985","PH","2016-03-01",8.62
"lawa-102303","PH","2016-03-01",7.2
"lawa-102304","PH","2016-03-01",7.3
"lawa-102305","PH","2016-03-01",8.3
"orc-00027","PH","2016-03-01",8.1
"orc-00028","PH","2016-03-01",7.8
"orc-00031","PH","2016-03-01",8.7
"orc-00033","PH","2016-03-01",8.7
"orc-00034","PH","2016-03-01",7.1
"orc-00035","PH","2016-03-01",7.5
"orc-00037","PH","2016-03-01",7.7
"orc-00038","PH","2016-03-01",8
"trc-00051","PH","2016-03-01",7.7
"trc-00051","PH","2016-03-01",6.7
"trc-00051","PH","2016-03-01",7.9
"trc-00053","PH","2016-03-01",7.4
"trc-00053","PH","2016-03-01",6.7
"trc-00053","PH","2016-03-01",7.6
"ebop-00087","PH","2017-03-01",7.5
"ebop-00088","PH","2017-03-01",7.4
"ebop-00089","PH","2017-03-01",7.6
"ebop-00090","PH","2017-03-01",7.3
"ebop-00091","PH","2017-03-01",8.015
"ebop-00092","PH","2017-03-01",7.29
"ebop-00094","PH","2017-03-01",7.61
"ebop-00095","PH","2017-03-01",7.18
"ebop-00096","PH","2017-03-01",7.8
"ebop-00097","PH","2017-03-01",7.3
"ebop-00098","PH","2017-03-01",7.15
"ebop-00100","PH","2017-03-01",7.5
"ecan-00325","PH","2017-03-01",7.39
"ecan-00334","PH","2017-03-01",8.3
"ecan-00347","PH","2017-03-01",7.5
"ecan-00348","PH","2017-03-01",7.8
"ecan-00369","PH","2017-03-01",8.4
"ecan-00370","PH","2017-03-01",8.3
"ecan-00371","PH","2017-03-01",8.5
"es-00144","PH","2017-03-01",7.6
"ew-00143","PH","2017-03-01",4.9
"ew-00145","PH","2017-03-01",6.8
"ew-00149","PH","2017-03-01",7
"ew-00150","PH","2017-03-01",7
"hbrc-00176","PH","2017-03-01",8.4
"lawa-100207","PH","2017-03-01",7.5
"lawa-100208","PH","2017-03-01",7.5
"lawa-100209","PH","2017-03-01",7.6
"lawa-100210","PH","2017-03-01",7.8
"lawa-101984","PH","2017-03-01",8.06
"lawa-101985","PH","2017-03-01",8.16
"lawa-102219","PH","2017-03-01",8
"lawa-102220","PH","2017-03-01",7.9
"lawa-102221","PH","2017-03-01",7.8
"lawa-102303","PH","2017-03-01",7.4
"lawa-102304","PH","2017-03-01",7.2
"lawa-102305","PH","2017-03-01",7
"orc-00027","PH","2017-03-01",7.9
"orc-00028","PH","2017-03-01",7.8
"orc-00031","PH","2017-03-01",9.2
"orc-00033","PH","2017-03-01",7.9
"orc-00035","PH","2017-03-01",7.7
"orc-00036","PH","2017-03-01",7.5
"orc-00037","PH","2017-03-01",7.8
"orc-00038","PH","2017-03-01",8.1
"trc-00051","PH","2017-03-01",7.5
"trc-00051","PH","2017-03-01",6.7
"trc-00051","PH","2017-03-01",7.6
"trc-00053","PH","2017-03-01",7.3
"trc-00053","PH","2017-03-01",6.8
"trc-00053","PH","2017-03-01",7.6
"arc-00099","PH","2018-03-01",7.295
"ebop-00087","PH","2018-03-01",7.6
"ebop-00088","PH","2018-03-01",7.5
"ebop-00089","PH","2018-03-01",7.39
"ebop-00090","PH","2018-03-01",6.9
"ebop-00091","PH","2018-03-01",7.96
"ebop-00092","PH","2018-03-01",7.14
"ebop-00094","PH","2018-03-01",7.61
"ebop-00095","PH","2018-03-01",6.94
"ebop-00096","PH","2018-03-01",7.3
"ebop-00097","PH","2018-03-01",6.7
"ebop-00098","PH","2018-03-01",6.8
"ebop-00100","PH","2018-03-01",7.2
"ecan-00325","PH","2018-03-01",7.15
"ecan-00334","PH","2018-03-01",8.06
"ecan-00347","PH","2018-03-01",7.985
"ecan-00348","PH","2018-03-01",7.11
"ecan-00369","PH","2018-03-01",8.38
"ecan-00370","PH","2018-03-01",8.29
"ecan-00371","PH","2018-03-01",8.38
"ecan-00372","PH","2018-03-01",7.81
"es-00144","PH","2018-03-01",6.8
"ew-00143","PH","2018-03-01",5
"ew-00145","PH","2018-03-01",7.2
"ew-00149","PH","2018-03-01",7.5
"ew-00150","PH","2018-03-01",7.5
"hbrc-00171","PH","2018-03-01",7.9
"hbrc-00176","PH","2018-03-01",8.4
"lawa-100207","PH","2018-03-01",7.7
"lawa-100208","PH","2018-03-01",7.7
"lawa-100211","PH","2018-03-01",7.2
"lawa-100213","PH","2018-03-01",7.2
"lawa-100215","PH","2018-03-01",6.6
"lawa-100263","PH","2018-03-01",7.2
"lawa-100264","PH","2018-03-01",7.2
"lawa-100266","PH","2018-03-01",7.2
"lawa-101984","PH","2018-03-01",7.16
"lawa-101985","PH","2018-03-01",7.81
"lawa-102219","PH","2018-03-01",7.4
"lawa-102220","PH","2018-03-01",7.5
"lawa-102221","PH","2018-03-01",7.7
"lawa-102303","PH","2018-03-01",7.3
"lawa-102304","PH","2018-03-01",6.9
"lawa-102305","PH","2018-03-01",7.8
"lawa-102686","PH","2018-03-01",8.1
"lawa-102687","PH","2018-03-01",7.6
"lawa-102688","PH","2018-03-01",7.8
"orc-00027","PH","2018-03-01",7.7
"orc-00028","PH","2018-03-01",7.6
"orc-00031","PH","2018-03-01",8.3
"orc-00033","PH","2018-03-01",8.3
"orc-00034","PH","2018-03-01",6.9
"orc-00035","PH","2018-03-01",7.5
"orc-00036","PH","2018-03-01",7.5
"orc-00037","PH","2018-03-01",7.6
"orc-00038","PH","2018-03-01",7.7
"trc-00051","PH","2018-03-01",7.2
"trc-00051","PH","2018-03-01",6.9
"trc-00051","PH","2018-03-01",7.5
"trc-00053","PH","2018-03-01",7.2
"trc-00053","PH","2018-03-01",6.7
"trc-00053","PH","2018-03-01",7.5
"arc-00099","PH","2019-03-01",7.195
"ebop-00087","PH","2019-03-01",8
"ebop-00088","PH","2019-03-01",7.8
"ebop-00089","PH","2019-03-01",7.58
"ebop-00090","PH","2019-03-01",7.8
"ebop-00091","PH","2019-03-01",8.86
"ebop-00092","PH","2019-03-01",8.57
"ebop-00094","PH","2019-03-01",7.84
"ebop-00095","PH","2019-03-01",7.49
"ebop-00096","PH","2019-03-01",7.7
"ebop-00097","PH","2019-03-01",6.8
"ebop-00098","PH","2019-03-01",6.7
"ebop-00100","PH","2019-03-01",7.1
"ecan-00325","PH","2019-03-01",7.64
"ecan-00334","PH","2019-03-01",8.36
"ecan-00347","PH","2019-03-01",8.41
"ecan-00348","PH","2019-03-01",6.27
"ecan-00354","PH","2019-03-01",7.6
"ecan-00369","PH","2019-03-01",8.69
"ecan-00370","PH","2019-03-01",8.49
"ecan-00371","PH","2019-03-01",8.49
"ecan-00372","PH","2019-03-01",7.81
"es-000142","PH","2019-03-01",9
"es-000157","PH","2019-03-01",8.9
"es-000158","PH","2019-03-01",9.2
"es-000159","PH","2019-03-01",9.1
"es-00144","PH","2019-03-01",7.7
"ew-00142","PH","2019-03-01",7.7
"ew-00143","PH","2019-03-01",4.9
"ew-00144","PH","2019-03-01",7.7
"ew-00145","PH","2019-03-01",7.5
"ew-00146","PH","2019-03-01",8.7
"ew-00147","PH","2019-03-01",7.7
"ew-00149","PH","2019-03-01",7.3
"ew-00150","PH","2019-03-01",7.1
"ew-00151","PH","2019-03-01",9.8
"hbrc-00171","PH","2019-03-01",8.6
"hbrc-00176","PH","2019-03-01",8.6
"lawa-100215","PH","2019-03-01",7.5
"lawa-101984","PH","2019-03-01",8.41
"lawa-101985","PH","2019-03-01",8.96
"lawa-102220","PH","2019-03-01",8.8
"lawa-102303","PH","2019-03-01",7.4
"lawa-102304","PH","2019-03-01",6.7
"lawa-102305","PH","2019-03-01",7.1
"lawa-102685","PH","2019-03-01",7.6
"lawa-102686","PH","2019-03-01",8.9
"lawa-102687","PH","2019-03-01",7.6
"lawa-102688","PH","2019-03-01",7.8
"orc-00027","PH","2019-03-01",7.6
"orc-00034","PH","2019-03-01",6.8
"orc-00035","PH","2019-03-01",7.6
"trc-00051","PH","2019-03-01",7.4
"trc-00051","PH","2019-03-01",6.9
"trc-00051","PH","2019-03-01",8.2
"trc-00053","PH","2019-03-01",7.3
"trc-00053","PH","2019-03-01",7
"trc-00053","PH","2019-03-01",8.3
"arc-00099","PH","2004-04-01",7.7
"ebop-00087","PH","2004-04-01",7.6
"ebop-00088","PH","2004-04-01",9.4
"ebop-00089","PH","2004-04-01",7.9
"ebop-00090","PH","2004-04-01",7.7
"ebop-00091","PH","2004-04-01",8.1
"ebop-00092","PH","2004-04-01",7.1
"ebop-00094","PH","2004-04-01",7.5
"ebop-00095","PH","2004-04-01",7.6
"ebop-00096","PH","2004-04-01",7.4
"ebop-00097","PH","2004-04-01",6.2
"ebop-00098","PH","2004-04-01",6.2
"ebop-00100","PH","2004-04-01",6.2
"ecan-00325","PH","2004-04-01",7.2
"ecan-00347","PH","2004-04-01",8.5
"ecan-00348","PH","2004-04-01",7.5
"ew-00142","PH","2004-04-01",8.7
"ew-00143","PH","2004-04-01",5.9
"ew-00145","PH","2004-04-01",7.3
"ew-00146","PH","2004-04-01",7.9
"ew-00147","PH","2004-04-01",8
"ew-00149","PH","2004-04-01",7.2
"ew-00151","PH","2004-04-01",7.4
"lawa-102689","PH","2004-04-01",7.64
"orc-00027","PH","2004-04-01",7.9
"orc-00028","PH","2004-04-01",7.74
"orc-00036","PH","2004-04-01",8.31
"orc-00037","PH","2004-04-01",7.83
"orc-00038","PH","2004-04-01",7.92
"ebop-00087","PH","2005-04-01",7.7
"ebop-00088","PH","2005-04-01",8.2
"ebop-00089","PH","2005-04-01",7.7
"ebop-00090","PH","2005-04-01",7.6
"ebop-00091","PH","2005-04-01",7.8
"ebop-00092","PH","2005-04-01",7
"ebop-00094","PH","2005-04-01",7
"ebop-00095","PH","2005-04-01",7.4
"ebop-00096","PH","2005-04-01",7.5
"ebop-00097","PH","2005-04-01",6.6
"ebop-00098","PH","2005-04-01",6.6
"ebop-00100","PH","2005-04-01",6.6
"ecan-00325","PH","2005-04-01",7.5
"ecan-00347","PH","2005-04-01",8.45
"ecan-00348","PH","2005-04-01",7.5
"ew-00142","PH","2005-04-01",7.4
"ew-00143","PH","2005-04-01",6.3
"ew-00145","PH","2005-04-01",7.4
"ew-00146","PH","2005-04-01",7.5
"ew-00147","PH","2005-04-01",7.3
"ew-00149","PH","2005-04-01",7.3
"ew-00151","PH","2005-04-01",7.4
"orc-00035","PH","2005-04-01",7.39
"orc-00036","PH","2005-04-01",7.48
"arc-00098","PH","2006-04-01",7.595
"arc-00100","PH","2006-04-01",7.855
"arc-10002","PH","2006-04-01",7.655
"ebop-00087","PH","2006-04-01",7
"ebop-00088","PH","2006-04-01",7.6
"ebop-00089","PH","2006-04-01",7.8
"ebop-00090","PH","2006-04-01",7.4
"ebop-00091","PH","2006-04-01",8.1
"ebop-00092","PH","2006-04-01",7.3
"ebop-00094","PH","2006-04-01",7.3
"ebop-00095","PH","2006-04-01",7.6
"ebop-00096","PH","2006-04-01",7.3
"ebop-00097","PH","2006-04-01",5.6
"ebop-00098","PH","2006-04-01",5.6
"ebop-00100","PH","2006-04-01",5.6
"ecan-00325","PH","2006-04-01",7.6
"ecan-00331","PH","2006-04-01",7.9
"ecan-00347","PH","2006-04-01",8.8
"ecan-00348","PH","2006-04-01",7.6
"es-000142","PH","2006-04-01",8.2
"es-000158","PH","2006-04-01",8.3
"es-000159","PH","2006-04-01",8.3
"ew-00142","PH","2006-04-01",8.9
"ew-00143","PH","2006-04-01",5.3
"ew-00145","PH","2006-04-01",6.8
"ew-00146","PH","2006-04-01",7.9
"ew-00147","PH","2006-04-01",8.9
"ew-00149","PH","2006-04-01",6.8
"ew-00151","PH","2006-04-01",8.9
"lawa-100211","PH","2006-04-01",7.2
"lawa-100213","PH","2006-04-01",7.1
"lawa-100263","PH","2006-04-01",7.2
"lawa-100264","PH","2006-04-01",7.2
"lawa-100266","PH","2006-04-01",7.2
"arc-00098","PH","2007-04-01",7.325
"arc-00099","PH","2007-04-01",7.58
"arc-00100","PH","2007-04-01",7.31
"arc-10002","PH","2007-04-01",7.345
